match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_totalOffside,stat_accurateCross,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_bigChanceCreated,stat_penaltyConceded,stat_errorLeadToAGoal,stat_penaltyMiss
12530663,home,Antalyaspor,Abdullah Yiğiter,abdullah-yigiter,A. Yiğiter,G,21,189,39,M,827515,EUR,951004800,G,21,21,False,25.0,14.0,18.0,7.0,0.0,8.0,9.0,6.0,16.0,7.0,1.0,3.0,1.0,1.0,7.0,90.0,34.0,9.1,11.0,0.00158362,0,2.0647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530663,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,24.0,21.0,1.0,,0.0,15.0,16.0,6.0,10.0,3.0,,,,,,45.0,39.0,6.5,7.0,0.0190336,0,,2.0,4.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530663,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,55.0,48.0,7.0,5.0,0.0,33.0,33.0,15.0,22.0,6.0,,,,,,90.0,69.0,7.2,10.0,0.00680247,1,,,7.0,1.0,3.0,2.0,1.0,True,2.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0114,0.0614,,,,,,,,,,,,,,,
12530663,home,Antalyaspor,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184,112,M,863277,EUR,894499200,D,2,2,False,29.0,25.0,2.0,1.0,0.0,21.0,23.0,4.0,6.0,3.0,,,,,,90.0,45.0,7.3,4.0,0.00315155,0,,,4.0,,11.0,1.0,2.0,,2.0,4.0,5.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
12530663,home,Antalyaspor,Abdurrahim Dursun,abdurrahim-dursun,A. Dursun,D,77,176,46,M,883275,EUR,912470400,D,77,77,False,38.0,30.0,7.0,1.0,0.0,16.0,16.0,16.0,26.0,7.0,,,,,,90.0,58.0,7.0,16.0,0.0659529,0,,4.0,4.0,1.0,1.0,3.0,1.0,,1.0,2.0,3.0,1.0,,,,1.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,
12530663,home,Antalyaspor,Erdal Rakip,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,31.0,21.0,1.0,,0.0,14.0,16.0,7.0,15.0,6.0,,,,,,89.0,41.0,6.3,13.0,0.00702158,0,,,9.0,1.0,1.0,,2.0,,3.0,,5.0,2.0,1.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,
12530663,home,Antalyaspor,Jakub Kałuziński,jakub-kaluzinski,J. Kałuziński,M,18,185,896,M,1019026,EUR,1036022400,M,18,18,False,52.0,43.0,11.0,7.0,0.0,17.0,18.0,27.0,38.0,4.0,,,,,,90.0,62.0,6.9,13.0,0.0419903,1,,4.0,4.0,,3.0,1.0,,,2.0,1.0,1.0,2.0,,,,,,,0.0162,,,,1.0,,1.0,,,1.0,,,,,,,
12530663,home,Antalyaspor,Braian Samudio,braian-samudio,B. Samudio,F,18,180,162,M,892933,EUR,819676800,M,81,81,False,27.0,20.0,,,0.0,6.0,8.0,15.0,21.0,4.0,,,,,,89.0,42.0,7.0,10.0,0.0394731,1,,2.0,3.0,1.0,,,2.0,,1.0,3.0,7.0,,,1.0,,1.0,2.0,2.0,0.2044,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,
12530663,home,Antalyaspor,Ramzi Safuri,ramzi-safuri,R. Safuri,M,8,184,208,M,186949,EUR,814233600,M,8,8,False,29.0,26.0,5.0,5.0,0.0,9.0,9.0,17.0,23.0,5.0,,,,,,89.0,43.0,7.9,6.0,0.0074204,3,,3.0,3.0,,1.0,,3.0,,,1.0,5.0,,,,2.0,,,4.0,0.2713,0.7285,1.0,,,,,,,,,1.0,1.0,,,,
12530663,home,Antalyaspor,Sander van de Streek,sander-van-de-streek,S. v. d. Streek,M,22,180,186,M,220155,EUR,732931200,M,22,22,False,23.0,16.0,1.0,,0.0,9.0,10.0,8.0,16.0,6.0,,,,,,90.0,47.0,7.1,15.0,0.0758749,1,,3.0,6.0,3.0,2.0,1.0,3.0,,2.0,3.0,7.0,,1.0,2.0,,1.0,4.0,2.0,0.0251,,,,1.0,1.0,3.0,,,1.0,,,,1.0,1.0,,
12530663,home,Antalyaspor,Sam Larsson,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,F,10,10,False,17.0,13.0,,,1.0,4.0,5.0,9.0,12.0,3.0,,,,,,82.0,31.0,7.0,10.0,0.0239885,0,,,5.0,,,1.0,,,2.0,,2.0,1.0,2.0,,,,4.0,2.0,,,,,,,2.0,,,,,,,1.0,,,
12530663,home,Antalyaspor,Mert Yilmaz,mert-yilmaz,M. Yilmaz,D,27,174,32,M,881966,EUR,920851200,D,27,27,True,9.0,7.0,1.0,,0.0,4.0,4.0,3.0,5.0,1.0,,,,,,45.0,23.0,6.7,7.0,0.00121683,1,,,4.0,4.0,,,1.0,,,,6.0,1.0,,2.0,,3.0,2.0,1.0,0.0297,,,,,2.0,,,,,,1.0,,,,,
12530663,home,Antalyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,5,5,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,8.0,1.0,6.5,,1.036e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530663,home,Antalyaspor,Oleksandr Petrusenko,oleksandr-petrusenko,O. Petrusenko,M,16,181,116,M,906673,EUR,890870400,M,16,16,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,9.0,2.0,6.5,,0.00047034,0,,,,,,,,,,,,,,,,,,,,,,,,,,Oleksandr,Petrusenko,,,,,,,,
12530663,home,Antalyaspor,Moussa Djenepo,moussa-djenepo,M. Djenepo,F,12,177,2119,M,869910,EUR,897868800,F,12,12,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,,,,,9.0,3.0,6.3,2.0,0.00011832,0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530663,home,Antalyaspor,Amar Gerxhaliu,amar-gerxhaliu,A. Gerxhaliu,D,4,193,60,M,1123371,EUR,1019779200,D,4,4,True,,,,,0.0,,,,,,,,,,,1.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12530663,home,Antalyaspor,Doğukan Özkan,dogukan-ozkan,D. Özkan,G,13,187,16,M,902045,EUR,949622400,G,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530663,home,Antalyaspor,Bahadır Öztürk,bahadir-ozturk,B. Öztürk,D,5,185,36,M,790783,EUR,812505600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530663,home,Antalyaspor,Emrecan Uzunhan,emrecan-uzunhan,E. Uzunhan,D,24,189,228,M,997684,EUR,983145600,D,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530663,home,Antalyaspor,Deni Milošević,deni-milosevic,D. Milošević,M,27,182,153,M,190403,EUR,794707200,M,58,58,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Deni,Milošević,,,,,,,,
12530663,home,Antalyaspor,Taha Özmert,taha-ozmert,T. Özmert,F,88,178,16,M,1979695,EUR,1147132800,M,88,88,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Taha Özmert,,,,,,,,,
12530663,away,Konyaspor,Jakub Słowik,jakub-slowik,J. Słowik,G,24,190,232,M,95437,EUR,683596800,G,27,27,False,30.0,20.0,14.0,4.0,0.0,16.0,17.0,4.0,13.0,8.0,,2.0,,,2.0,90.0,36.0,6.8,10.0,0.0017496,0,-0.2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530663,away,Konyaspor,Alassane Ndao,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,D,18,18,False,32.0,27.0,3.0,3.0,0.0,16.0,19.0,11.0,13.0,8.0,,,,,,90.0,51.0,6.7,11.0,0.00498593,0,,,,1.0,1.0,1.0,,,,,3.0,,,1.0,,1.0,3.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,
12530663,away,Konyaspor,Uğurcan Yazğılı,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,52.0,45.0,8.0,4.0,0.0,33.0,35.0,12.0,17.0,1.0,,,,,,90.0,64.0,6.2,9.0,0.00621649,0,,,3.0,,3.0,,1.0,,1.0,1.0,3.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,1.0,
12530663,away,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,52.0,48.0,5.0,2.0,0.0,36.0,36.0,12.0,16.0,3.0,,,,,,90.0,73.0,7.0,4.0,0.00354914,1,,,6.0,1.0,9.0,3.0,2.0,,4.0,2.0,4.0,1.0,,1.0,,1.0,,,0.5545,,,,,1.0,,,,,1.0,1.0,,,,,
12530663,away,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,40.0,30.0,4.0,,0.0,12.0,19.0,21.0,28.0,5.0,,,,,,90.0,67.0,8.3,16.0,0.626414,2,,7.0,4.0,2.0,3.0,,1.0,True,1.0,1.0,7.0,,1.0,1.0,1.0,4.0,,1.0,0.0245,0.0336,,,3.0,4.0,5.0,,,1.0,,,,2.0,,,
12530663,away,Konyaspor,Marko Jevtović,marko-jevtovic,M. Jevtović,M,16,194,134,M,310068,EUR,743472000,M,16,16,False,45.0,35.0,3.0,,0.0,28.0,33.0,7.0,12.0,7.0,,,,,,80.0,57.0,6.9,12.0,0.0796833,0,,,2.0,,2.0,3.0,1.0,,1.0,4.0,6.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
12530663,away,Konyaspor,Louka Prip,prip-louka,L. Prip,M,,182,142,M,976127,EUR,867542400,M,11,11,False,9.0,5.0,1.0,,0.0,2.0,2.0,3.0,7.0,1.0,,,,,,70.0,14.0,6.4,6.0,0.00217674,2,,,4.0,1.0,,,,,3.0,,1.0,,1.0,1.0,1.0,,1.0,,0.4854,0.4637,,,,,1.0,,,,1.0,1.0,,,,,
12530663,away,Konyaspor,Melih İbrahimoğlu,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175,134,M,998462,EUR,963792000,M,77,77,False,38.0,35.0,4.0,3.0,0.0,23.0,23.0,13.0,16.0,4.0,,,,,,86.0,53.0,6.7,5.0,0.0876054,1,,1.0,6.0,1.0,,3.0,3.0,,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,0.0036,0.0149,1.0,,1.0,1.0,,,,,,,,,,,
12530663,away,Konyaspor,Pedrinho,pedrinho,Pedrinho,M,8,173,205,M,1015939,EUR,850953600,M,8,8,False,18.0,14.0,2.0,2.0,0.0,7.0,8.0,7.0,13.0,2.0,,,,,,70.0,28.0,7.0,8.0,0.0052583,3,,3.0,5.0,1.0,,,3.0,,2.0,1.0,4.0,,,1.0,1.0,2.0,1.0,,0.0629,0.075,,,,1.0,,,,,,2.0,,,,,
12530663,away,Konyaspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,M,10,10,False,27.0,18.0,3.0,2.0,0.0,3.0,3.0,16.0,26.0,3.0,,,,,,88.0,50.0,7.6,13.0,0.0642477,3,,2.0,7.0,6.0,,2.0,2.0,,1.0,,10.0,2.0,,4.0,1.0,1.0,,5.0,0.0953,0.0908,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,
12530663,away,Konyaspor,Blaž Kramer,blaz-kramer,B. Kramer,F,99,191,607,M,804405,EUR,833587200,F,99,99,False,10.0,2.0,,,0.0,2.0,6.0,,4.0,1.0,,,,,,70.0,20.0,6.0,14.0,4.762e-05,1,,,6.0,,,,2.0,,3.0,4.0,5.0,,1.0,,1.0,,4.0,1.0,0.7884,0.8623,,,,,,,,,1.0,,,,,,1.0
12530663,away,Konyaspor,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,M,35,35,True,7.0,5.0,2.0,2.0,0.0,2.0,3.0,3.0,5.0,1.0,,,,,,20.0,17.0,7.1,4.0,0.0138794,0,,1.0,,,,1.0,,,,,4.0,,,,,1.0,1.0,3.0,,,,1.0,,1.0,,Ogulcan Ülgün,,,,,,,,,
12530663,away,Konyaspor,Morten Bjørlo,morten-bjorlo,M. Bjorlo,M,42,176,156,M,921358,EUR,812764800,M,42,42,True,9.0,7.0,,,0.0,3.0,4.0,5.0,9.0,1.0,,,,,,20.0,17.0,6.6,7.0,0.0511316,1,,4.0,4.0,1.0,,,2.0,,,,1.0,1.0,,,,,1.0,1.0,0.0402,,,,1.0,,1.0,,,1.0,,,,1.0,,,
12530663,away,Konyaspor,Umut Nayir,mehmet-umut-nayir,U. Nayir,F,18,191,738,M,284767,EUR,741225600,F,22,22,True,5.0,2.0,,,0.0,,,2.0,5.0,,,,,,,20.0,8.0,6.5,4.0,0.00314626,1,,,,,,,,,,2.0,3.0,,,,1.0,,,1.0,0.0593,0.5244,,,,,,,,,1.0,,,,,,
12530663,away,Konyaspor,Melih Bostan,melih-bostan,M. Bostan,F,91,173,184,M,1133195,EUR,1081382400,F,91,91,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,10.0,2.0,6.5,,0.0006484,0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
