match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_aerialWon,stat_interceptionWon,stat_totalCross,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_bigChanceMissed,stat_blockedScoringAttempt
12499257,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,36.0,10.0,32.0,6.0,0.0,5.0,7.0,5.0,29.0,2.0,7.0,1.0,3.0,4.0,90.0,44.0,7.1,26.0,0.00155144,0,0.6613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499257,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,27.0,22.0,4.0,,0.0,20.0,21.0,2.0,6.0,2.0,3.0,,,,90.0,31.0,6.8,5.0,0.00118901,0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499257,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1399,M,1050692,EUR,1072569600,D,42,42,False,24.0,19.0,2.0,,0.0,14.0,16.0,5.0,8.0,5.0,1.0,,,,90.0,35.0,6.9,6.0,0.00256023,0,,2.0,5.0,4.0,,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499257,home,Hellas Verona,Martin Frese,frese-martin,M. Frese,D,3,179,350,M,874812,EUR,883872000,D,3,3,False,23.0,17.0,7.0,4.0,0.0,14.0,16.0,3.0,8.0,6.0,1.0,1.0,,,58.0,37.0,6.8,9.0,0.00206364,0,,,,4.0,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499257,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,M,38,38,False,21.0,18.0,2.0,1.0,0.0,9.0,9.0,10.0,15.0,,6.0,,,,90.0,36.0,7.2,5.0,0.0312762,1,,1.0,2.0,2.0,1.0,,1.0,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0308,2.0,,,,,,,,,,,,,,,,,,,
12499257,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181,1121,M,246319,EUR,786585600,M,33,33,False,37.0,28.0,6.0,3.0,1.0,8.0,12.0,21.0,27.0,,12.0,,,,90.0,51.0,7.6,13.0,0.268491,0,,,7.0,7.0,,5.0,3.0,,1.0,2.0,1.0,1.0,1.0,,,,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12499257,home,Hellas Verona,Suat Serdar,suat-serdar,S. Serdar,M,8,183,687,M,800408,EUR,860716800,M,25,25,False,8.0,4.0,,,0.0,3.0,3.0,1.0,5.0,,1.0,,,,21.0,9.0,6.5,5.0,0.00026467,0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12499257,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181,680,M,41157,EUR,653356800,M,8,8,False,18.0,9.0,2.0,,2.0,3.0,6.0,7.0,14.0,1.0,5.0,,,,90.0,36.0,8.1,12.0,0.0677048,1,,,6.0,7.0,,1.0,2.0,,,2.0,5.0,3.0,1.0,1.0,,0.1855,2.0,,,4.0,,1.0,1.0,2.0,,True,,,,,,,,,,
12499257,home,Hellas Verona,Grigoris Kastanos,grigoris-kastanos,G. Kastanos,M,28,179,526,M,791566,EUR,886118400,F,20,20,False,19.0,12.0,2.0,1.0,0.0,1.0,4.0,11.0,15.0,,,,,,58.0,24.0,6.9,7.0,0.0262037,1,,2.0,3.0,3.0,,2.0,1.0,1.0,,,,,,1.0,,0.0255,1.0,,,,,,,,,,,,,,,,,,,
12499257,home,Hellas Verona,Casper Tengstedt,tengstedt-casper,C. Tengstedt,F,17,184,1578,M,957937,EUR,959817600,F,11,11,False,7.0,4.0,,,0.0,1.0,1.0,3.0,6.0,2.0,2.0,,,,73.0,13.0,6.5,6.0,0.0257551,0,,6.0,7.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,
