match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_totalContest,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_wonContest,stat_fouls,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,stat_dispossessed,stat_goals,stat_interceptionWon,player_sofascoreId,stat_totalOffside,stat_errorLeadToAShot,stat_punches,stat_bigChanceMissed,stat_bigChanceCreated
11391442,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,40.0,18.0,29.0,7.0,17.0,18.0,1.0,22.0,5.0,6.0,6.0,90.0,48.0,8.2,22.0,0.00022433,0,2.7994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391442,home,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,D,11,11,False,20.0,17.0,1.0,,9.0,9.0,8.0,11.0,1.0,,,82.0,36.0,7.0,4.0,0.0111291,0,,1.0,2.0,3.0,7.0,2.0,4.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391442,home,Nantes,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,814023,EUR,886550400,D,24,24,False,34.0,31.0,5.0,2.0,26.0,26.0,5.0,9.0,1.0,,,90.0,41.0,6.8,5.0,0.0017006,1,,1.0,1.0,2.0,2.0,,2.0,,,,1.0,1.0,1.0,1.0,0.074,,,,,,,,,,,,,,,,,,,,,
11391442,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,39.0,31.0,5.0,1.0,18.0,21.0,13.0,18.0,4.0,,,90.0,50.0,6.9,8.0,0.00304591,0,,1.0,,4.0,4.0,,1.0,3.0,3.0,,,,1.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,,
11391442,home,Nantes,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,33.0,28.0,3.0,3.0,13.0,17.0,16.0,17.0,3.0,,,90.0,55.0,7.1,6.0,0.0312186,2,,1.0,1.0,9.0,9.0,3.0,3.0,5.0,3.0,1.0,3.0,1.0,,1.0,0.0256,,,,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11391442,home,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,66.0,58.0,4.0,1.0,26.0,27.0,32.0,39.0,5.0,,,90.0,81.0,7.3,11.0,0.0275681,2,,1.0,1.0,7.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,0.2149,,,,2.0,,,,1.0,1.0,2.0,0.0184,,,,,,,,,,
11391442,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,58.0,55.0,4.0,2.0,20.0,21.0,35.0,37.0,8.0,,,89.0,68.0,7.1,4.0,0.202018,3,,1.0,,6.0,2.0,1.0,,1.0,,,1.0,,,2.0,0.0901,,,,3.0,,,1.0,1.0,,,0.1267,True,1.0,,,,,,,,
11391442,home,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,M,25,25,False,26.0,23.0,,,9.0,9.0,15.0,23.0,6.0,,,90.0,42.0,7.4,13.0,0.0289631,1,,,,5.0,2.0,3.0,,,,3.0,2.0,6.0,1.0,,0.5237,,,,,1.0,,3.0,1.0,,,0.8083,,1.0,1.0,1.0,,,,,,
11391442,home,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,False,12.0,11.0,,,4.0,4.0,7.0,8.0,2.0,,,76.0,14.0,6.7,1.0,0.00304869,1,,1.0,,2.0,1.0,,,1.0,,,,,,,0.1158,,,,1.0,,,,1.0,,,0.0679,,,,,,,,,,
11391442,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,16.0,14.0,1.0,1.0,4.0,4.0,11.0,17.0,5.0,,,90.0,37.0,7.3,13.0,0.091293,1,,2.0,,7.0,7.0,1.0,,,,2.0,5.0,5.0,3.0,1.0,0.3892,,,2.0,1.0,1.0,,2.0,,1.0,,,,2.0,,,,,,,,
