match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_interceptionWon,player_sofascoreId,stat_aerialLost,stat_totalOffside,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_bigChanceMissed,captain,stat_punches,stat_penaltyWon
11453010,home,Al-Nassr,Nawaf Al-Aqidi,,,nawaf-al-aqidi,N. Al-Aqidi,G,1,188.0,1512,M,1014518,EUR,957916800,G,44,44,False,21.0,17.0,6.0,2.0,0.0,17.0,17.0,4.0,1.0,1.0,1.0,1.0,12.0,2.0,1.0,3.0,3.0,3.0,90.0,32.0,6.8,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453010,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,830126,EUR,768182400,D,2,2,False,48.0,41.0,4.0,,0.0,19.0,21.0,32.0,3.0,,,1.0,14.0,,,,,,90.0,71.0,7.3,16.0,1,25.0,5.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,,
11453010,home,Al-Nassr,Ali Lajami,,,ali-lajami,A. Lajami,D,78,175.0,1281,M,818667,EUR,830390400,D,78,78,False,48.0,44.0,2.0,1.0,0.0,29.0,32.0,16.0,3.0,,,3.0,4.0,,,,,,90.0,55.0,6.6,4.0,0,15.0,,,1.0,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,
11453010,home,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191.0,10350,M,149734,EUR,769996800,D,27,27,False,60.0,51.0,12.0,8.0,0.0,24.0,28.0,32.0,4.0,,,,6.0,,,,,,90.0,63.0,6.7,9.0,1,27.0,,,4.0,2.0,1.0,,1.0,,,,,,,1.0,laporte27,1.0,1.0,,,,,,,,,,,
11453010,home,Al-Nassr,Alex Telles,,,alex-telles,A. Telles,D,13,181.0,7625,M,312110,EUR,724377600,D,15,15,False,49.0,44.0,5.0,1.0,0.0,14.0,14.0,44.0,5.0,1.0,1.0,1.0,12.0,,,,,,90.0,78.0,7.2,13.0,3,34.0,9.0,4.0,2.0,5.0,,3.0,2.0,,,1.0,,,3.0,4.0,alextelles13,,,1.0,1.0,2.0,,,,,,,,
11453010,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,108800,EUR,721872000,M,77,77,False,56.0,52.0,2.0,1.0,1.0,19.0,19.0,39.0,3.0,,,,3.0,,,,,,80.0,64.0,7.3,6.0,0,34.0,2.0,1.0,,5.0,1.0,,,,,2.0,,,3.0,,marcelo_brozovic,2.0,,,1.0,2.0,1.0,,,,,,,
11453010,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,867179,EUR,840153600,M,17,17,False,60.0,59.0,6.0,6.0,0.0,18.0,18.0,42.0,1.0,,,,10.0,,,,,,90.0,65.0,7.2,2.0,0,41.0,,,,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
11453010,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171.0,6951,M,244801,EUR,792288000,M,25,25,False,53.0,46.0,5.0,4.0,0.0,17.0,17.0,39.0,11.0,6.0,3.0,,7.0,,,,,,90.0,78.0,7.6,15.0,2,29.0,3.0,,,9.0,3.0,1.0,1.0,,,5.0,3.0,1.0,2.0,,otavio,,,,3.0,3.0,,1.0,1.0,1.0,,,,
11453010,home,Al-Nassr,Anderson Talisca,,,anderson-talisca,A. Talisca,M,94,191.0,20484,M,329245,EUR,760060800,M,94,94,False,35.0,25.0,1.0,1.0,0.0,9.0,9.0,26.0,7.0,1.0,1.0,2.0,2.0,,,,,,90.0,52.0,7.6,13.0,9,16.0,,,6.0,5.0,1.0,,3.0,,,,,3.0,,,AndersonTalisca,2.0,,4.0,,2.0,,2.0,1.0,,1.0,,,
11453010,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,217704,EUR,702864000,M,10,10,False,43.0,33.0,2.0,,1.0,2.0,2.0,48.0,5.0,5.0,4.0,,3.0,,,,,,80.0,66.0,8.9,17.0,3,36.0,7.0,5.0,,3.0,,,1.0,,,,,1.0,9.0,,SadioMané,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,
