match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalClearance,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_challengeLost,stat_wonTackle,stat_shotOffTarget,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_ownGoals
13354792,home,Go Ahead Eagles,Victor Kaj Edvardsen,victor-kaj-edvardsen,V. K. Edvardsen,F,16,185.0,434,M,841420,EUR,821577600.0,F,16,16,False,15.0,12.0,,,0.0,5.0,6.0,8.0,12.0,4.0,,,71.0,25.0,7.2,8.0,2,,,,3.0,1.0,1.0,,3.0,,,1.0,,,,,,1.0,2.0,1.0,,2.0,1.0,,,,2.0,,,,,,,
13354792,home,Go Ahead Eagles,Aske Adelgaard,aske-adelgaard,A. Adelgaard,D,29,175.0,109,M,1133233,EUR,1068422400.0,D,29,29,True,17.0,14.0,2.0,2.0,0.0,8.0,9.0,7.0,10.0,2.0,,,25.0,23.0,6.6,5.0,1,,,,2.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,
13354792,home,Go Ahead Eagles,Calvin Twigt,calvin-twigt,C. Twigt,M,8,183.0,94,M,1084944,EUR,1043884800.0,M,6,6,True,29.0,23.0,3.0,2.0,0.0,18.0,20.0,5.0,9.0,6.0,,,24.0,32.0,6.5,8.0,0,Calvin Twigt,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
13354792,home,Go Ahead Eagles,Robbin Weijenberg,robbin-weijenberg,R. Weijenberg,M,15,180.0,45,M,1386182,EUR,1099872000.0,M,15,15,True,9.0,7.0,,,0.0,4.0,4.0,3.0,5.0,,,,19.0,21.0,7.3,7.0,2,,,,,,,1.0,4.0,5.0,3.0,,,,,2.0,,,1.0,,,1.0,3.0,2.0,,1.0,2.0,,,,,,,
13354792,home,Go Ahead Eagles,Milan Smit,milan-smit,M. Smit,F,49,191.0,547,M,1199214,EUR,1045094400.0,F,9,9,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,19.0,9.0,6.3,4.0,0,Milan Smit,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
13354792,home,Go Ahead Eagles,Oskar Siira Sivertsen,oskar-siira-sivertsen,O. S. Sivertsen,M,11,177.0,192,M,1022552,EUR,1076803200.0,F,11,11,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,1.0,,,13.0,9.0,6.5,1.0,0,,,,,,,1.0,2.0,3.0,1.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,
13354792,home,Go Ahead Eagles,Sven Jansen,sven-jansen,S. Jansen,G,30,192.0,44,M,1090199,EUR,1098403200.0,G,30,30,True,,,,,,,,,,,,,,,,,0,Sven Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354792,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190.0,291,M,837072,EUR,940464000.0,G,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354792,home,Go Ahead Eagles,Luca Everink,luca-everink,L. Everink,D,36,179.0,81,M,1014260,EUR,981676800.0,D,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354792,home,Go Ahead Eagles,Pim Saathof,pim-saathof,P. Saathof,D,28,186.0,47,M,1171238,EUR,1072569600.0,D,28,28,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354792,home,Go Ahead Eagles,Julius Dirksen,julius-dirksen,J. Dirksen,D,26,185.0,74,M,1001943,EUR,1044144000.0,D,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354792,away,VV Noordwijk,Romero Antonioli,romero-antonioli,R. Antonioli,G,,194.0,1,M,1411675,EUR,642643200.0,G,46,46,False,20.0,10.0,16.0,6.0,0.0,5.0,8.0,5.0,12.0,6.0,3.0,5.0,90.0,28.0,6.6,10.0,0,Romero Antonioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354792,away,VV Noordwijk,Neto,neto,Neto,D,20,180.0,2,M,1011255,EUR,776563200.0,D,20,20,False,24.0,14.0,4.0,1.0,0.0,4.0,6.0,10.0,21.0,10.0,,,90.0,63.0,6.9,22.0,1,Neto,,,3.0,,1.0,1.0,3.0,5.0,1.0,,1.0,,4.0,3.0,1.0,,,4.0,,4.0,1.0,,,3.0,,,,,,,,
13354792,away,VV Noordwijk,Dylan Rietveld,dylan-rietveld,D. Rietveld,D,,195.0,1,M,955158,EUR,841363200.0,D,40,40,False,24.0,16.0,3.0,1.0,0.0,12.0,15.0,4.0,9.0,2.0,,,90.0,51.0,6.6,9.0,0,,,,,,,3.0,,7.0,,,,,4.0,3.0,1.0,,,12.0,,1.0,,,,1.0,,,,,,,,1.0
13354792,away,VV Noordwijk,Giovanni Fonseca,giovanni-fonseca,G. Fonseca,M,15,,5,M,948718,EUR,909792000.0,D,15,15,False,29.0,28.0,7.0,7.0,0.0,18.0,18.0,10.0,11.0,7.0,,,90.0,50.0,6.8,3.0,0,Giovanni,Fonseca,,,,,1.0,,5.0,,,,1.0,2.0,3.0,1.0,,,9.0,,2.0,,,,2.0,,,,,,,,1.0
13354792,away,VV Noordwijk,Jordi Strooker,jordi-strooker,J. Strooker,M,5,,1,M,866006,EUR,684374400.0,D,5,5,False,23.0,15.0,3.0,1.0,0.0,4.0,7.0,14.0,23.0,9.0,,,90.0,46.0,6.6,15.0,1,Jordi,Strooker,,7.0,3.0,1.0,,4.0,2.0,1.0,,1.0,,,2.0,,,3.0,3.0,,2.0,,,2.0,1.0,,,,,,,,
13354792,away,VV Noordwijk,Bram Franken,bram-franken,B. Franken,M,8,,13,M,916945,EUR,982022400.0,M,8,8,False,21.0,13.0,9.0,2.0,0.0,2.0,2.0,12.0,22.0,4.0,,,76.0,36.0,6.6,14.0,1,,,,3.0,1.0,,,3.0,1.0,1.0,,,,,1.0,,2.0,1.0,2.0,,2.0,,,,1.0,1.0,,,,,,,
13354792,away,VV Noordwijk,Sander Bosma,sander-bosma,S. Bosma,M,26,,2,M,899797,EUR,708566400.0,M,26,26,False,23.0,16.0,2.0,1.0,0.0,6.0,9.0,10.0,14.0,5.0,,,76.0,39.0,7.0,7.0,1,Sander,Bosma,,,,,2.0,3.0,6.0,,,,1.0,2.0,4.0,,1.0,,3.0,,,,,2.0,3.0,1.0,,,,,,,
13354792,away,VV Noordwijk,Jerrel Hak,jerrel-hak,J. Hak,F,22,182.0,13,M,1155039,EUR,960249600.0,M,9,9,False,5.0,2.0,,,0.0,,1.0,2.0,4.0,1.0,,,45.0,9.0,6.5,4.0,0,Jerrel Hak,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,
13354792,away,VV Noordwijk,Riley Reemnet,riley-reemnet,R. Reemnet,M,18,179.0,15,M,1083975,EUR,1000425600.0,M,10,10,False,21.0,16.0,2.0,1.0,0.0,8.0,9.0,9.0,16.0,5.0,,,89.0,42.0,6.8,12.0,2,Riley Reemnet,,,4.0,1.0,,,1.0,3.0,,,2.0,,1.0,,2.0,,,1.0,,3.0,2.0,1.0,,,,,,,,,,
13354792,away,VV Noordwijk,Virgil Tjin-Asjoe,tjin-asjoe-virgil,V. T. Asjoe,M,,,2,M,1003698,EUR,743558400.0,M,11,11,False,14.0,9.0,2.0,1.0,0.0,3.0,5.0,6.0,11.0,1.0,,,69.0,24.0,6.6,11.0,1,Virgil,Tjin-Asjoe,,2.0,,,1.0,3.0,2.0,1.0,,,,,,1.0,1.0,,,,2.0,,,1.0,,,,,,,1.0,,
13354792,away,VV Noordwijk,Emiel Wendt,emiel-wendt,E. Wendt,F,,193.0,10,M,899833,EUR,778291200.0,F,31,31,False,29.0,14.0,2.0,,0.0,7.0,10.0,7.0,19.0,2.0,,,90.0,39.0,7.2,18.0,2,,,True,,,4.0,6.0,5.0,8.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,1.0,,
13354792,away,VV Noordwijk,Marouane Bakour,bakour-marouane,M. Bakour,M,10,175.0,10,M,1083072,EUR,919036800.0,F,14,14,True,9.0,8.0,,,0.0,2.0,2.0,7.0,8.0,4.0,,,45.0,23.0,7.0,4.0,0,,,,1.0,1.0,3.0,,6.0,5.0,2.0,,,1.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
13354792,away,VV Noordwijk,Mohamed El Karbachi,mohamed-el-karbachi,M. E. Karbachi,M,,177.0,24,M,1048519,EUR,981331200.0,F,16,16,True,5.0,3.0,,,0.0,3.0,3.0,,2.0,,,,21.0,9.0,6.5,3.0,0,,,,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,
13354792,away,VV Noordwijk,Kick Groot,kick-groot,K. Groot,D,17,180.0,1,M,893747,EUR,891648000.0,D,17,17,True,5.0,3.0,1.0,,0.0,3.0,3.0,,2.0,,,,14.0,7.0,6.3,2.0,0,Kick,Groot,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
13354792,away,VV Noordwijk,Ruben Marbus,ruben-marbus,R. Marbus,F,18,188.0,5,M,1548829,EUR,1030492800.0,F,18,18,True,,,,,0.0,,,,,,,,14.0,3.0,7.3,1.0,1,Ruben Marbus,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,
13354792,away,VV Noordwijk,Tom van Duin,tom-van-duin,T. v. Duin,M,7,,1,M,1981546,EUR,1164499200.0,M,7,7,True,,,,,0.0,,,,,,,,1.0,2.0,,2.0,0,Tom van Duin,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
13354792,away,VV Noordwijk,Bas Schol,bas-schol,B. Schol,G,1,,7,M,1397334,EUR,1007078400.0,G,1,1,True,,,,,,,,,,,,,,,,,0,Bas,Schol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354792,away,VV Noordwijk,Joey Roggeveen,joey-roggeveen,J. Roggeveen,G,,184.0,43,M,791280,EUR,890352000.0,G,44,44,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354792,away,VV Noordwijk,Derk Reinders,derk-reinders,D. Reinders,D,3,,5,M,1949867,EUR,1059350400.0,D,3,3,True,,,,,,,,,,,,,,,,,0,Derk Reinders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354792,away,VV Noordwijk,Martijn Vink,martijn-vink,M. Vink,D,,,1,,1949913,EUR,,D,4,4,True,,,,,,,,,,,,,,,,,0,Martijn Vink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354792,away,VV Noordwijk,Vince Alkemade,vince-alkemade,V. Alkemade,,12,,0,M,2041013,EUR,,M,12,12,True,,,,,,,,,,,,,,,,,0,Vince,Alkemade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
