match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_wasFouled,stat_totalCross,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,captain,stat_totalOffside,stat_goodHighClaim,stat_lastManTackle,stat_goals
14572729,home,Celtic,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3870,M,1076,EUR,531532800,G,1,1,False,51.0,43.0,11.0,6.0,0.0,43.0,48.0,3.0,11.0,1.0,2.0,4.0,90.0,59.0,5.6,8.0,0.00034234,0.2149,0,-1.1592,0.01,0.02,-0.5,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572729,home,Celtic,Colby Donovan,colby-donovan,C. Donovan,D,51,180,154,M,1614360,EUR,1157500800,D,51,51,False,24.0,16.0,2.0,,0.0,8.0,11.0,13.0,3.0,,,,45.0,46.0,6.4,12.0,0.00195538,,2,,0.0,0.1,-0.09,,8.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0362,-0.1,,,,,,,,,,,,,,,,,,,,
14572729,home,Celtic,Cameron Carter-Vickers,cameron-carter-vickers,C. Carter-Vickers,D,20,185,947,M,795972,EUR,883526400,D,20,20,False,95.0,87.0,4.0,3.0,0.0,53.0,57.0,38.0,4.0,,,,90.0,115.0,6.7,9.0,0.0188194,,1,,0.16,0.04,-0.29,,34.0,2.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,,4.0,4.0,3.0,,1.0,0.1688,-0.45,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
14572729,home,Celtic,Liam Scales,scales-liam,L. Scales,D,5,193,587,M,847990,EUR,902534400,D,5,5,False,91.0,88.0,2.0,1.0,0.0,52.0,54.0,37.0,4.0,,,,90.0,105.0,6.8,6.0,0.0153192,,0,,0.25,0.11,-0.26,,36.0,2.0,2.0,5.0,5.0,1.0,,,,,3.0,1.0,,1.0,2.0,,,,,,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,
14572729,home,Celtic,Kieran Tierney,kieran-tierney,K. Tierney,D,63,178,4714,M,366592,EUR,865468800,D,63,63,False,57.0,46.0,7.0,2.0,0.0,26.0,28.0,29.0,4.0,,,,81.0,77.0,7.1,12.0,0.0110603,,2,,0.05,0.02,0.24,,20.0,1.0,2.0,1.0,6.0,,,,1.0,,6.0,4.0,1.0,,,0.2539,0.04,,,1.0,1.0,1.0,,,1.0,kierantierney1,1.0,0.7103,,,,,,,,,
14572729,home,Celtic,Benjamin Nygren,benjamin-nygren,B. Nygren,F,8,184,1801,M,918517,EUR,994550400,M,8,8,False,18.0,16.0,1.0,1.0,0.0,8.0,9.0,9.0,5.0,,,,67.0,30.0,7.0,4.0,0.186934,,0,,0.31,-0.03,-0.13,,8.0,1.0,,3.0,4.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,2.0,5.0,,,,3.0,1.0,1.0,3.0,,,,,
14572729,home,Celtic,Callum McGregor,callum-mcgregor,C. McGregor,M,42,178,978,M,97046,EUR,740016000,M,42,42,False,73.0,68.0,2.0,1.0,0.0,33.0,33.0,40.0,4.0,,,,90.0,84.0,6.5,9.0,0.0255986,,0,,-0.04,0.12,0.25,,35.0,,,4.0,1.0,2.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,1.0,True,,,,
14572729,home,Celtic,Paulo Bernardo,paulo-bernardo,P. Bernardo,M,28,180,1001,M,983554,EUR,1011830400,M,28,28,False,30.0,27.0,6.0,4.0,0.0,15.0,15.0,15.0,3.0,,,,67.0,40.0,6.8,6.0,0.0124932,,0,,0.19,0.02,0.15,,12.0,1.0,1.0,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,1.0,,,1.0,,,,,
14572729,home,Celtic,Daizen Maeda,daizen-maeda,D. Maeda,F,38,173,4126,M,832420,EUR,877305600,F,38,38,False,14.0,13.0,,,0.0,6.0,7.0,7.0,1.0,,,,77.0,36.0,6.1,14.0,0.0106633,,0,,0.02,0.15,-0.06,,7.0,1.0,,9.0,1.0,4.0,1.0,,,,,,,5.0,2.0,,,,,,,3.0,,1.0,1.0,,,,,1.0,,,,,,,
14572729,home,Celtic,Kelechi Iheanacho,kelechi-iheanacho,K. Iheanacho,F,17,184,4854,M,359642,EUR,844300800,F,17,17,False,9.0,5.0,1.0,,0.0,2.0,4.0,5.0,2.0,,,,90.0,19.0,6.1,10.0,0.00278044,,1,,-0.03,0.03,-0.02,,3.0,1.0,,5.0,1.0,1.0,3.0,1.0,,1.0,,,,3.0,2.0,0.0442,-0.26,,,,,,,,,kelechi72,,,,,,,,1.0,,,
