match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_wonContest,stat_outfielderBlock,stat_dispossessed,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_shotValueNormalized,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyConceded,stat_goodHighClaim,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_clearanceOffLine,stat_totalOffside,stat_penaltyWon
14015652,home,SG Sonnenhof Großaspach,Maximilian Reule,maximilian-reule,M. Reule,G,1,188.0,2,M,152202,EUR,760060800,G,1,1,False,25.0,16.0,10.0,1.0,0.0,15.0,15.0,1.0,10.0,1.0,1.0,6.0,1.0,1.0,4.0,1.0,6.0,1.0,90.0,36.0,6.6,9.0,0.5927,0,0.03,0.02,-0.4,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015652,home,SG Sonnenhof Großaspach,Benedikt  Landwehr,benedikt-landwehr,B. Landwehr,D,22,178.0,8,M,979133,EUR,984096000,D,22,22,False,18.0,14.0,7.0,3.0,0.0,8.0,11.0,6.0,7.0,8.0,2.0,3.0,7.0,5.0,,,,,77.0,44.0,7.4,10.0,,0,0.09,0.0,0.46,,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14015652,home,SG Sonnenhof Großaspach,Antonis Aidonis,antonis-aidonis,A. Aidonis,D,15,181.0,51,M,930226,EUR,990489600,D,15,15,False,31.0,24.0,13.0,7.0,0.0,12.0,14.0,12.0,17.0,2.0,5.0,1.0,1.0,,,,,,90.0,49.0,6.3,10.0,,0,0.22,0.02,-0.37,,2.0,,5.0,2.0,1.0,2.0,1.0,3.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
14015652,home,SG Sonnenhof Großaspach,Arbnor Nuraj,arbnor-nuraj,A. Nuraj,D,25,195.0,3,M,2076805,EUR,951523200,D,25,25,False,25.0,25.0,2.0,2.0,0.0,15.0,15.0,10.0,10.0,3.0,4.0,2.0,1.0,,,,,,90.0,36.0,6.1,2.0,,0,0.19,0.02,-0.61,,1.0,1.0,3.0,1.0,,1.0,,,Arbnor,Nuraj,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14015652,home,SG Sonnenhof Großaspach,Niklas Mohr,niklas-mohr,N. Mohr,D,24,179.0,4,M,2076815,EUR,1090540800,D,14,14,False,28.0,24.0,3.0,2.0,0.0,7.0,8.0,17.0,20.0,4.0,1.0,3.0,3.0,3.0,,,,,90.0,44.0,6.5,9.0,,2,0.09,-0.04,-0.37,,1.0,1.0,1.0,1.0,,1.0,2.0,,Niklas,Mohr,,,,,,,1.0,1.0,-0.23,,,,,,,,,,,,,
14015652,home,SG Sonnenhof Großaspach,Christian Mistl,christian-mistl,C. Mistl,M,6,176.0,2,M,1066801,EUR,1000857600,M,6,6,False,21.0,16.0,1.0,,0.0,6.0,7.0,10.0,14.0,3.0,1.0,3.0,2.0,1.0,,,,,70.0,27.0,6.6,5.0,,0,0.13,0.02,-0.12,,,,2.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
14015652,home,SG Sonnenhof Großaspach,Volkan Çeliktaş,volkan-celiktas,V. Çeliktaş,M,5,185.0,12,M,845740,EUR,814147200,M,5,5,False,16.0,12.0,2.0,1.0,0.0,6.0,7.0,6.0,9.0,5.0,,1.0,3.0,1.0,,,,,66.0,23.0,6.4,4.0,,1,0.09,0.31,0.19,,,2.0,3.0,1.0,,1.0,,2.0,,,,,,,,,,1.0,-0.49,True,,,,,,,,,,,,
14015652,home,SG Sonnenhof Großaspach,Loris Maier,loris-maier,L. Maier,M,27,185.0,2,M,1391797,EUR,925171200,M,27,27,False,25.0,20.0,2.0,,0.0,6.0,9.0,14.0,16.0,4.0,,7.0,2.0,2.0,,,,,88.0,38.0,6.9,6.0,,1,0.39,0.13,-0.13,,,1.0,2.0,,1.0,2.0,,1.0,Loris Maier,,,,,,1.0,2.0,1.0,,-0.07,,,,,,,,,,,,,
14015652,home,SG Sonnenhof Großaspach,Mert Tasdelen,mert-tasdelen,M. Tasdelen,F,10,176.0,10,M,2076814,EUR,909100800,M,10,10,False,17.0,15.0,,,0.0,3.0,3.0,12.0,14.0,3.0,,3.0,,,,,,,82.0,42.0,7.0,14.0,,4,0.29,0.58,-0.14,,15.0,,3.0,1.0,2.0,,2.0,1.0,Mert,Tasdelen,1.0,2.0,,,1.0,2.0,,1.0,-0.52,,5.0,3.0,1.0,,,,,,,,,
14015652,home,SG Sonnenhof Großaspach,Michael Kleinschrodt,kleinschrodt-michael,M. Kleinschrodt,F,11,186.0,4,M,1521255,EUR,809913600,F,11,11,False,7.0,2.0,,,0.0,2.0,2.0,,5.0,3.0,1.0,1.0,1.0,,,,,,88.0,21.0,6.5,11.0,,1,-0.08,0.26,0.16,,,,9.0,,1.0,,3.0,2.0,,,4.0,,,2.0,2.0,,,1.0,0.21,,,,,,,,,,,,,
