match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_wasFouled,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10408391,home,Villarreal,Pepe Reina,pepe-reina,P. Reina,G,188,1240,M,26937,EUR,399600000,G,1,1,False,28.0,26.0,2.0,26.0,27.0,1.0,12.0,1.0,1.0,2.0,90.0,40.0,6.0,2.0,0.0,0.0,0.000105,0,0.0171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408391,home,Villarreal,Juan Foyth,juan-foyth,J. Foyth,D,187,6465,M,873189,EUR,884563200,D,8,8,False,46.0,40.0,4.0,17.0,19.0,27.0,5.0,,,,90.0,63.0,7.0,8.0,0.0639,0.0,0.0183915,1,,,,8,juanfoyth,1.0,23.0,2.0,5.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10408391,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,190,1235,M,3041,EUR,494640000,D,3,3,False,46.0,41.0,1.0,33.0,35.0,11.0,2.0,,,,90.0,59.0,6.8,6.0,0.0,0.0,0.00241776,0,,,,39,,1.0,8.0,1.0,2.0,,1.0,1.0,,True,1.0,1.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408391,home,Villarreal,Pau Torres,pau-torres,P. Torres,D,192,4099,M,864169,EUR,853372800,D,4,4,False,62.0,54.0,8.0,40.0,43.0,19.0,12.0,,,,90.0,73.0,7.1,10.0,0.2689,0.3918,0.00753138,1,,,,14,pauttorres,3.0,14.0,1.0,4.0,,3.0,3.0,,,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10408391,home,Villarreal,Alfonso Pedraza,alfonso-pedraza,A. Pedraza,D,184,576,M,797290,EUR,829008000,D,24,24,False,30.0,27.0,2.0,8.0,8.0,25.0,6.0,,,,72.0,64.0,6.3,15.0,0.0,0.0,0.171945,0,,,,24,,,20.0,,6.0,,5.0,3.0,1.0,,,9.0,1.0,2.0,3.0,,,1.0,3.0,1.0,2.0,1.0,6.0,1.0,,,,,,,,,
10408391,home,Villarreal,Ramón Terrats,ramon-terrats,R. Terrats,M,179,517,M,1088565,EUR,971827200,M,39,39,False,38.0,33.0,3.0,11.0,12.0,29.0,4.0,,,,89.0,60.0,7.6,12.0,0.2605,0.2316,0.200328,4,,Ramón Terrats,,14,,3.0,23.0,1.0,9.0,1.0,,,1.0,,,4.0,2.0,,,1.0,,,3.0,1.0,,1.0,8.0,5.0,1.0,1.0,2.0,3.0,,,,,
10408391,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,180,1999,M,39182,EUR,608688000,M,10,10,False,92.0,84.0,11.0,29.0,31.0,65.0,7.0,,,,90.0,109.0,7.4,14.0,0.0351,0.0,0.281547,1,,,,10,,7.0,56.0,,6.0,,1.0,1.0,2.0,,3.0,5.0,,,1.0,,1.0,,4.0,1.0,,1.0,2.0,1.0,,,1.0,4.0,,,,,
10408391,home,Villarreal,Manu Trigueros,manu-trigueros,M. Trigueros,M,178,191,M,153966,EUR,687657600,M,14,14,False,38.0,32.0,1.0,11.0,12.0,26.0,3.0,,,,60.0,42.0,6.7,7.0,0.0,0.0,0.0483378,0,,,,14,,,21.0,1.0,3.0,,2.0,2.0,,,,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,,
10408391,home,Villarreal,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,172,21963,M,822470,EUR,927331200,F,11,11,False,25.0,20.0,2.0,4.0,5.0,21.0,6.0,,,,90.0,42.0,6.9,12.0,0.1008,0.0,0.277917,2,,,,19,chukwuezesamuel8,1.0,17.0,,5.0,1.0,,,3.0,,,7.0,,,2.0,,,,1.0,1.0,2.0,1.0,8.0,4.0,,,1.0,1.0,,,,,
10408391,home,Villarreal,Gerard Moreno,gerard-moreno,G. Moreno,F,180,4001,M,146866,EUR,702604800,F,7,7,False,32.0,25.0,5.0,6.0,6.0,26.0,2.0,,,,89.0,46.0,7.2,11.0,0.1803,0.0,0.0210842,2,,,,7,GerardMoreno9,4.0,19.0,3.0,10.0,1.0,1.0,,,,3.0,5.0,1.0,,2.0,,,1.0,,,,1.0,4.0,4.0,,,1.0,2.0,1.0,,,,
10408391,home,Villarreal,Yéremy Pino,yeremy-pino,Y. Pino,M,172,6120,M,984624,EUR,1035072000,F,21,21,False,22.0,20.0,1.0,5.0,6.0,16.0,4.0,,,,72.0,36.0,7.5,5.0,0.6181,0.6299,0.0221332,2,,,,10,,1.0,15.0,,3.0,,3.0,2.0,1.0,,1.0,5.0,,1.0,2.0,2.0,,1.0,,,2.0,,1.0,,,,,,1.0,1.0,,,
10408391,home,Villarreal,Alejandro Baena,alejandro-baena,A. Baena,M,174,9564,M,910031,EUR,995587200,M,16,16,True,19.0,12.0,4.0,3.0,3.0,16.0,2.0,,,,30.0,31.0,6.4,11.0,0.0766,0.0,0.0139662,1,,,,10,alexbaena,1.0,9.0,,4.0,,2.0,2.0,,,,7.0,,,1.0,,,2.0,,,2.0,1.0,3.0,1.0,,,1.0,1.0,,,,,
10408391,home,Villarreal,Alberto Moreno,alberto-moreno,A. Moreno,D,171,850,M,229740,EUR,710294400,D,18,18,True,14.0,13.0,,4.0,4.0,12.0,1.0,,,,18.0,21.0,6.5,3.0,0.0,0.0,0.0119362,0,,,,18,,,9.0,,1.0,,1.0,1.0,,,,2.0,,1.0,,,,1.0,2.0,,1.0,,,,,,,,,,,,
10408391,home,Villarreal,José Luis Morales,jose-luis-morales,J. L. Morales,F,180,1811,M,344129,EUR,553996800,F,22,22,True,4.0,4.0,,1.0,1.0,5.0,1.0,,,,18.0,13.0,6.5,5.0,0.0,0.0,0.00122628,0,,,,11,,,3.0,,3.0,,,,,,,4.0,,,,,,,2.0,,1.0,1.0,5.0,3.0,,,,,1.0,,,,
10408391,home,Villarreal,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,177,15743,M,798835,EUR,829008000,M,17,17,True,6.0,6.0,,2.0,2.0,4.0,,,,,8.0,8.0,6.5,,0.0979,0.0,0.00407241,1,,,,20,locelso_giovani,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408391,home,Villarreal,Nicolas Jackson,nicolas-jackson,N. Jackson,F,186,89434,M,1085381,EUR,992995200,F,15,15,True,2.0,2.0,,,,2.0,,,,,8.0,2.0,6.5,,0.0,0.0,0.00546844,0,,Nicolas Jackson,,11,NJackson11,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408391,home,Villarreal,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,190,13907,M,962053,EUR,1018915200,G,35,35,True,,,,,,,,,,,,,,,,0.0,,0,,,,12,filipjorgensen1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408391,home,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,176,444,M,53739,EUR,665452800,D,2,2,True,,,,,,,,,,,,,,,,0.0,,0,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408391,home,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,190,660,M,868715,EUR,942796800,D,5,5,True,,,,,,,,,,,,,,,,0.0,,0,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408391,home,Villarreal,Johan Mojica,johan-mojica,J. Mojica,D,185,3950,M,344847,EUR,714355200,D,12,12,True,,,,,,,,,,,,,,,,0.0,,0,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408391,home,Villarreal,Aïssa Mandi,aissa-mandi,A. Mandi,D,186,10320,M,122810,EUR,688089600,D,23,23,True,,,,,,,,,,,,,,,,0.0,,0,,,,23,aissamandi23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408391,home,Villarreal,Jorge Pascual,jorge-pascual,J. Pascual,F,183,263,M,1142260,EUR,1049846400,F,43,43,True,,,,,,,,,,,,,,,,0.0,,0,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408391,away,Real Betis,Rui Silva,rui-silva,R. Silva,G,191,3299,M,253809,EUR,760579200,G,13,13,False,28.0,19.0,16.0,13.0,16.0,12.0,10.0,,,3.0,90.0,38.0,6.8,10.0,0.0,0.0,0.00231372,0,0.2533,Rui,Silva,1,,8.0,6.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0
10408391,away,Real Betis,Aitor Ruibal,aitor-ruibal,A. Ruibal,D,176,879,M,893062,EUR,827452800,D,24,24,False,37.0,29.0,3.0,14.0,14.0,26.0,6.0,,,,82.0,73.0,6.6,19.0,0.0,0.0,0.0209841,0,,,,24,,,15.0,,11.0,,6.0,4.0,1.0,,1.0,9.0,2.0,1.0,2.0,,,1.0,3.0,,3.0,1.0,6.0,3.0,,,,2.0,,,,,
10408391,away,Real Betis,Germán Pezzella,german-pezzella,G. Pezzella,D,187,3493,M,158241,EUR,677980800,D,16,16,False,40.0,35.0,7.0,26.0,27.0,13.0,5.0,,,,90.0,51.0,7.1,5.0,0.0,0.0,0.00442341,0,,,,6,germanpezzella,4.0,9.0,2.0,3.0,,,,,,,,7.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,
