match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,player_sofascoreId,stat_outfielderBlock,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,captain,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10385424,home,Crystal Palace,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,27.0,14.0,17.0,5.0,12.0,14.0,2.0,13.0,10.0,2.0,90.0,34.0,5.6,13.0,0.0,0.0,0.00034601,0,-1.6641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385424,home,Crystal Palace,Nathaniel Clyne,nathaniel-clyne,N. Clyne,D,17,175,676,M,43215,EUR,670809600,D,17,17,False,48.0,42.0,4.0,,23.0,26.0,19.0,23.0,6.0,,90.0,62.0,6.2,9.0,0.0,0.0,0.00781774,0,,,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10385424,home,Crystal Palace,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,16,16,False,63.0,50.0,17.0,9.0,29.0,31.0,21.0,32.0,6.0,,90.0,74.0,6.7,13.0,0.0905,0.432,0.0178463,2,,,,,2.0,6.0,,,2.0,1.0,3.0,2.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385424,home,Crystal Palace,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,22326,M,877994,EUR,963446400,D,6,6,False,50.0,45.0,7.0,4.0,29.0,32.0,16.0,18.0,7.0,,90.0,58.0,5.8,7.0,0.0,0.0,0.0151865,0,,,,,5.0,3.0,,,2.0,,2.0,1.0,,4.0,1.0,,,MarcGuehi13,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385424,home,Crystal Palace,Joel Ward,joel-ward,J. Ward,D,25,188,258,M,39183,EUR,625622400,D,2,2,False,46.0,33.0,5.0,,12.0,15.0,23.0,35.0,2.0,,90.0,69.0,6.7,16.0,0.0279,0.0,0.0581902,1,,,,4.0,4.0,6.0,,,1.0,,4.0,2.0,,2.0,2.0,,,,3.0,,,1.0,True,2.0,1.0,1.0,,,,,,,,,,,,,
10385424,home,Crystal Palace,Cheick Doucouré,cheick-doucoure,C. Doucouré,M,28,181,1463,M,906047,EUR,947289600,M,28,28,False,59.0,49.0,3.0,2.0,19.0,21.0,30.0,38.0,12.0,,90.0,77.0,7.3,12.0,0.1028,0.0,0.0666609,4,,,,,5.0,6.0,2.0,1.0,2.0,2.0,5.0,3.0,,,,3.0,,,1.0,,1.0,2.0,,,2.0,1.0,3.0,,,,,,,,,,,,
10385424,home,Crystal Palace,Jeffrey Schlupp,jeffrey-schlupp,J. Schlupp,D,27,178,764,M,148710,EUR,725068800,M,15,15,False,34.0,30.0,1.0,1.0,16.0,17.0,14.0,18.0,6.0,,61.0,45.0,6.7,6.0,0.0,0.0,0.00828293,0,,,,1.0,4.0,5.0,,,1.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
10385424,home,Crystal Palace,Michael Olise,michael-olise,M. Olise,M,17,185,76795,M,978838,EUR,1008115200,M,7,7,False,36.0,31.0,3.0,2.0,10.0,10.0,22.0,37.0,2.0,,73.0,65.0,6.3,25.0,0.1246,0.0,0.110572,3,,,,11.0,7.0,2.0,3.0,1.0,,,1.0,1.0,,1.0,,2.0,,MOlise,,,5.0,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,
10385424,home,Crystal Palace,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55840,M,864921,EUR,899078400,M,10,10,False,39.0,33.0,3.0,2.0,13.0,14.0,20.0,26.0,3.0,,74.0,56.0,6.2,15.0,0.0691,0.0,0.144125,2,,,,1.0,6.0,2.0,4.0,1.0,,,1.0,,,1.0,,,,eze,,,3.0,,,,,2.0,3.0,2.0,,,,,,,,,,,
10385424,home,Crystal Palace,Wilfried Zaha,wilfried-zaha,W. Zaha,M,10,180,18787,M,111850,EUR,721353600,M,11,11,False,26.0,22.0,1.0,1.0,7.0,7.0,15.0,19.0,3.0,,90.0,49.0,6.3,14.0,0.1517,0.0604,0.133704,2,,,,,8.0,5.0,4.0,2.0,,1.0,,,3.0,1.0,,1.0,1.0,wilfriedzaha,,,4.0,1.0,,,,,2.0,4.0,,,,,,,,,,,
