match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wasFouled,stat_fouls,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_goalAssist,stat_outfielderBlock,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_lastManTackle,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
10570028,home,Newport County,Joe Day,joe-day,J. Day,G,1,183.0,13,M,46746,EUR,650505600.0,G,1,1,False,30.0,11.0,24.0,5.0,7.0,9.0,4.0,21.0,1.0,17.0,1.0,2.0,3.0,1.0,90.0,40.0,6.8,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570028,home,Newport County,Cameron Norman,cameron-norman,C. Norman,D,2,188.0,8,M,824217,EUR,813456000.0,D,2,2,False,42.0,21.0,10.0,2.0,11.0,16.0,12.0,29.0,5.0,7.0,,,,,90.0,72.0,6.7,27.0,0,Cameron,Norman,3.0,2.0,6.0,5.0,10.0,9.0,2.0,1.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
10570028,home,Newport County,Priestley Farquharson,priestley-farquharson,P. Farquharson,D,6,191.0,15,M,975693,EUR,858384000.0,D,6,6,False,38.0,27.0,10.0,7.0,22.0,28.0,5.0,10.0,,4.0,,,,,61.0,52.0,7.0,13.0,2,,,,,1.0,1.0,2.0,5.0,1.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10570028,home,Newport County,Declan Drysdale,declan-drysdale,D. Drysdale,D,,196.0,16,M,911698,EUR,942537600.0,D,3,3,False,41.0,31.0,7.0,3.0,23.0,27.0,8.0,14.0,5.0,6.0,,,,,90.0,51.0,5.9,11.0,0,,,,,,3.0,6.0,4.0,1.0,,,1.0,,,,,1.0,1.0,,4.0,,,,,,,,,,,,,
10570028,home,Newport County,Adam Lewis,adam-lewis,A. Lewis,M,3,175.0,89,M,826137,EUR,942019200.0,D,27,27,False,25.0,16.0,7.0,1.0,7.0,9.0,10.0,23.0,1.0,5.0,,,,,90.0,51.0,7.2,18.0,0,,,7.0,1.0,3.0,,4.0,4.0,,1.0,,,2.0,1.0,,1.0,3.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,
10570028,home,Newport County,Robbie Willmott,robbie-willmott,R. Willmott,M,7,176.0,9,M,46497,EUR,642816000.0,M,7,7,False,45.0,32.0,9.0,3.0,19.0,22.0,13.0,23.0,,5.0,,,,,90.0,59.0,7.4,13.0,1,,,,,,2.0,2.0,11.0,,1.0,1.0,1.0,,1.0,,,7.0,3.0,,1.0,,,True,1.0,,,,,,,,,
10570028,home,Newport County,Sam Bowen,sam-bowen,S. Bowen,M,8,180.0,16,M,1005892,EUR,979430400.0,M,4,4,False,30.0,22.0,4.0,2.0,16.0,16.0,6.0,15.0,,5.0,,,,,70.0,37.0,6.4,9.0,0,,,1.0,,1.0,1.0,4.0,1.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,
10570028,home,Newport County,Lewis Collins,lewis-collins,L. Collins,F,,178.0,12,M,892484,EUR,989366400.0,M,21,21,False,22.0,17.0,2.0,1.0,6.0,6.0,11.0,18.0,,4.0,,,,,90.0,38.0,6.1,14.0,2,Lewis,Collins,2.0,,3.0,1.0,10.0,4.0,2.0,2.0,1.0,3.0,,,,1.0,2.0,2.0,3.0,,,,,1.0,1.0,,,,,,,,
10570028,home,Newport County,Aaron Wildig,aaron-wildig,A. Wildig,M,24,175.0,17,M,72990,EUR,703296000.0,M,24,24,False,19.0,17.0,,,7.0,7.0,10.0,12.0,2.0,3.0,,,,,71.0,33.0,7.5,4.0,2,,,,,1.0,1.0,2.0,6.0,1.0,,3.0,,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,1.0,,1.0,1.0,,,,,,
10570028,home,Newport County,Chanka Zimba,chanka-zimba,C. Zimba,F,23,185.0,68,M,1014513,EUR,1009584000.0,F,18,18,False,8.0,5.0,,,,1.0,5.0,7.0,,4.0,,,,,83.0,15.0,6.7,5.0,1,,,,,1.0,,6.0,1.0,1.0,,1.0,4.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
