match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,stat_goals,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_ownGoals,stat_totalOffside,player_sofascoreId,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
14167903,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,21.0,16.0,8.0,3.0,0.0,14.0,15.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,90.0,25.0,6.3,5.0,0.00011094,0.0696,0,-1.5409,0.03,0.01,-0.3,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167903,home,Lorient,Bamo Meïté,bamo-meite,B. Meïté,D,5,183,525,M,1131541,EUR,992995200,D,5,5,False,52.0,46.0,4.0,2.0,0.0,26.0,31.0,20.0,21.0,4.0,9.0,4.0,1.0,,,,90.0,75.0,6.4,8.0,0.0123075,,0,,0.13,0.12,-0.68,,1.0,2.0,2.0,1.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14167903,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,40.0,34.0,4.0,2.0,0.0,33.0,36.0,1.0,4.0,3.0,5.0,2.0,1.0,,,,90.0,50.0,5.9,8.0,0.00092298,,0,,-0.06,0.09,-0.68,,,5.0,1.0,1.0,,,3.0,,,,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14167903,home,Lorient,Abdoulaye Faye,faye-abdoulaye,A. Faye,D,25,191,1372,M,1529051,EUR,1095811200,D,25,25,False,50.0,42.0,7.0,1.0,0.0,28.0,31.0,14.0,19.0,4.0,7.0,1.0,1.0,,,,90.0,65.0,6.2,8.0,0.00875807,,2,,0.25,0.08,-0.43,,,4.0,,,6.0,,2.0,2.0,1.0,,3.0,Abdoulaye Faye,,2.0,,,,1.0,1.0,1.0,0.2739,0.2287,-0.29,,,,,,,,,,,,,
14167903,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,11,170,139,M,1131540,EUR,1033430400,M,11,11,False,34.0,28.0,1.0,1.0,1.0,11.0,12.0,17.0,22.0,,5.0,2.0,,,,,83.0,52.0,8.4,8.0,0.24637,,1,,0.3,0.1,-0.09,,4.0,2.0,4.0,3.0,1.0,,,2.0,2.0,,,,,1.0,,,3.0,,,1.0,0.2499,0.8487,0.54,3.0,1.0,,,,,,,,,,,
14167903,home,Lorient,Arthur Avom Ebong,ebong-arthur-avom,A. A. Ebong,M,62,173,2849,M,1465307,EUR,1103068800,M,62,62,False,43.0,41.0,2.0,1.0,0.0,15.0,16.0,26.0,27.0,,7.0,4.0,3.0,,,,90.0,71.0,6.9,13.0,0.186781,,2,,0.37,0.23,-0.15,,2.0,11.0,3.0,1.0,1.0,,1.0,3.0,3.0,,3.0,Arthur Ebong,,2.0,1.0,6.0,2.0,,1.0,,0.0389,,-0.17,2.0,,3.0,1.0,1.0,,,,,,,,
14167903,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,6,6,False,53.0,41.0,5.0,3.0,0.0,19.0,24.0,22.0,29.0,1.0,3.0,7.0,1.0,,,,90.0,64.0,6.7,16.0,0.0353146,,0,,0.25,0.3,-0.2,,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,True,,,,,,,
14167903,home,Lorient,Arsène Kouassi,kan-guy-arsene-kouassi,A. Kouassi,D,43,178,5287,M,1855502,EUR,1094860800,M,43,43,False,25.0,22.0,1.0,1.0,1.0,12.0,14.0,10.0,11.0,1.0,3.0,1.0,1.0,,,,83.0,52.0,8.3,12.0,0.206875,,1,,0.27,0.13,-0.08,,6.0,2.0,2.0,1.0,5.0,,,,,,1.0,Kan Guy Arsène Kouassi,,,,2.0,2.0,,,1.0,0.0213,0.0165,0.53,1.0,1.0,1.0,2.0,,,,,,,,,
14167903,home,Lorient,Jean-Victor Makengo,jean-victor-makengo,J. Makengo,M,17,177,232,M,802138,EUR,897609600,F,17,17,False,24.0,18.0,2.0,,0.0,9.0,10.0,9.0,14.0,,1.0,5.0,,,,,62.0,34.0,6.1,10.0,0.0103207,,2,,-0.34,0.45,-0.55,,1.0,5.0,2.0,,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,1.0,0.1071,0.5947,0.2,,,1.0,,1.0,,1.0,,,,,,
14167903,home,Lorient,Pablo Pagis,pablo-pagis,P. Pagis,M,10,181,437,M,1174462,EUR,1041120000,F,10,10,False,22.0,14.0,3.0,1.0,0.0,4.0,5.0,10.0,17.0,1.0,3.0,4.0,1.0,,,,72.0,39.0,6.0,15.0,0.00791124,,0,,-0.22,0.08,-0.01,,3.0,8.0,2.0,1.0,,,1.0,,,,1.0,Pablo Pagis,,5.0,,2.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,
