match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_goalAssist,stat_challengeLost,stat_outfielderBlock,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_penaltyConceded,stat_hitWoodwork,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyWon,stat_totalOffside
11369959,home,KAA Gent,Daniel Schmidt,daniel-schmidt,D. Schmidt,G,1,196,258,M,997499,EUR,697075200,G,16,16,False,32.0,30.0,6.0,4.0,30.0,30.0,2.0,7.0,1.0,1.0,3.0,1.0,4.0,90.0,46.0,7.5,2.0,0.00012204,0,0.2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369959,home,KAA Gent,Matisse Samoise,matisse-samoise,M. Samoise,M,18,180,256,M,1046245,EUR,1006300800,D,18,18,False,38.0,29.0,4.0,3.0,14.0,17.0,24.0,3.0,,,,,,45.0,57.0,6.9,15.0,0.0570384,0,,,,16.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11369959,home,KAA Gent,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192,739,M,934196,EUR,879292800,D,5,5,False,71.0,54.0,15.0,5.0,38.0,42.0,29.0,1.0,,,,,,90.0,81.0,6.5,18.0,0.00874838,1,,,,16.0,,,1.0,2.0,3.0,4.0,,,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.0265,,,,,,,,,,,,,,,
11369959,home,KAA Gent,Jordan Torunarigha,jordan-torunarigha,J. Torunarigha,D,25,189,608,M,801003,EUR,870912000,D,23,23,False,80.0,62.0,17.0,5.0,49.0,55.0,25.0,6.0,,,,,,90.0,93.0,7.2,19.0,0.00644455,0,,,,13.0,,,3.0,4.0,6.0,7.0,,,3.0,1.0,1.0,,1.0,,3.0,3.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,
11369959,home,KAA Gent,Archie Brown,brown-archie,A. Brown,D,3,190,3096,M,1009738,EUR,1022544000,D,3,3,False,42.0,36.0,6.0,3.0,16.0,19.0,27.0,6.0,,,,,,90.0,75.0,6.4,16.0,0.105633,0,,,,22.0,4.0,2.0,1.0,1.0,9.0,8.0,4.0,3.0,,1.0,5.0,3.0,2.0,,1.0,,5.0,,,1.0,,1.0,,,,,,,,,,,
11369959,home,KAA Gent,Omri Gandelman,omri-gandelman,O. Gandelman,M,16,188,1075,M,1019125,EUR,958435200,M,6,6,False,24.0,16.0,5.0,1.0,9.0,11.0,15.0,2.0,,,,,,90.0,42.0,8.7,11.0,0.0535403,3,,Omri Gandelman,,8.0,2.0,1.0,3.0,3.0,6.0,6.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,0.5282,,,,,1.0,2.0,2.0,1.0259,,,,,,,
11369959,home,KAA Gent,Sven Kums,sven-kums,S. Kums,M,,176,162,M,45990,EUR,572832000,M,24,24,False,60.0,54.0,9.0,8.0,28.0,28.0,40.0,4.0,,,,,,90.0,79.0,7.5,14.0,0.27572,0,,,,28.0,8.0,2.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,,1.0,2.0,4.0,,2.0,2.0,,,,1.0,,1.0,,,,,True,,,,,,
11369959,home,KAA Gent,Julien De Sart,julien-de-sart,J. De Sart,M,4,187,181,M,149795,EUR,788140800,M,13,13,False,66.0,48.0,20.0,15.0,23.0,24.0,42.0,6.0,,,,,,90.0,80.0,6.8,22.0,0.0223967,3,,,,25.0,,,,7.0,8.0,9.0,,,2.0,1.0,,2.0,,,,,3.0,0.0711,,1.0,,4.0,1.0,2.0,,0.1373,,1.0,,,,,
11369959,home,KAA Gent,Daisuke Yokota,daisuke-yokota,D. Yokota,F,18,171,556,M,1108551,EUR,960595200,F,14,14,False,27.0,17.0,2.0,,6.0,9.0,20.0,6.0,,,,,,89.0,45.0,6.9,16.0,0.0792618,3,,,,11.0,2.0,,2.0,,5.0,5.0,1.0,1.0,,,3.0,4.0,2.0,1.0,,,1.0,0.1416,,1.0,,1.0,2.0,,,,,,1.0,,,,
11369959,home,KAA Gent,Hugo Cuypers,hugo-cuypers,H. Cuypers,F,9,185,1408,M,836289,EUR,855273600,F,11,11,False,14.0,8.0,,,,,14.0,1.0,,,,,,90.0,22.0,6.6,8.0,0.0846777,2,,,,8.0,,,6.0,2.0,9.0,3.0,2.0,,,1.0,,1.0,,1.0,,,,0.1297,,1.0,,,1.0,,,,,,,,,,
