match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,captain,stat_goalAssist,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_blockedScoringAttempt
10407008,home,KAA Gent,Paul Nardi,,,paul-nardi,P. Nardi,G,16,187,112,M,155717,EUR,769219200,G,1,1,False,19.0,12.0,16.0,9.0,4.0,5.0,8.0,14.0,1.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,90.0,29.0,7.1,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407008,home,KAA Gent,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,26.0,14.0,10.0,2.0,8.0,12.0,6.0,14.0,2.0,5.0,7.0,,,,,,90.0,37.0,6.9,12.0,1,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10407008,home,KAA Gent,Michael Ngadeu,,,michael-ngadeu,M. Ngadeu,D,5,190,812,M,245705,EUR,659318400,D,5,5,False,19.0,13.0,7.0,2.0,8.0,11.0,5.0,8.0,5.0,5.0,3.0,,,,,,90.0,29.0,6.9,6.0,2,1.0,2.0,6.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10407008,home,KAA Gent,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,23.0,12.0,7.0,2.0,10.0,15.0,2.0,8.0,2.0,5.0,8.0,,,,,,90.0,33.0,7.1,11.0,0,1.0,,2.0,2.0,3.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
10407008,home,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180,256,M,1046245,EUR,1006300800,M,18,18,False,18.0,13.0,1.0,,3.0,3.0,10.0,15.0,2.0,4.0,7.0,,,,,,51.0,29.0,6.9,7.0,1,3.0,1.0,,1.0,,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10407008,home,KAA Gent,Hyun-Seok Hong,,,hyun-seok-hong,H. Hong,M,24,177,1224,M,942937,EUR,929491200,M,7,7,False,41.0,33.0,4.0,2.0,11.0,15.0,23.0,28.0,2.0,12.0,6.0,,,,,,90.0,67.0,7.5,14.0,1,2.0,1.0,1.0,,6.0,1.0,4.0,,,1.0,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,
10407008,home,KAA Gent,Julien De Sart,,,julien-de-sart,J. De Sart,M,4,187,181,M,149795,EUR,788140800,M,13,13,False,44.0,25.0,11.0,4.0,9.0,14.0,16.0,30.0,6.0,12.0,15.0,,,,,,90.0,69.0,7.6,24.0,1,5.0,1.0,1.0,3.0,5.0,,2.0,4.0,1.0,1.0,,,4.0,2.0,,,,1.0,,,,,,,,
10407008,home,KAA Gent,Núrio Fortuna,Núrio,Fortuna,nurio-fortuna,N. Fortuna,D,25,177,290,M,385388,EUR,796003200,M,25,25,False,16.0,8.0,4.0,1.0,4.0,8.0,5.0,10.0,,4.0,5.0,,,,,,45.0,39.0,6.9,13.0,0,4.0,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,
10407008,home,KAA Gent,Vadis Odjidja-Ofoe,Vadis,Odjidja-Ofoe,vadis-odjidja-ofoe,V. Odjidja-Ofoe,M,8,185,357,M,17806,EUR,604022400,F,8,8,False,8.0,7.0,,,,1.0,7.0,7.0,,1.0,1.0,,,,,,16.0,10.0,7.0,2.0,0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,True,1.0,,,,,,
10407008,home,KAA Gent,Hugo Cuypers,,,hugo-cuypers,H. Cuypers,F,9,185,1408,M,836289,EUR,855273600,F,11,11,False,28.0,17.0,,,5.0,8.0,12.0,20.0,2.0,5.0,4.0,,,,,,90.0,51.0,8.5,20.0,5,4.0,1.0,1.0,,3.0,1.0,,,2.0,1.0,1.0,,8.0,2.0,,,,,,,1.0,1.0,4.0,2.0,1.0,
