match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_totalContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_goals,stat_interceptionWon,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAGoal,player_sofascoreId,stat_totalOffside
12448246,home,Go Ahead Eagles,Luca Plogmann,luca-plogmann,L. Plogmann,G,1,187,85,M,877840,EUR,952646400,G,1,1,False,37.0,33.0,8.0,4.0,0.0,31.0,31.0,2.0,6.0,1.0,1.0,11.0,1.0,3.0,4.0,1.0,90.0,50.0,7.8,4.0,0.00036528,0,0.2488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448246,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,37.0,27.0,8.0,3.0,1.0,17.0,22.0,11.0,17.0,5.0,4.0,5.0,3.0,,,,90.0,63.0,7.5,14.0,0.0565779,0,,,,True,2.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12448246,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,False,56.0,49.0,11.0,7.0,0.0,36.0,39.0,13.0,17.0,2.0,9.0,1.0,,,,,90.0,67.0,7.6,7.0,0.012007,0,,,,,,,,1.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
12448246,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,67.0,62.0,4.0,2.0,0.0,42.0,46.0,20.0,21.0,2.0,5.0,2.0,,,,,77.0,80.0,6.8,8.0,0.0189574,1,,,,,,,3.0,4.0,,,,,,2.0,,1.0,1.0,2.0,0.0154,0.0383,,,,,,,,,,,,
12448246,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177,6697,M,1046722,EUR,957052800,D,5,5,False,34.0,30.0,4.0,1.0,0.0,11.0,13.0,20.0,25.0,5.0,,5.0,2.0,,,,90.0,56.0,8.4,9.0,0.483508,3,,,,,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2111,0.9254,1.0,1.0,1.0,1.0,1.0,,,,,,,
12448246,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,False,38.0,33.0,4.0,1.0,0.0,16.0,16.0,17.0,23.0,12.0,3.0,3.0,1.0,,,,90.0,63.0,8.0,9.0,0.111805,3,,,,,1.0,,3.0,11.0,,9.0,6.0,5.0,,1.0,,3.0,2.0,1.0,0.1369,0.543,1.0,1.0,1.0,1.0,1.0,,,,,,,
12448246,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,27.0,24.0,1.0,,0.0,16.0,17.0,8.0,10.0,,,3.0,,,,,62.0,29.0,6.5,3.0,0.00217712,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12448246,home,Go Ahead Eagles,Oliver Antman,oliver-antman,O. Antman,M,18,185,1317,M,975743,EUR,997833600,M,19,19,False,20.0,17.0,,,0.0,8.0,9.0,10.0,13.0,8.0,1.0,5.0,2.0,,,,90.0,48.0,8.0,11.0,0.0677115,2,,,,,2.0,1.0,,6.0,,2.0,1.0,2.0,4.0,,,6.0,,2.0,0.0817,,,4.0,1.0,,2.0,3.0,1.0,,,,,
12448246,home,Go Ahead Eagles,Jakob Breum,jakob-breum,J. Breum,M,7,173,868,M,1029724,EUR,1069027200,M,7,7,False,24.0,18.0,1.0,,1.0,4.0,5.0,15.0,24.0,4.0,1.0,3.0,2.0,,,,62.0,39.0,7.2,13.0,0.0470171,0,,,,,5.0,1.0,,2.0,,1.0,,,2.0,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,,
12448246,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,591,M,878599,EUR,921801600,M,23,23,False,22.0,19.0,2.0,1.0,0.0,4.0,6.0,15.0,16.0,7.0,,3.0,2.0,,,,77.0,40.0,9.7,8.0,0.0549613,7,,,,,,,,4.0,,1.0,1.0,,2.0,1.0,,5.0,4.0,1.0,1.1968,2.5353,,3.0,2.0,3.0,,2.0,1.0,1.0,,,,
