match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,captain,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_goalAssist,stat_accurateCross,stat_errorLeadToAGoal,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,stat_penaltyMiss,stat_crossNotClaimed,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_clearanceOffLine
11352537,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,50.0,37.0,25.0,12.0,31.0,32.0,6.0,18.0,14.0,1.0,1.0,2.0,1.0,1.0,90.0,63.0,6.8,14.0,0.00664692,0,-0.1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352537,home,Everton,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183,614,M,,754698,EUR,884822400,D,22,22,False,37.0,29.0,9.0,2.0,13.0,15.0,16.0,24.0,6.0,,,,,,90.0,64.0,6.3,15.0,0.00881521,1,,2.0,4.0,8.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0491,,,,,,,,,,,,,,,,,,,,,,,,,,
11352537,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,62.0,53.0,9.0,5.0,30.0,31.0,23.0,31.0,7.0,,,,,,90.0,78.0,6.8,10.0,0.0239051,0,,,2.0,3.0,6.0,1.0,,,5.0,,3.0,1.0,,,,True,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11352537,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,72.0,55.0,7.0,2.0,42.0,50.0,13.0,22.0,9.0,,,,,,90.0,79.0,6.4,17.0,0.00642756,0,,,6.0,6.0,3.0,,,,1.0,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352537,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,48.0,39.0,6.0,3.0,26.0,29.0,13.0,22.0,5.0,,,,,,90.0,71.0,6.5,15.0,0.0157243,2,,3.0,1.0,4.0,5.0,2.0,1.0,,1.0,,1.0,,1.0,,0.0399,,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11352537,home,Everton,Jack Harrison,jack-harrison,J. Harrison,M,17,175,1145,M,,829570,EUR,848448000,M,11,11,False,26.0,20.0,3.0,2.0,6.0,7.0,14.0,28.0,4.0,,,,,,80.0,52.0,6.6,21.0,0.431288,0,,9.0,1.0,8.0,1.0,1.0,3.0,,1.0,,,,1.0,1.0,,,,,,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11352537,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,56.0,50.0,1.0,1.0,27.0,28.0,23.0,28.0,14.0,,,,,,90.0,71.0,7.2,10.0,0.0352687,2,,,,3.0,7.0,2.0,1.0,1.0,,,2.0,2.0,1.0,,0.0376,,4.0,,,,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,
11352537,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,52.0,46.0,4.0,3.0,26.0,26.0,22.0,33.0,3.0,,,,,,90.0,67.0,6.7,12.0,0.357428,2,,7.0,1.0,5.0,2.0,2.0,2.0,,,,,,,1.0,0.0592,,1.0,,,,,1.0,2.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
11352537,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,35.0,26.0,4.0,2.0,10.0,13.0,16.0,27.0,4.0,,,,,,89.0,55.0,7.4,19.0,0.26763,5,,5.0,,2.0,1.0,1.0,2.0,1.0,,,,,2.0,,0.6649,,,,,,,1.0,1.0,4.0,1.0,,,,Dwight,McNeil,1.0,3.0,0.8595,,,,,,,,
11352537,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,F,16,16,False,27.0,24.0,1.0,,4.0,4.0,20.0,25.0,4.0,,,,,,89.0,46.0,6.1,15.0,0.0339728,1,,2.0,2.0,11.0,,2.0,2.0,,,,,,3.0,3.0,0.2497,,,,,,3.0,,,3.0,,,,,,,1.0,1.0,,2.0,,,,,,,
