match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_fouls,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,captain,stat_totalOffside,player_firstName,player_lastName,stat_clearanceOffLine
10408607,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,27.0,25.0,4.0,2.0,23.0,24.0,2.0,3.0,1.0,9.0,2.0,1.0,3.0,90.0,42.0,7.0,3.0,0.0,0.0,0.00044568,0,-0.7324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408607,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,25.0,22.0,4.0,3.0,8.0,8.0,14.0,18.0,4.0,4.0,,,,89.0,37.0,7.0,4.0,0.0,0.0,0.176632,0,,1.0,2.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10408607,home,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186,138748,M,EMilitão,822519,EUR,885081600,D,3,3,False,39.0,32.0,10.0,4.0,22.0,24.0,10.0,15.0,4.0,7.0,,,,90.0,50.0,7.1,8.0,0.0456,0.0,0.00513225,1,,,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10408607,home,Real Madrid,David Alaba,david-alaba,D. Alaba,D,4,180,93395,M,DAlaba,66492,EUR,709344000,D,4,4,False,37.0,35.0,5.0,4.0,27.0,27.0,8.0,10.0,,4.0,,,,90.0,44.0,7.2,3.0,0.3066,0.0,0.190591,4,,,1.0,1.0,,,,,,4.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10408607,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,43.0,43.0,1.0,1.0,20.0,20.0,23.0,23.0,4.0,7.0,,,,90.0,59.0,6.6,4.0,0.0,0.0,0.0419171,0,,,,6.0,,3.0,3.0,,,,,1.0,,,,,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,
10408607,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,55.0,49.0,5.0,5.0,17.0,18.0,35.0,43.0,5.0,5.0,,,,80.0,72.0,7.9,10.0,0.1856,0.3765,0.249756,3,,6.0,,2.0,1.0,1.0,2.0,,1.0,,,,1.0,,1.0,,3.0,1.0,,2.0,2.0,2.0,3.0,1.0,2.0,,,,,,,
10408607,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,M,18,18,False,65.0,58.0,2.0,1.0,22.0,24.0,36.0,42.0,16.0,8.0,,,,90.0,92.0,8.0,13.0,0.1025,0.1788,0.0339201,2,,1.0,,3.0,1.0,3.0,7.0,2.0,6.0,1.0,,4.0,3.0,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,
10408607,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,False,38.0,36.0,3.0,3.0,8.0,9.0,28.0,29.0,5.0,7.0,,,,63.0,53.0,6.4,8.0,0.0,0.0,0.0294202,0,,,,9.0,,,1.0,3.0,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,4.0,1.0,3.0,,,,,,,,,,
10408607,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,21,21,False,15.0,12.0,,,1.0,1.0,11.0,16.0,7.0,2.0,,,,80.0,35.0,7.9,12.0,0.4864,0.634,0.345077,3,,2.0,2.0,5.0,,,2.0,3.0,1.0,2.0,,1.0,3.0,,1.0,,2.0,,2.0,2.0,1.0,,,1.0,,1.0,1.0,,,,,
10408607,home,Real Madrid,Karim Benzema,karim-benzema,K. Benzema,F,90,184,194244,M,KBenz9,3306,EUR,566870400,F,9,9,False,51.0,46.0,,,6.0,6.0,40.0,45.0,,,,,,90.0,59.0,6.8,8.0,1.0008,0.0,0.30503,4,,,,4.0,,,,,,2.0,,,,,,1.0,4.0,,1.0,2.0,,1.0,,1.0,1.0,,,True,1.0,,,
