match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_wasFouled,stat_expectedGoals,stat_accurateCross,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_totalOffside,stat_goals
12450253,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189.0,13363,M,gerorulli,128383,EUR,706320000,G,1,1,False,35.0,30.0,8.0,4.0,0.0,28.0,30.0,2.0,5.0,1.0,1.0,1.0,90.0,36.0,6.5,5.0,0.00098111,0,0.2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450253,home,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172.0,1149,M,,581314,EUR,786758400,D,21,21,False,94.0,88.0,2.0,1.0,0.0,27.0,29.0,61.0,66.0,5.0,,,90.0,119.0,6.9,13.0,0.0767377,0,,1.0,2.0,4.0,11.0,6.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,
12450253,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188.0,7165,M,leobalerdi5,928236,EUR,917308800,D,5,5,False,111.0,104.0,2.0,1.0,0.0,67.0,70.0,37.0,41.0,12.0,,,90.0,129.0,7.6,9.0,0.0278885,1,,,1.0,2.0,5.0,12.0,1.0,1.0,6.0,,1.0,2.0,1.0,1.0,,,1.0,2.0,True,5.0,1.0,1.0,4.0,0.0255,,,,,,,,,,,,
12450253,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188.0,2269,M,,96544,EUR,729734400,D,19,19,False,126.0,112.0,4.0,1.0,0.0,45.0,49.0,67.0,79.0,7.0,,,90.0,140.0,7.0,18.0,0.0961879,0,,2.0,2.0,1.0,6.0,4.0,,2.0,,,,,2.0,2.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,
12450253,home,Olympique de Marseille,Amar Dedić,amar-dedic,A. Dedić,D,17,180.0,5379,M,,1102791,EUR,1029628800,M,77,77,False,25.0,21.0,1.0,,0.0,3.0,3.0,18.0,22.0,2.0,,,45.0,33.0,6.7,6.0,0.171104,1,,,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,1.0,,1.0,0.0568,,,,,,,,,,,,
12450253,home,Olympique de Marseille,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,4,175.0,31837,M,IsmaëlBennacer,823733,EUR,880934400,M,22,22,False,114.0,110.0,1.0,1.0,0.0,35.0,36.0,76.0,84.0,7.0,,,77.0,140.0,7.7,14.0,0.394942,1,,6.0,,,9.0,10.0,2.0,3.0,2.0,,,1.0,7.0,4.0,,1.0,3.0,2.0,,1.0,,,2.0,0.0286,1.0,1.0,,,,,,,,,,
12450253,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185.0,4495,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,131.0,119.0,1.0,,0.0,39.0,44.0,80.0,88.0,8.0,,,90.0,141.0,7.3,16.0,0.238012,1,,1.0,2.0,,4.0,3.0,,,2.0,,,2.0,1.0,,,1.0,,2.0,,,1.0,,2.0,0.027,,,,,,,,,,,,
12450253,home,Olympique de Marseille,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173.0,1164,M,,1102502,EUR,1021507200,M,3,3,False,36.0,30.0,1.0,1.0,0.0,10.0,13.0,20.0,25.0,4.0,,,70.0,54.0,6.8,11.0,0.0659503,1,,2.0,1.0,,3.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,0.0141,,,Quentin Merlin,,,,,,,,,
12450253,home,Olympique de Marseille,Bilal Nadir,bilal-nadir,B. Nadir,M,26,178.0,4739,M,,1129527,EUR,1069891200,F,26,26,False,31.0,28.0,1.0,,0.0,4.0,4.0,24.0,28.0,2.0,,,45.0,43.0,6.9,7.0,0.0296546,2,,1.0,,1.0,3.0,4.0,,2.0,1.0,,,,2.0,,,1.0,1.0,,,1.0,2.0,,,0.1179,,,Bilal,Nadir,,,,,,,,
12450253,home,Olympique de Marseille,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191.0,11335,M,adrienrabiot_25,250737,EUR,796867200,F,25,25,False,74.0,67.0,2.0,1.0,0.0,12.0,12.0,57.0,65.0,4.0,,,90.0,92.0,7.3,15.0,0.116221,0,,3.0,1.0,1.0,8.0,5.0,,3.0,3.0,,,2.0,2.0,1.0,,3.0,3.0,1.0,,2.0,,,,,2.0,,,,,,,,,,,
