match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_errorLeadToAShot,stat_lastManTackle,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_wonContest,captain,stat_bigChanceMissed,stat_penaltyWon,stat_totalOffside,stat_penaltyConceded,stat_penaltyFaced,stat_errorLeadToAGoal
12528075,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196.0,107,M,934201,EUR,966988800,G,71,71,False,26.0,13.0,20.0,7.0,0.0,6.0,7.0,7.0,19.0,1.0,14.0,4.0,1.0,2.0,1.0,1.0,90.0,38.0,7.0,13.0,0.00181528,0,0.0804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528075,home,Gaziantep FK,Salem M'Bakata,salem-mbakata,S. M'Bakata,D,22,177.0,65,M,940367,EUR,892944000,D,22,22,False,10.0,9.0,,,0.0,4.0,5.0,5.0,6.0,1.0,4.0,,,,,,83.0,19.0,6.3,5.0,0.00379106,0,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12528075,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187.0,127,M,904228,EUR,908409600,D,4,4,False,20.0,19.0,1.0,,0.0,13.0,13.0,6.0,7.0,7.0,2.0,,,,,,90.0,35.0,6.9,1.0,0.00302123,2,,,,,1.0,4.0,5.0,,1.0,,,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.304,,,,,,,,,,,,,,,,,,
12528075,home,Gaziantep FK,Semih Güler,semih-guler,S. Güler,D,6,184.0,112,M,325155,EUR,786153600,D,17,17,False,21.0,17.0,7.0,4.0,0.0,12.0,13.0,5.0,8.0,6.0,2.0,,,,,,90.0,30.0,6.3,5.0,0.00426556,0,,,,,,2.0,2.0,,,,1.0,2.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
12528075,home,Gaziantep FK,Anel Husić,anel-husic,A. Husić,D,51,189.0,170,M,1122387,EUR,983404800,D,51,51,False,15.0,9.0,3.0,1.0,0.0,6.0,8.0,3.0,9.0,3.0,1.0,,,,,,90.0,36.0,6.5,9.0,0.00248055,0,,Anel Husic,,2.0,1.0,8.0,7.0,,6.0,2.0,,1.0,5.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,
12528075,home,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,33,175.0,70,M,226992,EUR,802915200,M,8,8,False,26.0,20.0,2.0,1.0,0.0,10.0,11.0,10.0,15.0,1.0,4.0,,,,,,54.0,33.0,6.9,8.0,0.0344005,1,,,,,,6.0,1.0,,1.0,1.0,1.0,,3.0,,,,,3.0,0.0132,,,2.0,1.0,1.0,,,,,,,,,,,,,
12528075,home,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180.0,427,M,228342,EUR,656985600,M,20,20,False,25.0,18.0,3.0,2.0,0.0,9.0,12.0,9.0,13.0,3.0,5.0,,,,,,90.0,38.0,7.3,10.0,0.00731918,1,,,,,,4.0,5.0,,2.0,1.0,1.0,,1.0,,1.0,,3.0,1.0,0.9357,,,,,,2.0,1.0,1.0,0.9875,,,,,,,,,
12528075,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,18,175.0,703,M,797602,EUR,872812800,M,18,18,False,21.0,17.0,,,1.0,7.0,8.0,11.0,16.0,,2.0,,,,,,76.0,33.0,6.6,11.0,0.861327,0,,,,3.0,1.0,8.0,1.0,5.0,,,1.0,,2.0,,,,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,
12528075,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177.0,793,M,180511,EUR,647395200,M,44,44,False,30.0,24.0,4.0,4.0,0.0,12.0,15.0,16.0,20.0,1.0,6.0,,,,,,84.0,46.0,7.8,9.0,0.321752,2,,,,5.0,,4.0,4.0,1.0,1.0,,2.0,,2.0,1.0,,,2.0,2.0,0.8046,,,4.0,,,,1.0,1.0,0.8216,4.0,1.0,True,,,,,,
12528075,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182.0,3151,M,984602,EUR,1066262400,M,10,10,False,11.0,10.0,2.0,1.0,0.0,3.0,3.0,8.0,9.0,,2.0,,,,,,55.0,24.0,6.3,7.0,0.0298152,2,,,,1.0,1.0,5.0,1.0,1.0,,,5.0,,1.0,,,,,2.0,0.4904,,,,,1.0,1.0,1.0,,0.3251,1.0,1.0,,1.0,,,,,
