match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_lastManTackle,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,player_sofascoreId,stat_hitWoodwork,stat_totalOffside,stat_accurateCross,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_errorLeadToAShot,stat_ownGoals
11067473,home,Cruzeiro,Rafael Cabral,rafael-cabral,Rafael Cabral,G,1,186,340,M,124980,EUR,643161600,G,1,1,False,True,22.0,12.0,14.0,4.0,8.0,9.0,4.0,13.0,1.0,6.0,1.0,1.0,90.0,26.0,6.9,10.0,0.00063335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067473,home,Cruzeiro,William,william,William,D,12,176,2476,M,604274,EUR,796867200,D,12,12,False,,33.0,30.0,1.0,1.0,12.0,13.0,18.0,23.0,2.0,6.0,,,90.0,65.0,7.5,11.0,0.355779,1,,,1.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0889,2.0,,,,,,,,,,,,,,,,,
11067473,home,Cruzeiro,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,27,27,False,,25.0,18.0,7.0,3.0,8.0,10.0,10.0,15.0,3.0,2.0,,,90.0,36.0,7.2,8.0,0.00294105,0,,,,,2.0,2.0,,1.0,,,,,2.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11067473,home,Cruzeiro,Luciano Castan,luciano-castan,Luciano Castan,D,4,187,212,M,845110,EUR,621648000,D,4,4,False,,31.0,27.0,6.0,2.0,16.0,17.0,11.0,14.0,4.0,4.0,,,90.0,40.0,7.1,4.0,0.00458725,1,,,,,1.0,2.0,,,,,,,1.0,,,,,,0.065,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
11067473,home,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,3,3,False,,35.0,29.0,5.0,2.0,16.0,19.0,13.0,17.0,3.0,7.0,,,90.0,53.0,8.0,7.0,0.0123528,1,,,,1.0,2.0,8.0,1.0,,,,,,,5.0,2.0,,2.0,,0.0281,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,
11067473,home,Cruzeiro,Filipe Machado,filipe-machado,Filipe Machado,M,8,174,336,M,844601,EUR,822096000,M,23,23,False,,51.0,45.0,4.0,2.0,26.0,27.0,19.0,24.0,1.0,10.0,,,89.0,58.0,7.1,7.0,0.00922965,0,,,,,5.0,2.0,,,,,,,,2.0,2.0,,,3.0,,2.0,,,1.0,,2.0,,,1.0,,,,,,,,,
11067473,home,Cruzeiro,Matheus Jussa,matheus-jussa,Matheus Jussa,M,22,183,183,M,794849,EUR,827452800,M,18,18,False,,30.0,26.0,2.0,1.0,11.0,12.0,15.0,19.0,1.0,8.0,,,90.0,40.0,7.2,6.0,0.014197,0,,,,1.0,1.0,7.0,,1.0,1.0,,,,1.0,3.0,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
11067473,home,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182,2401,M,245159,EUR,729820800,M,16,16,False,,25.0,21.0,1.0,1.0,10.0,12.0,11.0,14.0,,4.0,,,72.0,33.0,6.1,9.0,0.0107229,0,,,,1.0,5.0,,,3.0,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
11067473,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,377238,EUR,831254400,F,96,96,False,,36.0,29.0,1.0,1.0,12.0,13.0,17.0,25.0,1.0,4.0,,,89.0,48.0,7.0,15.0,0.228748,1,,,,2.0,6.0,2.0,,2.0,,1.0,1.0,,,,,2.0,1.0,,0.4346,2.0,1.0,,2.0,,,1.0,,2.0,matheus_pereira,,,,,,,,
11067473,home,Cruzeiro,Bruno Rodrigues,bruno-rodrigues,B. Rodrigues,F,11,177,3335,M,817650,EUR,857692800,F,9,9,False,,29.0,24.0,,,6.0,6.0,18.0,23.0,,4.0,,,90.0,48.0,7.7,8.0,0.0253918,5,,,,,4.0,8.0,,4.0,3.0,,1.0,3.0,,5.0,3.0,2.0,,3.0,1.0936,1.0,,,2.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,
