match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,captain,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim
11369905,home,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187,15803,M,HKoffi,867299,EUR,845424000,G,16,16,False,21.0,8.0,16.0,3.0,6.0,9.0,2.0,12.0,1.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,90.0,28.0,6.4,13.0,0.00024273,0,-0.7974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369905,home,RC Sporting Charleroi,Jonas Bager,jonas-bager,J. Bager,D,5,182,87,M,,541350,EUR,837648000,D,2,2,False,36.0,26.0,5.0,1.0,13.0,16.0,13.0,20.0,3.0,7.0,4.0,2.0,,,,,90.0,50.0,6.9,12.0,0.303529,0,,,,1.0,3.0,8.0,1.0,2.0,4.0,1.0,2.0,5.0,2.0,,,,,,,,,,,,,,,,,
11369905,home,RC Sporting Charleroi,Stelios Andreou,andreou-stelios,S. Andreou,D,5,187,339,M,,994282,EUR,1027468800,D,21,21,False,32.0,23.0,8.0,4.0,20.0,22.0,3.0,10.0,2.0,3.0,6.0,6.0,1.0,,,,90.0,44.0,6.5,9.0,0.00245136,0,,,,,4.0,6.0,,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
11369905,home,RC Sporting Charleroi,Stefan Knežević,stefan-knezevic,S. Knežević,D,5,187,77,M,,842160,EUR,846633600,D,3,3,False,33.0,22.0,5.0,1.0,12.0,17.0,10.0,16.0,2.0,6.0,1.0,5.0,,,,,90.0,46.0,6.6,14.0,0.00274236,0,,,,,3.0,4.0,,1.0,4.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,
11369905,home,RC Sporting Charleroi,Žan Rogelj,zan-rogelj,Ž. Rogelj,D,21,175,87,M,,888605,EUR,943488000,M,29,29,False,32.0,28.0,1.0,,6.0,6.0,24.0,29.0,,1.0,1.0,5.0,,,,,90.0,52.0,6.3,9.0,0.0436654,0,,,,,3.0,6.0,,1.0,,,,1.0,,1.0,,3.0,2.0,2.0,1.0,,,,,,,,,,,
11369905,home,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,500,M,,358198,EUR,806716800,M,26,26,False,53.0,42.0,3.0,2.0,15.0,17.0,27.0,37.0,4.0,13.0,2.0,8.0,2.0,,,,90.0,72.0,7.7,13.0,0.0614929,0,,,,,,4.0,,2.0,4.0,3.0,,2.0,2.0,1.0,,1.0,,3.0,3.0,True,1.0,,,,,,,,,
11369905,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6525,M,AdemZorgane,1000472,EUR,947116800,M,6,6,False,87.0,68.0,13.0,5.0,18.0,20.0,52.0,80.0,,2.0,,17.0,,,,,90.0,118.0,8.4,35.0,0.365928,3,,,,2.0,,8.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,13.0,2.0,,,,2.0,2.0,1.0,0.1947,,,,,,
11369905,home,RC Sporting Charleroi,Vetle Winger Dragsnes,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187,53,M,,548640,EUR,760492800,M,15,15,False,37.0,27.0,2.0,1.0,9.0,12.0,19.0,26.0,2.0,6.0,,5.0,,,,,90.0,67.0,7.2,18.0,0.032959,1,,,,,1.0,4.0,,4.0,2.0,2.0,1.0,,,1.0,,1.0,1.0,3.0,2.0,,1.0,1.0,,0.0276,1.0,,,,,
11369905,home,RC Sporting Charleroi,Parfait Guiagon,parfait-guiagon,P. Guiagon,M,10,169,1096,M,,1030459,EUR,982800000,F,8,8,False,19.0,16.0,,,2.0,2.0,14.0,17.0,,2.0,,3.0,1.0,,,,45.0,31.0,6.7,8.0,0.132513,3,,,,,2.0,4.0,,,1.0,1.0,2.0,,,,,,,1.0,,,1.0,1.0,2.0,0.1894,,,,,,
11369905,home,RC Sporting Charleroi,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170,106,M,,834261,EUR,873849600,F,17,17,False,15.0,12.0,,,2.0,3.0,11.0,13.0,1.0,6.0,,2.0,3.0,,,,45.0,23.0,7.1,3.0,0.0479281,1,,,,,2.0,3.0,,,,,,2.0,,,,1.0,1.0,2.0,2.0,,,1.0,,0.0308,,,,,,
