match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_totalCross,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_keyPass,stat_shotValueNormalized,captain,player_sofascoreId,stat_onTargetScoringAttempt,stat_totalOffside,stat_accurateCross,stat_clearanceOffLine,stat_outfielderBlock,stat_goals,stat_goodHighClaim,stat_punches,stat_bigChanceCreated
14073450,home,Watford,Egil Selvik,egil-selvik,E. Selvik,G,1,191.0,249,M,798176,EUR,870220800,G,1,1,False,31.0,25.0,8.0,2.0,0.0,25.0,26.0,5.0,5.0,1.0,1.0,3.0,90.0,36.0,5.3,6.0,0.0316,0,0.0,-0.03,-0.5,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073450,home,Watford,Ryan Andrews,andrews-ryan,R. Andrews,D,2,170.0,136,M,1461597,EUR,1093478400,D,45,45,False,14.0,12.0,,,0.0,11.0,13.0,1.0,2.0,,,,45.0,26.0,6.1,7.0,,0,0.0,0.05,-0.32,,Ryan Andrews,,1.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14073450,home,Watford,Max Alleyne,alleyne-max,M. Alleyne,D,68,185.0,10986,M,1168513,EUR,1121904000,D,3,3,False,69.0,53.0,13.0,5.0,0.0,43.0,49.0,20.0,2.0,,,,90.0,76.0,6.4,16.0,,0,0.01,0.06,-0.32,,,,10.0,5.0,3.0,5.0,,,5.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
14073450,home,Watford,Hector Kyprianou,hector-kyprianou,H. Kyprianou,M,5,189.0,151,M,987346,EUR,990921600,D,5,5,False,63.0,52.0,4.0,1.0,0.0,43.0,50.0,13.0,3.0,,,,90.0,79.0,6.2,13.0,,0,-0.11,0.02,-0.38,,,,9.0,3.0,2.0,6.0,,,4.0,2.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
14073450,home,Watford,Marc Bola,marc-bola,M. Bola,D,16,185.0,264,M,862083,EUR,881625600,D,16,16,False,43.0,34.0,4.0,1.0,0.0,25.0,30.0,13.0,5.0,,,,90.0,71.0,6.1,17.0,,2,-0.16,0.1,-0.29,,,,9.0,1.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.03,,,,,,,,,,,
14073450,home,Watford,Thomas Ince,thomas-ince,T. Ince,M,7,178.0,145,M,122663,EUR,696729600,M,7,7,False,11.0,9.0,,,0.0,6.0,6.0,5.0,1.0,,,,62.0,18.0,6.2,5.0,,0,0.04,0.0,-0.11,,,,3.0,,3.0,,,,,,,1.0,1.0,1.0,,3.0,1.0,,,,,,,True,,,,,,,,,,
14073450,home,Watford,Jack Grieves,jack-grieves,J. Grieves,M,43,,22,M,1214696,EUR,1102204800,M,43,43,False,12.0,10.0,,,0.0,8.0,10.0,2.0,2.0,,,,45.0,18.0,6.4,3.0,,0,-0.02,0.0,-0.03,,Jack Grieves,,2.0,,1.0,2.0,1.0,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,
14073450,home,Watford,Tom Dele-Bashiru,tom-dele-bashiru,T. Dele-Bashiru,M,15,185.0,385,M,904845,EUR,937526400,M,24,24,False,24.0,22.0,1.0,,0.0,16.0,17.0,7.0,3.0,,,,45.0,29.0,6.4,5.0,,0,-0.06,0.12,-0.13,,,,6.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14073450,home,Watford,Nestory Irankunda,nestory-irankunda,N. Irankunda,F,66,178.0,4740,M,1144687,EUR,1139443200,M,66,66,False,18.0,14.0,1.0,,0.0,5.0,5.0,13.0,,,,,90.0,36.0,6.8,7.0,,4,-0.05,0.35,-0.09,,Nestory Irankunda,,9.0,,1.0,7.0,,5.0,,2.0,2.0,,,,1.0,,,4.0,2.0,1.0,1.0,,-0.45,,nestory._,1.0,1.0,,,,,,,
14073450,home,Watford,Vivaldo,vivaldo,V. Semedo,F,18,192.0,416,M,1414275,EUR,1106870400,F,18,18,False,3.0,2.0,,,0.0,1.0,1.0,2.0,1.0,,,,80.0,8.0,6.1,4.0,,1,-0.06,0.12,-0.05,,,,1.0,,6.0,,,1.0,,2.0,,,4.0,,,,1.0,,1.0,,,,-0.44,,,,1.0,,,,,,,
14073450,home,Watford,Edo Kayembe,kayembe-edo,E. Kayembe,M,39,183.0,3895,M,917305,EUR,896832000,F,39,39,False,22.0,20.0,1.0,,0.0,12.0,12.0,10.0,2.0,,,,90.0,30.0,6.6,4.0,,0,0.13,0.14,0.13,,,,8.0,,5.0,2.0,,2.0,,,,2.0,1.0,,2.0,1.0,,,,,1.0,2.0,,,,,,1.0,,,,,,
14073450,home,Watford,Kévin Keben Biakolo,kevin-keben-biakolo,K. K. Biakolo,D,4,187.0,206,M,1102504,EUR,1075075200,D,4,4,True,25.0,23.0,,,0.0,21.0,23.0,2.0,3.0,,,,45.0,33.0,6.7,3.0,,1,-0.09,0.04,0.14,,,,2.0,2.0,2.0,3.0,,,2.0,1.0,,,2.0,1.0,1.0,,,,1.0,,1.0,,-0.03,,,,,,,,,,,
14073450,home,Watford,Jeremy Ngakia,jeremy-ngakia,J. Ngakia,D,2,184.0,951,M,991595,EUR,968284800,D,2,2,True,18.0,15.0,3.0,2.0,0.0,11.0,13.0,5.0,,,,,45.0,33.0,7.0,8.0,,0,0.04,0.01,0.26,,,,4.0,,2.0,1.0,,,,1.0,,1.0,,,1.0,4.0,1.0,,,,,2.0,,,,,,,1.0,1.0,,,,
14073450,home,Watford,Imrân Louza,imran-louza,I. Louza,M,10,178.0,3404,M,965943,EUR,925516800,M,10,10,True,34.0,31.0,1.0,1.0,1.0,17.0,19.0,15.0,2.0,,,,45.0,48.0,7.1,10.0,,1,0.38,-0.04,0.14,,,,14.0,,5.0,,,,1.0,2.0,,2.0,1.0,,,7.0,2.0,,1.0,,,3.0,-0.07,,,,,2.0,,1.0,,,,
14073450,home,Watford,Kwadwo Baah,kwadwo-baah,K. Baah,F,34,182.0,333,M,998357,EUR,1043625600,F,34,34,True,7.0,6.0,,,0.0,3.0,3.0,4.0,1.0,,,,28.0,17.0,7.8,6.0,,1,-0.2,0.48,-0.12,,,,3.0,,4.0,4.0,1.0,3.0,,1.0,3.0,2.0,,,,1.0,,1.0,,,,,0.52,,,1.0,,,,,1.0,,,
