match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,captain,stat_goals,stat_wonTackle,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_goalAssist,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_totalOffside
10382067,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203.0,438,M,339339,EUR,765676800,G,44,44,False,35.0,24.0,16.0,5.0,22.0,26.0,2.0,9.0,1.0,2.0,12.0,1.0,3.0,1.0,2.0,2.0,89.0,52.0,7.3,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382067,home,SC Heerenveen,Milan van Ewijk,milan-van-ewijk,M. v. Ewijk,D,27,175.0,699,M,948723,EUR,968371200,D,27,27,False,29.0,22.0,4.0,2.0,9.0,12.0,13.0,23.0,5.0,1.0,8.0,,,,,,90.0,62.0,7.2,22.0,1,6.0,1.0,5.0,1.0,5.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10382067,home,SC Heerenveen,Syb van Ottele,syb-van-ottele,S. v. Ottele,D,6,185.0,91,M,961686,EUR,1012608000,D,6,6,False,53.0,45.0,12.0,10.0,32.0,36.0,13.0,17.0,4.0,,9.0,,,,,,90.0,67.0,7.3,10.0,1,,1.0,6.0,2.0,1.0,1.0,,1.0,,1.0,2.0,,,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,
10382067,home,SC Heerenveen,Paweł Bochniewicz,pawel-bochniewicz,P. Bochniewicz,D,4,194.0,794,M,286097,EUR,822960000,D,5,5,False,73.0,62.0,5.0,3.0,48.0,57.0,14.0,16.0,6.0,3.0,5.0,,,,,,89.0,83.0,8.0,12.0,1,,1.0,2.0,1.0,,,1.0,2.0,2.0,1.0,,,,4.0,,,1.0,,True,1.0,1.0,,,,,,,,,
10382067,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,27,168.0,173,M,794998,EUR,894067200,D,7,7,False,49.0,38.0,5.0,3.0,23.0,29.0,15.0,21.0,4.0,1.0,5.0,,,,,,90.0,67.0,6.5,18.0,0,1.0,,6.0,2.0,3.0,1.0,,,2.0,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,
10382067,home,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,10,185.0,159,M,850851,EUR,874195200,M,19,19,False,21.0,13.0,1.0,1.0,4.0,4.0,9.0,17.0,4.0,,3.0,,,,,,74.0,30.0,7.1,10.0,0,,2.0,5.0,1.0,4.0,3.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,
10382067,home,SC Heerenveen,Thom Haye,thom-haye,T. Haye,M,33,187.0,10984,M,149666,EUR,792288000,M,33,33,False,54.0,35.0,9.0,3.0,16.0,26.0,20.0,32.0,2.0,2.0,13.0,,,,,,90.0,74.0,6.8,27.0,4,4.0,,8.0,2.0,2.0,,1.0,3.0,1.0,1.0,,,,1.0,2.0,3.0,,2.0,,,,,3.0,thomhaye,1.0,,,,,
10382067,home,SC Heerenveen,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179.0,260,M,544156,EUR,800496000,M,26,26,False,54.0,48.0,4.0,3.0,30.0,31.0,18.0,24.0,1.0,,4.0,,,,,,90.0,60.0,7.5,7.0,1,1.0,,,,,,,3.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,
10382067,home,SC Heerenveen,Antoine Colassin,antoine-colassin,A. Colassin,F,25,188.0,181,M,909965,EUR,983145600,F,29,29,False,18.0,16.0,,,2.0,2.0,14.0,16.0,3.0,2.0,2.0,,,,,,74.0,31.0,6.8,6.0,2,,,2.0,,4.0,2.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,
10382067,home,SC Heerenveen,Sydney van Hooijdonk,sydney-van-hooijdonk,S. v. Hooijdonk,F,20,190.0,703,M,943595,EUR,949795200,F,17,17,False,26.0,17.0,1.0,1.0,5.0,7.0,12.0,19.0,7.0,,,,,,,,90.0,38.0,6.7,11.0,5,,2.0,5.0,,,,2.0,,,1.0,2.0,Sydney,van Hooijdonk,5.0,1.0,1.0,,2.0,,,,,,,,,1.0,2.0,,
10382067,home,SC Heerenveen,Osame Sahraoui,osame-sahraoui,O. Sahraoui,M,11,170.0,7357,M,965357,EUR,992217600,F,20,20,False,23.0,22.0,,,2.0,2.0,22.0,23.0,10.0,,7.0,,,,,,90.0,54.0,7.3,17.0,0,2.0,2.0,11.0,,9.0,5.0,,,,7.0,5.0,,,,4.0,,,1.0,,,,1.0,4.0,osamesahraoui,2.0,1.0,,,,
10382067,home,SC Heerenveen,Ché Nunnely,che-nunnely,C. Nunnely,M,11,170.0,190,M,825841,EUR,918086400,F,24,24,True,6.0,6.0,,,2.0,2.0,4.0,4.0,3.0,,2.0,,,,,,16.0,13.0,7.3,2.0,1,,2.0,4.0,,2.0,1.0,1.0,,1.0,,1.0,Ché,Nunnely,,1.0,,,,,1.0,1.0,,,,,,,,,
10382067,home,SC Heerenveen,Pelle van Amersfoort,pelle-van-amersfoort,P. v. Amersfoort,F,9,193.0,129,M,318585,EUR,828316800,M,11,11,True,8.0,4.0,,,,,4.0,8.0,3.0,1.0,1.0,,,,,,16.0,11.0,6.7,5.0,0,,1.0,1.0,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,
