match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalClearance,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_keyPass,captain,stat_accurateCross,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
10389957,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,45.0,35.0,17.0,7.0,30.0,34.0,5.0,11.0,11.0,4.0,90.0,56.0,6.9,10.0,0.0,0,0.00212569,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389957,home,Clermont Foot,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,67.0,56.0,18.0,12.0,34.0,38.0,22.0,29.0,9.0,,90.0,97.0,7.7,17.0,0.0,0,0.0164617,0,Alidu Seidu,,1.0,1.0,5.0,14.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,8.0,2.0,,,,,,,,,,,,,,
10389957,home,Clermont Foot,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,4,4,False,51.0,50.0,5.0,4.0,42.0,42.0,8.0,9.0,5.0,,90.0,62.0,7.2,2.0,0.0,0,0.00465892,0,,,3.0,,3.0,2.0,,,,2.0,,,,2.0,,2.0,1.0,,,,,,,,,,,,
10389957,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,81.0,71.0,9.0,4.0,46.0,49.0,25.0,32.0,3.0,,90.0,89.0,7.2,11.0,0.0726,0,0.0143157,1,,,,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
10389957,home,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,988632,EUR,793843200,M,11,11,False,35.0,30.0,,,12.0,13.0,18.0,28.0,6.0,,90.0,57.0,6.8,17.0,0.0861,0,0.0108976,1,,,,1.0,3.0,7.0,1.0,1.0,1.0,,,3.0,1.0,2.0,1.0,,3.0,1.0,,6.0,1.0,,,,,,,,
10389957,home,Clermont Foot,Saîf-Eddine Khaoui,saif-eddine-khaoui,S. Khaoui,M,10,180,616,M,346262,EUR,798940800,M,10,10,False,45.0,38.0,5.0,2.0,20.0,22.0,18.0,26.0,8.0,,90.0,58.0,6.6,13.0,0.0405,0,0.0149561,1,,,,,5.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,,,,
10389957,home,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183,60,M,942840,EUR,866851200,M,7,7,False,68.0,63.0,4.0,1.0,44.0,45.0,19.0,23.0,1.0,,90.0,82.0,6.7,7.0,0.0,0,0.0801643,0,,,1.0,1.0,4.0,6.0,,2.0,,,,2.0,1.0,3.0,1.0,1.0,,,,,,,1.0,True,,,,,
10389957,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,M,3,3,False,45.0,37.0,,,17.0,18.0,21.0,31.0,7.0,,90.0,72.0,7.3,15.0,0.0,0,0.0884175,0,,,1.0,3.0,4.0,10.0,,4.0,2.0,2.0,,2.0,1.0,3.0,1.0,,1.0,,,4.0,,,,,1.0,,,,
10389957,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,F,70,70,False,40.0,33.0,4.0,3.0,8.0,8.0,29.0,40.0,3.0,,85.0,62.0,7.3,17.0,0.2224,0,0.195162,3,,,,,6.0,2.0,3.0,1.0,1.0,,,1.0,,,,,2.0,2.0,,8.0,3.0,1.0,2.0,,4.0,1.0,,,
10389957,home,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181,221,M,113409,EUR,736905600,F,18,18,False,40.0,33.0,1.0,,14.0,16.0,19.0,24.0,,,90.0,47.0,6.5,9.0,0.0779,0,0.0158948,1,,,3.0,,6.0,,1.0,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,
