match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceCreated,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_challengeLost,captain,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_goals
11274633,home,Pittsburgh Riverhounds,Jahmali Waite,jahmali-waite,J. Waite,G,23,183.0,205,M,839626,EUR,914457600,G,26,26,False,21.0,9.0,21.0,9.0,1.0,3.0,8.0,18.0,1.0,1.0,17.0,1.0,3.0,2.0,3.0,1.0,90.0,35.0,7.7,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274633,home,Pittsburgh Riverhounds,Dionysius Harmon,dionysius-harmon,D. Harmon,M,10,,5,M,881522,EUR,845942400,D,10,10,False,15.0,12.0,1.0,1.0,8.0,10.0,4.0,6.0,3.0,,6.0,1.0,,,,,74.0,40.0,6.8,12.0,2,Dionysius,Harmon,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,
11274633,home,Pittsburgh Riverhounds,Nathan Dossantos,nathan-dossantos,N. Dossantos,D,62,180.0,12,M,1172587,EUR,923788800,D,6,6,False,20.0,15.0,6.0,2.0,9.0,9.0,6.0,11.0,1.0,6.0,2.0,,,,,,90.0,33.0,7.3,6.0,0,Nathan Dossantos,,,,,,,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
11274633,home,Pittsburgh Riverhounds,Arturo Ordoñez,arturo-ordonez,A. Ordoñez,D,5,187.0,4,M,1172548,EUR,864259200,D,5,5,False,20.0,10.0,9.0,2.0,5.0,8.0,5.0,12.0,1.0,3.0,4.0,,,,,,90.0,29.0,7.0,12.0,0,Arturo Ordoñez,,,2.0,,,,,3.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
11274633,home,Pittsburgh Riverhounds,Michael DeShields,michael-deshields,M. DeShields,D,,185.0,5,M,1101028,EUR,893289600,D,12,12,False,16.0,13.0,2.0,1.0,8.0,9.0,5.0,7.0,4.0,3.0,5.0,1.0,,,,,87.0,28.0,7.1,4.0,0,Michael DeShields,,,1.0,,,,,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,,
11274633,home,Pittsburgh Riverhounds,Luke Biasi,luke-biasi,L. Biasi,D,13,183.0,9,M,1190515,EUR,931996800,D,13,13,False,18.0,16.0,3.0,2.0,10.0,11.0,6.0,8.0,3.0,2.0,6.0,,,,,,90.0,38.0,7.0,8.0,0,Luke Biasi,,1.0,4.0,,,,,1.0,2.0,2.0,1.0,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,
11274633,home,Pittsburgh Riverhounds,Robbie Mertz,robbie-mertz,R. Mertz,F,14,173.0,11,M,983972,EUR,849657600,M,14,14,False,21.0,16.0,1.0,1.0,7.0,8.0,12.0,18.0,4.0,,8.0,2.0,,,,,74.0,40.0,7.6,11.0,1,,,5.0,8.0,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,,3.0,True,1.0,3.0,,,,,
11274633,home,Pittsburgh Riverhounds,Marc Ybarra,marc-ybarra,M. Ybarra,M,23,183.0,4,M,1190690,EUR,913939200,M,23,23,False,28.0,16.0,8.0,4.0,7.0,14.0,9.0,15.0,4.0,1.0,3.0,,,,,,90.0,40.0,6.7,15.0,0,Marc Ybarra,,1.0,5.0,1.0,,,,1.0,4.0,2.0,,2.0,,,1.0,,,1.0,,,,,,,,
11274633,home,Pittsburgh Riverhounds,Danny Griffin,danny-griffin,D. Griffin,M,2,175.0,44,M,1025233,EUR,900374400,M,2,2,False,21.0,13.0,2.0,1.0,6.0,9.0,7.0,12.0,1.0,,7.0,,,,,,90.0,31.0,7.1,11.0,2,,,,2.0,,1.0,1.0,,4.0,,,3.0,2.0,,1.0,,,,,,,,1.0,1.0,,,
11274633,home,Pittsburgh Riverhounds,Tola Showunmi,tola-showunmi,T. Showunmi,F,29,191.0,17,M,1172596,EUR,962582400,F,24,24,False,10.0,5.0,1.0,,1.0,1.0,4.0,12.0,6.0,,4.0,2.0,,,,,87.0,26.0,6.4,12.0,2,Tola Showunmi,,3.0,6.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,4.0,,1.0,,,,1.0,,1.0,4.0,
