match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_goalAssist,stat_totalOffside,captain,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_clearanceOffLine,player_sofascoreId
10411411,home,Sampdoria,Nicola Ravaglia,nicola-ravaglia,N. Ravaglia,G,30,184,68,M,130802,EUR,597888000,G,30,30,False,31.0,20.0,20.0,9.0,13.0,16.0,7.0,15.0,1.0,1.0,8.0,1.0,4.0,6.0,90.0,42.0,7.5,11.0,0.0,0.0,0.00209438,0,0.5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411411,home,Sampdoria,Jeison Murillo,jeison-murillo,J. Murillo,D,24,182,828,M,158599,EUR,706924800,D,21,21,False,22.0,20.0,3.0,2.0,14.0,14.0,6.0,8.0,,,2.0,,,,72.0,29.0,6.5,5.0,0.0,0.0,0.00259988,0,,,,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10411411,home,Sampdoria,Koray Günter,koray-gunter,K. Günter,D,22,185,217,M,138165,EUR,776995200,D,4,4,False,33.0,27.0,3.0,1.0,21.0,22.0,6.0,11.0,1.0,1.0,2.0,,,,90.0,44.0,6.7,6.0,0.0665,0.0,0.00152186,1,,,,4.0,,4.0,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411411,home,Sampdoria,Bruno Amione,bruno-amione,B. Amione,D,2,189,503,M,990050,EUR,1010016000,D,2,2,False,25.0,21.0,4.0,3.0,9.0,11.0,12.0,14.0,3.0,5.0,2.0,1.0,,,78.0,36.0,7.2,6.0,0.1453,0.6264,0.00321553,1,,,,3.0,,2.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10411411,home,Sampdoria,Alessandro Zanoli,zanoli-alessandro,A. Zanoli,M,59,186,923,M,922928,EUR,970531200,M,59,59,False,36.0,32.0,4.0,2.0,21.0,21.0,12.0,16.0,1.0,3.0,4.0,1.0,,,90.0,53.0,6.4,8.0,0.367,0.2073,0.11341,2,,,,5.0,1.0,2.0,1.0,,,1.0,,,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10411411,home,Sampdoria,Tomás Rincón,tomas-rincon,T. Rincón,M,8,175,2735,M,46798,EUR,569030400,M,8,8,False,31.0,27.0,4.0,4.0,9.0,12.0,19.0,20.0,1.0,2.0,3.0,,,,90.0,41.0,6.7,6.0,0.0,0.0,0.0309035,0,,,,4.0,2.0,3.0,,,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
10411411,home,Sampdoria,Harry Winks,harry-winks,H. Winks,M,8,178,1220,M,545780,EUR,823219200,M,20,20,False,36.0,28.0,1.0,,13.0,15.0,17.0,24.0,,1.0,3.0,,,,79.0,49.0,6.7,11.0,0.0253,0.0,0.110639,1,,,,1.0,1.0,1.0,,,1.0,,1.0,2.0,,,,1.0,3.0,2.0,,,,,,2.0,,,,,,,,,
10411411,home,Sampdoria,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,M,3,3,False,31.0,26.0,3.0,2.0,11.0,13.0,18.0,28.0,3.0,5.0,8.0,2.0,,,90.0,58.0,7.5,15.0,0.0963,0.0,0.38569,1,,,,2.0,,1.0,,,4.0,,1.0,,1.0,,,,10.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,
10411411,home,Sampdoria,Mehdi Léris,mehdi-leris,M. Léris,M,7,186,1543,M,851222,EUR,895881600,F,37,37,False,37.0,24.0,2.0,1.0,5.0,6.0,20.0,35.0,10.0,20.0,4.0,5.0,,,90.0,69.0,7.2,23.0,0.196,0.0,0.269187,1,,,,11.0,1.0,,,1.0,2.0,4.0,1.0,,6.0,,,2.0,4.0,1.0,2.0,3.0,,,1.0,2.0,,2.0,,,,,,,
10411411,home,Sampdoria,Manolo Gabbiadini,manolo-gabbiadini,M. Gabbiadini,F,11,186,447,M,53816,EUR,691113600,F,23,23,False,19.0,16.0,1.0,,8.0,9.0,8.0,10.0,,2.0,3.0,,,,90.0,30.0,7.0,3.0,0.1732,0.0,0.0166002,3,,,,4.0,,1.0,,2.0,,2.0,2.0,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,True,,,,,,
