match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_punches,stat_bigChanceMissed,stat_bigChanceCreated
13472852,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190.0,811,M,982558,EUR,902534400,G,1,1,False,28.0,13.0,19.0,4.0,0.0,10.0,11.0,3.0,17.0,1.0,6.0,1.0,2.0,90.0,34.0,6.9,15.0,0.00032471,0,0.1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472852,home,Vitória,Raúl Cáceres,raul-caceres,R. Cáceres,D,27,180.0,356,M,122971,EUR,685152000,D,27,27,False,21.0,15.0,2.0,1.0,0.0,7.0,9.0,8.0,12.0,6.0,3.0,,,90.0,48.0,6.9,13.0,0.00299798,0,,,,2.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13472852,home,Vitória,Lucas Halter,lucas-halter,L. Halter,D,5,187.0,777,M,905450,EUR,957225600,D,5,5,False,20.0,15.0,4.0,1.0,0.0,11.0,13.0,4.0,7.0,11.0,1.0,,,90.0,37.0,7.3,6.0,0.00214274,1,,,,,2.0,5.0,4.0,7.0,,,,1.0,1.0,1.0,True,1.0,2.0,1.0,1.0,2.0,0.0328,1.0,,,,,,,,,,,
13472852,home,Vitória,Zé Marcos,ze-marcos,Z. Marcos,D,3,188.0,355,M,901700,EUR,886291200,D,3,3,False,33.0,25.0,7.0,1.0,1.0,16.0,19.0,9.0,14.0,5.0,1.0,,,90.0,50.0,7.7,9.0,0.0055025,1,,,,,3.0,1.0,5.0,2.0,,,2.0,1.0,1.0,,,,1.0,,,1.0,0.0733,1.0,1.0,1.0,,,,,,,,,
13472852,home,Vitória,Maykon Jesus,maykon,M. Jesus,M,66,181.0,193,M,1836781,EUR,1133913600,D,66,66,False,28.0,18.0,4.0,1.0,0.0,10.0,14.0,8.0,14.0,9.0,3.0,,,90.0,53.0,6.9,15.0,0.00266162,1,,Maykon,,1.0,1.0,1.0,5.0,5.0,2.0,,,2.0,1.0,2.0,,,,1.0,2.0,2.0,0.0106,,,1.0,,,,,,,,,
13472852,home,Vitória,Fabrício Santos,fabricio-santos,F. Santos,F,23,186.0,460,M,975351,EUR,970963200,M,23,23,False,2.0,1.0,,,0.0,,,1.0,2.0,,1.0,,,26.0,10.0,6.5,4.0,0.00177258,0,,,,,,,3.0,2.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,
13472852,home,Vitória,Ronald,ronald,Ronald,M,8,171.0,426,M,931521,EUR,866592000,M,8,8,False,14.0,13.0,1.0,,0.0,3.0,3.0,10.0,11.0,1.0,4.0,,,65.0,25.0,7.2,3.0,0.0707644,0,,,,2.0,1.0,,2.0,3.0,,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,
13472852,home,Vitória,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178.0,849,M,922575,EUR,907977600,M,44,44,False,20.0,16.0,2.0,,0.0,8.0,8.0,8.0,12.0,4.0,6.0,,,90.0,47.0,7.3,7.0,0.0057606,2,,,,,1.0,1.0,4.0,8.0,2.0,7.0,2.0,1.0,1.0,,,,,,,1.0,0.0304,1.0,,2.0,,6.0,,,,,,,
13472852,home,Vitória,Lucas Braga,lucas-braga,L. Braga,M,22,184.0,437,M,934801,EUR,847584000,M,22,22,False,14.0,12.0,,,0.0,6.0,7.0,6.0,7.0,,1.0,,,65.0,20.0,6.5,4.0,0.00396932,0,,,,,3.0,1.0,4.0,3.0,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,
13472852,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165.0,1521,M,795266,EUR,877132800,F,10,10,False,12.0,11.0,,,0.0,4.0,5.0,7.0,7.0,,5.0,,,82.0,30.0,6.8,8.0,0.140281,1,,,,7.0,2.0,1.0,5.0,4.0,1.0,2.0,,1.0,1.0,1.0,,1.0,,,,,0.0453,2.0,1.0,,2.0,1.0,,,,,,,
13472852,home,Vitória,Renato Kayzer,renato-kayzer,R. Kayzer,F,79,178.0,1333,M,814723,EUR,824515200,F,79,79,False,11.0,9.0,,,0.0,3.0,3.0,6.0,8.0,1.0,1.0,,,82.0,20.0,7.2,4.0,0.00151389,1,,,,1.0,5.0,3.0,10.0,5.0,,,,,,2.0,,,,,,4.0,0.0431,,1.0,,,,1.0,1.0,1.0,0.5345,,,
13472852,home,Vitória,Erick,erick,Erick,F,33,173.0,1390,M,895650,EUR,881712000,F,33,33,True,12.0,8.0,,,0.0,1.0,1.0,7.0,11.0,2.0,5.0,,,64.0,28.0,6.7,9.0,0.0101048,1,,,,,3.0,,8.0,3.0,1.0,1.0,,1.0,,2.0,,,,,1.0,1.0,0.0149,1.0,2.0,,,,1.0,,,0.041,,,
