match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_wonTackle,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_lastManTackle,stat_dispossessed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_wonContest,stat_penaltyWon,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_ownGoals,stat_penaltyConceded,stat_totalOffside
14035849,home,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185,265,M,122399,EUR,712800000,G,26,26,False,True,25.0,22.0,7.0,4.0,0.0,20.0,20.0,2.0,5.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,90.0,31.0,6.7,3.0,0.00107746,0.5687,0,-0.0203,0.05,0.01,-0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035849,home,RSC Anderlecht,Ali Maamar,,,ali-maamar,A. Maamar,M,79,182,2960,M,1440668,EUR,1111536000,D,79,79,False,,20.0,19.0,,,0.0,8.0,8.0,11.0,12.0,,2.0,,,,,,45.0,35.0,6.2,5.0,0.0100536,,1,,-0.14,0.09,-0.14,,2.0,4.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0347,-0.14,,,,,,,,,,,,,,,,,,,,,,,
14035849,home,RSC Anderlecht,Jan-Carlo Simić,Jan-Carlo Simić,,jan-carlo-simic,J. Simić,D,4,185,1987,M,1214992,EUR,1114992000,D,4,4,False,,64.0,55.0,8.0,3.0,0.0,37.0,40.0,18.0,24.0,3.0,4.0,,,,,,88.0,74.0,6.3,10.0,0.0230188,,1,,0.11,0.18,-0.25,,,4.0,1.0,5.0,4.0,1.0,1.0,,3.0,,0.0335,-0.12,2.0,,,,,,,,,,,,,,,,,,,,,,
14035849,home,RSC Anderlecht,Marco Kana,,,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,D,55,55,False,,81.0,76.0,11.0,10.0,0.0,49.0,50.0,27.0,31.0,8.0,9.0,,,,,,90.0,97.0,7.4,5.0,0.099746,,0,,0.47,0.11,-0.13,,,1.0,1.0,4.0,2.0,,,3.0,1.0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14035849,home,RSC Anderlecht,Ludwig Augustinsson,,,ludwig-augustinsson,L. Augustinsson,D,6,181,394,M,138546,EUR,766886400,D,6,6,False,,90.0,79.0,6.0,2.0,0.0,21.0,22.0,58.0,68.0,,6.0,,,,,,90.0,119.0,8.0,18.0,0.935959,,2,,0.97,0.21,-0.15,,9.0,,2.0,2.0,6.0,,2.0,,3.0,1.0,0.2266,-0.19,1.0,1.0,,1.0,7.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
14035849,home,RSC Anderlecht,Nathan De Cat,Nathan De Cat,,nathan-de-cat,N. D. Cat,M,74,192,1673,M,1637689,EUR,1216425600,M,74,74,False,,46.0,38.0,7.0,6.0,0.0,5.0,6.0,33.0,40.0,,4.0,,,,,,90.0,59.0,6.7,11.0,0.0574795,,1,,0.15,0.16,-0.21,,,2.0,3.0,8.0,7.0,1.0,1.0,1.0,2.0,2.0,0.0834,-0.24,1.0,2.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,
14035849,home,RSC Anderlecht,Nathan-Dylan Saliba,Nathan Saliba,,nathan-saliba,N. Saliba,M,13,173,636,M,1093229,EUR,1076112000,M,13,13,False,,25.0,20.0,4.0,3.0,0.0,8.0,10.0,12.0,15.0,,3.0,,,,,,45.0,34.0,6.3,11.0,0.0190107,,1,,0.06,0.11,-0.01,,2.0,,,4.0,2.0,,,,2.0,,0.0463,-0.11,,,,2.0,,,,,2.0,1.0,2.0,0.059,,,,,,,,,,,
14035849,home,RSC Anderlecht,Yari Verschaeren,,,verschaeren-yari,Y. Verschaeren,M,10,172,1145,M,901898,EUR,994896000,M,10,10,False,,50.0,46.0,4.0,3.0,0.0,8.0,9.0,38.0,41.0,,1.0,,,,,,90.0,64.0,6.6,9.0,0.116674,,2,,0.23,0.25,-0.22,,5.0,,,4.0,2.0,,1.0,,2.0,,0.0443,-0.08,2.0,2.0,,,1.0,2.0,,,2.0,,,,1.0,,,,,,,,,,
14035849,home,RSC Anderlecht,Nilson Angulo,Nilson Angulo,,nilson-angulo,N. Angulo,F,10,182,4530,M,1116571,EUR,1055980800,M,19,19,False,,45.0,39.0,3.0,2.0,0.0,5.0,5.0,34.0,40.0,1.0,2.0,,,,,,90.0,81.0,7.3,22.0,0.16215,,2,,0.13,0.38,-0.22,,8.0,2.0,3.0,13.0,11.0,5.0,1.0,,3.0,3.0,0.0336,-0.1,1.0,,,5.0,3.0,3.0,,,4.0,,3.0,,1.0,2.0,1.0,,,,,,,,
14035849,home,RSC Anderlecht,Kasper Dolberg,,,kasper-dolberg,K. Dolberg,F,9,187,4191,M,795761,EUR,876096000,F,12,12,False,,15.0,14.0,,,0.0,4.0,5.0,10.0,10.0,,1.0,,,,,,76.0,25.0,6.7,5.0,0.0107667,,3,,-0.06,0.02,0.0,,,2.0,1.0,4.0,1.0,1.0,1.0,,,,1.2832,0.21,,,1.0,,,,,,1.0,2.0,2.0,1.3659,,,,KDolberg,1.0,1.0,,,,,
