match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_outfielderBlock,stat_fouls,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_challengeLost,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_wasFouled,captain,stat_bigChanceCreated,stat_ownGoals,player_firstName,player_lastName,stat_goalAssist,stat_wonContest,stat_errorLeadToAGoal,stat_dispossessed,stat_hitWoodwork,player_sofascoreId,stat_totalOffside,stat_clearanceOffLine
10411506,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,30.0,18.0,24.0,12.0,10.0,12.0,8.0,18.0,1.0,7.0,3.0,5.0,1.0,1.0,90.0,37.0,7.2,12.0,0.0,0.0,0.00266835,0,-0.9185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411506,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,6,6,False,20.0,12.0,,,7.0,10.0,5.0,10.0,4.0,7.0,,,,,90.0,34.0,6.7,10.0,0.0,0.0,0.0123917,0,,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411506,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,12.0,6.0,2.0,1.0,1.0,5.0,5.0,7.0,3.0,5.0,,,,,70.0,18.0,6.5,6.0,0.0,0.0,0.00367453,0,,3.0,4.0,6.0,4.0,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
10411506,home,Hellas Verona,Koray Günter,koray-gunter,K. Günter,D,22,185,217,M,138165,EUR,776995200,D,21,21,False,38.0,30.0,1.0,,15.0,17.0,15.0,21.0,4.0,6.0,,,,,90.0,52.0,7.4,9.0,0.6914,0.1494,0.0169065,3,,1.0,2.0,2.0,3.0,3.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10411506,home,Hellas Verona,Davide Faraoni,davide-faraoni,D. Faraoni,D,19,180,300,M,32040,EUR,688348800,M,5,5,False,33.0,25.0,7.0,5.0,11.0,14.0,14.0,19.0,,8.0,,,,,90.0,61.0,6.9,12.0,0.389,0.403,0.0304435,4,,,1.0,3.0,3.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10411506,home,Hellas Verona,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,False,21.0,16.0,3.0,1.0,5.0,7.0,12.0,15.0,2.0,8.0,,,,,65.0,32.0,6.9,6.0,0.0,0.0,0.13666,0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
10411506,home,Hellas Verona,Miguel Veloso,miguel-veloso,M. Veloso,M,,180,198,M,6557,EUR,516153600,M,4,4,False,35.0,24.0,6.0,2.0,11.0,11.0,16.0,35.0,,7.0,,,,,90.0,56.0,7.1,21.0,0.0259,0.0,0.445269,1,,,2.0,,3.0,,1.0,,2.0,1.0,,,,,,,3.0,,1.0,11.0,3.0,,True,1.0,1.0,,,,,,,,,,
10411506,home,Hellas Verona,Fabio Depaoli,fabio-depaoli,F. Depaoli,M,23,178,224,M,830288,EUR,861840000,M,29,29,False,33.0,22.0,3.0,2.0,10.0,11.0,12.0,22.0,2.0,4.0,,,,,90.0,52.0,6.9,15.0,0.1693,0.0,0.0566528,1,,1.0,1.0,4.0,3.0,1.0,1.0,,1.0,,,2.0,,,,,2.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,
10411506,home,Hellas Verona,Ajdin Hrustić,ajdin-hrustic,A. Hrustić,M,70,183,347,M,788284,EUR,836524800,F,10,10,False,23.0,19.0,,,8.0,10.0,12.0,14.0,2.0,2.0,,,,,54.0,33.0,6.5,6.0,0.3299,0.0,0.513519,3,,1.0,1.0,4.0,3.0,,,,,,1.0,3.0,,1.0,,,2.0,,2.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,
10411506,home,Hellas Verona,Simone Verdi,simone-verdi,S. Verdi,M,99,174,614,M,98058,EUR,710899200,F,7,7,False,28.0,22.0,4.0,3.0,8.0,8.0,15.0,26.0,,6.0,,,,,71.0,49.0,6.5,20.0,0.1441,0.0,0.0614756,1,,2.0,,9.0,3.0,,1.0,,3.0,,,2.0,,,,,2.0,1.0,1.0,6.0,1.0,2.0,,,,,,,,,4.0,,,,
