match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalCross,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_clearanceOffLine,stat_bigChanceMissed,stat_totalOffside,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_goals
12499540,home,Holstein Kiel,Timon Weiner,timon-weiner,T. Weiner,G,1,191,134,M,1140362,EUR,916617600,G,1,1,False,21.0,15.0,11.0,5.0,0.0,13.0,16.0,2.0,5.0,1.0,6.0,1.0,2.0,2.0,90.0,33.0,6.4,6.0,0.00558589,0,-0.8147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499540,home,Holstein Kiel,Carl Johansson,carl-johansson,C. Johansson,D,5,185,82,M,347116,EUR,769651200,D,5,5,False,76.0,63.0,7.0,4.0,0.0,51.0,56.0,12.0,20.0,6.0,4.0,,,,90.0,92.0,7.2,14.0,0.0799161,0,,8.0,8.0,9.0,8.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499540,home,Holstein Kiel,Patrick Erras,patrick-erras,P. Erras,D,4,196,77,M,254003,EUR,790646400,D,4,4,False,64.0,62.0,4.0,4.0,0.0,49.0,51.0,13.0,13.0,10.0,3.0,,,,90.0,84.0,7.3,3.0,0.00516935,1,,1.0,3.0,4.0,7.0,1.0,1.0,,1.0,,,3.0,1.0,4.0,3.0,1.0,0.1622,,,,,,,,,,,,,,,,
12499540,home,Holstein Kiel,Marco Komenda,marco-komenda,M. Komenda,D,3,187,42,M,579260,EUR,848966400,D,3,3,False,16.0,14.0,3.0,2.0,0.0,9.0,10.0,5.0,7.0,3.0,,,,,45.0,26.0,6.4,3.0,0.0125555,1,,1.0,1.0,4.0,3.0,,,3.0,,,,,1.0,1.0,,,0.0338,1.0,1.0,,,,,,,,,,,,,,
12499540,home,Holstein Kiel,Timo Becker,timo-becker,T. Becker,D,5,186,174,M,814735,EUR,859248000,M,17,17,False,23.0,17.0,3.0,1.0,0.0,12.0,15.0,5.0,8.0,2.0,3.0,,,,90.0,49.0,6.4,13.0,0.00236159,1,,,,3.0,5.0,,,,,,,,1.0,1.0,1.0,4.0,0.0796,,2.0,2.0,3.0,2.0,,,,,,,,,,,
12499540,home,Holstein Kiel,Lewis Holtby,lewis-holtby,L. Holtby,M,90,176,208,M,1135884,EUR,653616000,M,10,10,False,39.0,35.0,3.0,2.0,0.0,25.0,27.0,10.0,12.0,1.0,6.0,,,,86.0,60.0,7.2,7.0,0.015312,0,,,2.0,2.0,11.0,,3.0,1.0,,Lewis,Holtby,,,5.0,1.0,2.0,,,3.0,1.0,1.0,1.0,True,,,,,,,,,,
12499540,home,Holstein Kiel,Magnus Knudsen,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,False,36.0,34.0,1.0,,0.0,25.0,25.0,9.0,11.0,4.0,2.0,,,,75.0,47.0,6.3,4.0,0.0036374,0,,2.0,,7.0,3.0,1.0,,1.0,,,,2.0,,3.0,,,,,,2.0,,,,,,,,,,,,,
12499540,home,Holstein Kiel,Alexander Bernhardsson,alexander-bernhardsson,A. Bernhardsson,F,11,184,445,M,980916,EUR,905126400,M,11,11,False,9.0,6.0,1.0,,0.0,3.0,4.0,3.0,7.0,1.0,,,,,63.0,27.0,6.2,12.0,0.00757696,2,,2.0,,7.0,2.0,,,2.0,,,,,1.0,1.0,1.0,4.0,0.03,2.0,,2.0,2.0,1.0,,1.0,0.0778,,,,,,,,
12499540,home,Holstein Kiel,Finn Porath,finn-porath,F. Porath,M,27,179,117,M,789714,EUR,856656000,F,8,8,False,22.0,15.0,5.0,1.0,0.0,7.0,8.0,8.0,15.0,,4.0,,,,63.0,29.0,6.4,11.0,0.0202403,1,,1.0,2.0,4.0,3.0,,,3.0,,,,,,,,3.0,0.05,1.0,1.0,,,,,1.0,0.0334,,,,,,,,
12499540,home,Holstein Kiel,Benedikt Pichler,benedikt-pichler,B. Pichler,F,11,187,206,M,843709,EUR,869356800,F,9,9,False,21.0,16.0,,,0.0,6.0,7.0,10.0,14.0,,2.0,,,,90.0,37.0,7.9,9.0,0.286938,2,,3.0,4.0,9.0,9.0,1.0,1.0,3.0,3.0,,,,,,,1.0,0.2279,,3.0,3.0,2.0,2.0,,2.0,0.853,1.0,1.0,,,,,,
12499540,home,Holstein Kiel,Shuto Machino,shuto-machino,S. Machino,F,18,185,1746,M,925910,EUR,938649600,F,18,18,False,27.0,24.0,,,0.0,15.0,15.0,9.0,12.0,,5.0,,,,90.0,43.0,6.8,7.0,0.0976667,2,,,2.0,2.0,3.0,,1.0,,3.0,,,,1.0,,,1.0,0.3847,,1.0,2.0,,,,1.0,0.2789,,,1.0,1.0,,,,
12499540,home,Holstein Kiel,Max Geschwill,geschwill-max,M. Geschwill,D,28,182,46,M,963073,EUR,994464000,D,14,14,True,28.0,21.0,3.0,,0.0,15.0,18.0,7.0,11.0,2.0,1.0,,,,45.0,39.0,6.8,10.0,0.150828,0,,1.0,,2.0,,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,
12499540,home,Holstein Kiel,Armin Gigović,armin-gigovic,A. Gigović,M,37,187,1508,M,988893,EUR,1018051200,M,37,37,True,8.0,4.0,1.0,,0.0,1.0,2.0,4.0,7.0,,1.0,,,,27.0,13.0,6.6,5.0,0.0261203,2,,,2.0,,2.0,,,,,,,,1.0,,,1.0,0.0908,1.0,,,,,,,,,,,,1.0,1.0,,
12499540,home,Holstein Kiel,Fiete Arp,jann-fiete-arp,F. Arp,F,7,186,976,M,877837,EUR,947116800,F,20,20,True,8.0,5.0,1.0,,0.0,,1.0,5.0,8.0,,1.0,,,,27.0,23.0,6.8,11.0,0.177094,1,,,,3.0,3.0,,,1.0,1.0,,,,,,,4.0,0.0426,1.0,2.0,1.0,2.0,1.0,,,,,,,,,1.0,,
12499540,home,Holstein Kiel,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187,305,M,1064305,EUR,961372800,M,22,22,True,7.0,5.0,,,0.0,1.0,1.0,4.0,6.0,2.0,1.0,,,,15.0,15.0,6.7,4.0,0.00152189,0,,2.0,1.0,2.0,4.0,,,1.0,,,,,,2.0,1.0,2.0,,,1.0,,,,,,,,,,1.0,,,,
12499540,home,Holstein Kiel,Lasse Rosenboom,lasse-rosenboom,L. Rosenboom,M,23,190,90,M,980616,EUR,1011398400,D,23,23,True,7.0,3.0,3.0,,0.0,2.0,6.0,1.0,1.0,,2.0,,,,13.0,11.0,6.7,4.0,0.00026464,0,,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
12499540,home,Holstein Kiel,Thomas Dähne,thomas-dahne,T. Dähne,G,21,193,74,M,126346,EUR,757641600,G,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499540,home,Holstein Kiel,Marko Ivezić,marko-ivezic,M. Ivezić,D,6,191,161,M,1105869,EUR,1007251200,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499540,home,Holstein Kiel,Marvin Schulz,marvin-schulz,M. Schulz,M,10,186,43,M,254445,EUR,790128000,M,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499540,home,Holstein Kiel,Tymoteusz Puchacz,tymoteusz-puchacz,T. Puchacz,M,27,180,3583,M,867493,EUR,917049600,D,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puszka.27,
12499540,away,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195,3175,M,902080,EUR,915753600,G,1,1,False,41.0,18.0,34.0,11.0,0.0,7.0,9.0,11.0,32.0,,4.0,,3.0,5.0,90.0,50.0,7.7,24.0,0.00723259,0,1.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499540,away,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,36.0,28.0,1.0,1.0,0.0,12.0,15.0,16.0,24.0,3.0,5.0,,,,90.0,60.0,7.3,17.0,0.0256979,0,,,2.0,2.0,5.0,,1.0,,,,,1.0,,3.0,3.0,2.0,,3.0,,1.0,,,,,,,,,,,,,
12499540,away,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,26.0,18.0,7.0,2.0,0.0,13.0,13.0,5.0,13.0,2.0,1.0,,,,90.0,37.0,7.4,9.0,0.00164157,2,,2.0,3.0,5.0,5.0,,,2.0,,,,1.0,1.0,1.0,,1.0,0.1191,,1.0,,,,,1.0,0.6344,,,,,,,,1.0
12499540,away,VfL Wolfsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,5,5,False,38.0,30.0,8.0,3.0,0.0,24.0,27.0,6.0,11.0,3.0,2.0,,,,90.0,49.0,6.9,8.0,0.00890304,0,,3.0,1.0,6.0,6.0,,1.0,2.0,,,,1.0,,3.0,1.0,,,,2.0,,,,,,,,,,,,,,
12499540,away,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,D,16,16,False,38.0,38.0,1.0,1.0,0.0,15.0,15.0,24.0,28.0,2.0,3.0,,,,90.0,64.0,7.3,9.0,0.199203,1,,,,4.0,3.0,1.0,,,2.0,,,2.0,1.0,3.0,1.0,2.0,0.0977,5.0,,1.0,1.0,,,,,,,,,1.0,,jakub.kaminskii,
12499540,away,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,32.0,26.0,2.0,,1.0,7.0,7.0,21.0,31.0,2.0,5.0,,,,90.0,48.0,8.4,10.0,0.230072,1,,3.0,1.0,6.0,6.0,1.0,,2.0,2.0,,,1.0,,3.0,2.0,,0.0388,6.0,2.0,,,,True,1.0,0.1308,,,,,2.0,,,1.0
