match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_fouls,captain,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_challengeLost,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_wonContest,stat_bigChanceMissed,stat_outfielderBlock,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goodHighClaim,stat_goals
10664213,home,SV 07 Elversberg,Nicolas Kristof,Nicolas Kristof,,nicolas-kristof,N. Kristof,G,20,186,131,M,1131080,EUR,945648000,G,20,20,False,31.0,14.0,22.0,5.0,12.0,14.0,2.0,17.0,1.0,11.0,2.0,3.0,1.0,90.0,41.0,6.8,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664213,home,SV 07 Elversberg,Marcel Correia,,,marcel-correia,M. Correia,D,,186,14,M,39846,EUR,611280000,D,13,13,False,19.0,12.0,7.0,1.0,9.0,11.0,3.0,8.0,7.0,5.0,,,,90.0,30.0,6.6,7.0,0,1.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10664213,home,SV 07 Elversberg,Kevin Conrad,,,kevin-conrad,K. Conrad,D,,181,4,M,50023,EUR,650246400,D,4,4,False,6.0,5.0,1.0,,5.0,6.0,,,,,,,,15.0,7.0,6.5,1.0,0,,,,1.0,,,True,1.0,,,,,,,,,,,,,,,,,,,,
10664213,home,SV 07 Elversberg,Semih Şahin,,,semih-sahin,S. Şahin,M,8,175,143,M,978767,EUR,945820800,D,18,18,False,27.0,16.0,10.0,3.0,5.0,6.0,11.0,21.0,1.0,7.0,,,,89.0,46.0,6.1,19.0,1,,,5.0,1.0,3.0,2.0,,,1.0,2.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,
10664213,home,SV 07 Elversberg,Robin Fellhauer,,,robin-fellhauer,R. Fellhauer,M,19,185,123,M,860461,EUR,885340800,M,14,14,False,38.0,22.0,14.0,4.0,17.0,25.0,5.0,15.0,4.0,8.0,,,,90.0,57.0,6.2,22.0,0,3.0,1.0,6.0,4.0,,,,3.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
10664213,home,SV 07 Elversberg,Manuel Feil,,,manuel-feil,M. Feil,M,7,169,16,M,814221,EUR,781574400,M,7,7,False,29.0,17.0,5.0,,6.0,9.0,11.0,20.0,2.0,6.0,,,,73.0,43.0,6.6,14.0,1,,,4.0,2.0,,2.0,,1.0,,,,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,,,,,,
10664213,home,SV 07 Elversberg,Thore Jacobsen,Thore,Jacobsen,thore-jacobsen,T. Jacobsen,M,5,182,33,M,798117,EUR,861408000,M,31,31,False,49.0,36.0,12.0,6.0,13.0,17.0,25.0,37.0,2.0,3.0,,,,90.0,68.0,6.9,20.0,0,5.0,,7.0,5.0,1.0,3.0,,4.0,1.0,,,1.0,1.0,2.0,5.0,,,2.0,2.0,,,,,,,,,
10664213,home,SV 07 Elversberg,Maurice Neubauer,,,maurice-neubauer,M. Neubauer,D,33,180,56,M,788286,EUR,830736000,M,33,33,False,44.0,27.0,10.0,1.0,15.0,19.0,13.0,27.0,3.0,8.0,,,,90.0,64.0,6.9,22.0,0,2.0,2.0,4.0,4.0,1.0,1.0,,2.0,,,,,,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,
10664213,home,SV 07 Elversberg,Luca Schnellbacher,,,luca-schnellbacher,L. Schnellbacher,F,24,183,84,M,254133,EUR,768182400,F,24,24,False,16.0,12.0,3.0,2.0,6.0,7.0,6.0,9.0,2.0,4.0,,,,90.0,26.0,6.7,7.0,4,5.0,1.0,10.0,1.0,,3.0,,,1.0,1.0,1.0,,,1.0,,,3.0,1.0,,,2.0,,,,,,,
10664213,home,SV 07 Elversberg,Kevin Koffi,Kevin,Koffi,kevin-koffi,K. Koffi,F,,181,17,M,939422,EUR,520041600,F,30,30,False,18.0,14.0,,,6.0,7.0,8.0,11.0,,5.0,,,,73.0,36.0,6.3,12.0,1,1.0,,10.0,5.0,2.0,2.0,,1.0,4.0,4.0,,3.0,3.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,
