match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,captain,stat_fouls,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,player_sofascoreId,stat_totalOffside,stat_hitWoodwork
11369940,home,RSC Anderlecht,Kasper Dolberg,kasper-dolberg,K. Dolberg,F,9,187.0,4191,M,795761,EUR,876096000,F,12,12,False,6.0,3.0,,,2.0,3.0,1.0,3.0,1.0,1.0,,,,45.0,12.0,6.2,8.0,0.00056488,0,,,,4.0,1.0,,,,,2.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,KDolberg,,
11369940,home,RSC Anderlecht,Louis Patris,louis-patris,L. Patris,M,27,187.0,275,M,923972,EUR,991872000,D,22,22,True,25.0,15.0,4.0,,7.0,9.0,8.0,17.0,2.0,5.0,,,,45.0,46.0,7.2,15.0,0.0152096,0,,,,1.0,9.0,,2.0,6.0,1.0,2.0,,,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,
11369940,home,RSC Anderlecht,Thorgan Hazard,thorgan-hazard,T. Hazard,F,11,174.0,3646,M,94286,EUR,733363200,M,11,11,True,16.0,13.0,,,3.0,5.0,10.0,11.0,2.0,1.0,,,,45.0,35.0,7.2,8.0,0.105207,1,,,,4.0,6.0,,2.0,,,3.0,3.0,,1.0,2.0,2.0,,,2.0,,,,,2.0,2.0,,,,0.0426,,1.0,THazard,2.0,
11369940,home,RSC Anderlecht,Luis Vázquez,luis-vazquez,L. Vázquez,F,19,191.0,1685,M,974713,EUR,988070400,F,20,20,True,13.0,12.0,,,9.0,10.0,3.0,3.0,,4.0,,,,45.0,20.0,7.3,6.0,0.0182981,2,,,,4.0,,,,,,2.0,,1.0,,,,,,,,,,,,3.0,2.0,,1.0,0.4098,0.4868,,,,1.0
11369940,home,RSC Anderlecht,Kristian Arnstad,kristian-arnstad,K. Arnstad,M,10,171.0,574,M,984989,EUR,1062892800,M,61,61,True,14.0,5.0,4.0,1.0,5.0,8.0,,6.0,2.0,,,,,26.0,24.0,6.1,14.0,0.00034981,0,,,,4.0,,,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,
11369940,home,RSC Anderlecht,Majeed Ashimeru,majeed-ashimeru,M. Ashimeru,M,18,182.0,1285,M,901149,EUR,876441600,M,18,18,True,5.0,3.0,1.0,,1.0,1.0,2.0,4.0,1.0,2.0,,,,1.0,8.0,,3.0,0.00548613,0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369940,home,RSC Anderlecht,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186.0,174,M,96542,EUR,731203200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369940,home,RSC Anderlecht,Nilson Angulo,nilson-angulo,N. Angulo,F,10,182.0,4530,M,1116571,EUR,1055980800,F,32,32,True,,,,,,,,,,,,,,,,,,,0,,Nilson Angulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369940,away,Cercle Brugge,Warleson,warleson,Warleson,G,1,191.0,144,M,861071,EUR,841449600,G,1,1,False,24.0,10.0,22.0,9.0,3.0,4.0,7.0,20.0,,3.0,,2.0,2.0,90.0,27.0,6.7,14.0,0.00260593,0,-0.5025,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11369940,away,Cercle Brugge,Edgaras Utkus,edgaras-utkus,E. Utkus,D,3,190.0,321,M,921180,EUR,961632000,D,3,3,False,21.0,14.0,3.0,2.0,7.0,8.0,7.0,13.0,1.0,4.0,,,,57.0,32.0,7.0,7.0,0.00941444,2,,,,4.0,9.0,,,4.0,3.0,,1.0,3.0,4.0,,,,,1.0,,,,,1.0,,,,,0.0862,,2.0,,,
11369940,away,Cercle Brugge,Jesper Daland,jesper-daland,J. Daland,D,2,188.0,224,M,958915,EUR,947116800,D,4,4,False,56.0,40.0,12.0,4.0,20.0,23.0,20.0,33.0,,10.0,,,,90.0,65.0,6.8,19.0,0.0343408,1,,,,4.0,3.0,1.0,2.0,2.0,2.0,3.0,,2.0,1.0,,,,,1.0,,,,,1.0,,,,,0.0219,,1.0,,,
11369940,away,Cercle Brugge,Senna Miangue,senna-miangue,S. Miangue,D,18,195.0,115,M,827573,EUR,855100800,D,18,18,False,33.0,19.0,4.0,1.0,7.0,12.0,12.0,21.0,3.0,6.0,,,,70.0,51.0,6.2,17.0,0.22054,1,,Senna,Miangue,4.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,0.0376,,1.0,,,
11369940,away,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,M,34,34,False,28.0,17.0,5.0,2.0,5.0,6.0,13.0,24.0,,4.0,,,,90.0,54.0,7.0,19.0,0.197495,1,,,,7.0,9.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,,True,1.0,,2.0,1.0,,2.0,1.0,,,,0.0684,,1.0,,1.0,
11369940,away,Cercle Brugge,Hannes Van Der Bruggen,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180.0,73,M,94290,EUR,733622400,M,28,28,False,49.0,33.0,4.0,1.0,8.0,10.0,25.0,39.0,,11.0,,,,90.0,59.0,6.6,20.0,0.193298,0,,,,7.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,1.0,1.0,,,,,,,,,
11369940,away,Cercle Brugge,Félix Lemaréchal,felix-lemarechal,F. Lemaréchal,M,80,181.0,808,M,1130942,EUR,1060214400,M,6,6,False,42.0,31.0,1.0,,9.0,10.0,27.0,45.0,,8.0,,,,90.0,88.0,7.5,30.0,0.338728,2,,,,14.0,11.0,3.0,2.0,5.0,5.0,4.0,,1.0,2.0,7.0,4.0,1.0,,3.0,,13.0,5.0,,5.0,4.0,1.0,,,0.0353,0.2872,1.0,,,
11369940,away,Cercle Brugge,Flávio Nazinho,nazinho-flavio,F. Nazinho,D,20,180.0,637,M,1006113,EUR,1058659200,M,20,20,False,14.0,7.0,1.0,,2.0,2.0,5.0,18.0,,1.0,,,,45.0,31.0,6.5,17.0,0.0388053,1,,,,4.0,,,,,,2.0,,,,1.0,,,,3.0,,6.0,,,,,1.0,,,0.0214,0.0965,,,1.0,
11369940,away,Cercle Brugge,Yann Gboho,yann-gboho,Y. Gboho,F,10,173.0,972,M,911851,EUR,979430400,F,10,10,False,33.0,20.0,,,3.0,4.0,17.0,29.0,,7.0,,,,90.0,65.0,6.9,30.0,0.150238,6,,,,11.0,5.0,1.0,,2.0,2.0,9.0,2.0,2.0,,6.0,1.0,,,,,,,,3.0,3.0,2.0,2.0,,0.2231,0.3001,2.0,,,
11369940,away,Cercle Brugge,Alan Minda,minda-alan,A. Minda,F,27,171.0,2590,M,1122552,EUR,1052870400,F,11,11,False,17.0,12.0,,,2.0,2.0,10.0,15.0,,2.0,,,,90.0,36.0,6.9,11.0,0.0481008,2,,,,5.0,5.0,,,,,3.0,1.0,3.0,2.0,2.0,2.0,,,,,,,,2.0,2.0,1.0,,,0.1252,0.0582,1.0,,1.0,
11369940,away,Cercle Brugge,Kazeem Olaigbe,kazeem-olaigbe,K. Olaigbe,F,70,178.0,763,M,1004346,EUR,1041465600,F,19,19,False,21.0,13.0,,,,,13.0,23.0,1.0,2.0,,,,78.0,40.0,7.1,19.0,0.0337562,2,,,,8.0,3.0,2.0,,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,,,2.0,,,1.0,5.0,2.0,,,0.1583,0.8784,,,1.0,
11369940,away,Cercle Brugge,Jordan Semedo Varela,jordan-varela,J. Semedo Varela,D,20,175.0,96,M,1158020,EUR,1042588800,D,77,77,True,15.0,14.0,1.0,1.0,2.0,2.0,12.0,13.0,2.0,2.0,,,,45.0,29.0,6.7,4.0,0.00969008,0,,Jordan,Semedo Varela,2.0,3.0,1.0,,2.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11369940,away,Cercle Brugge,Boris Popović,boris-popovic,B. Popović,D,5,189.0,111,M,902050,EUR,951523200,D,5,5,True,15.0,12.0,5.0,2.0,5.0,6.0,7.0,9.0,2.0,2.0,,,,33.0,23.0,6.8,4.0,0.00275775,0,,,,1.0,2.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
11369940,away,Cercle Brugge,Leonardo Lopes,leonardo-lopes,L. Lopes,M,22,168.0,202,M,783478,EUR,912384000,M,22,22,True,11.0,8.0,,,1.0,1.0,7.0,10.0,,1.0,,,,20.0,14.0,6.8,4.0,0.0188791,1,,,,2.0,1.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,0.1416,,1.0,,,
11369940,away,Cercle Brugge,Jonas Lietaert,lietaert-jonas,J. Lietaert,D,76,190.0,52,M,1469335,EUR,1089936000,D,76,76,True,10.0,4.0,3.0,,1.0,4.0,3.0,7.0,,3.0,,,,12.0,20.0,6.5,10.0,0.00262783,0,,Jonas Lietaert,,1.0,2.0,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,
11369940,away,Cercle Brugge,Maxime Delanghe,maxime-delanghe,M. Delanghe,G,21,189.0,144,M,909953,EUR,990576000,G,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369940,away,Cercle Brugge,Rayan El Bahri,el-bahri-rayan,R. E. Bahri,M,68,,20,M,1625851,EUR,1076630400,F,68,68,True,,,,,,,,,,,,,,,,,,,0,,Rayan El Bahri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369940,away,Cercle Brugge,Romaric Etonde,etonde-romaric,R. Etonde,F,17,,50,M,1415437,EUR,1114819200,F,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
