match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated
10411579,home,Empoli,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,13,13,False,43.0,34.0,18.0,10.0,28.0,30.0,6.0,13.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,3.0,1.0,90.0,55.0,7.6,9.0,0.0,0.0,0.00272169,0,0.142416,,,,,,,,,,,,,,,,,,,,,,,,,
10411579,home,Empoli,Tyronne Ebuehi,tyronne-ebuehi,T. Ebuehi,D,24,187,664,M,,580512,EUR,819072000,D,24,24,False,23.0,16.0,2.0,,11.0,14.0,5.0,9.0,,,1.0,6.0,,7.0,,,,,90.0,49.0,7.2,13.0,0.0,0.0,0.0114488,0,,,,5.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411579,home,Empoli,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188,1151,M,,840414,EUR,844041600,D,34,34,False,52.0,45.0,5.0,1.0,40.0,43.0,5.0,9.0,2.0,2.0,2.0,3.0,8.0,4.0,,,,,90.0,66.0,7.4,7.0,0.0,0.0,0.100922,0,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,
10411579,home,Empoli,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191,784,M,,352736,EUR,841968000,D,33,33,False,75.0,66.0,11.0,4.0,54.0,56.0,13.0,20.0,1.0,1.0,2.0,6.0,1.0,4.0,,,,,90.0,88.0,7.5,9.0,0.1442,0.0,0.0358495,3,,,,4.0,2.0,,1.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,
10411579,home,Empoli,Fabiano Parisi,fabiano-parisi,F. Parisi,D,65,178,788,M,,972886,EUR,973728000,D,65,65,False,40.0,35.0,5.0,2.0,17.0,17.0,18.0,24.0,,1.0,6.0,2.0,1.0,5.0,,,,,90.0,67.0,6.6,12.0,0.0784,0.0,0.0496182,2,,,,,,2.0,,1.0,,,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,
10411579,home,Empoli,Jacopo Fazzini,jacopo-fazzini,J. Fazzini,F,22,178,840,M,,1012179,EUR,1047772800,M,21,21,False,15.0,15.0,,,11.0,11.0,4.0,4.0,,,3.0,2.0,,3.0,,,,,56.0,26.0,6.5,3.0,0.0879,0.0,0.00539505,2,,,,2.0,1.0,1.0,,1.0,,,,,1.0,,2.0,,,1.0,,,,,,,,
10411579,home,Empoli,Răzvan Marin,razvan-marin,R. Marin,M,18,178,3932,M,,279563,EUR,832809600,M,18,18,False,65.0,50.0,10.0,5.0,31.0,36.0,21.0,32.0,1.0,,6.0,8.0,1.0,9.0,,,,,90.0,85.0,7.8,19.0,0.0,0.0,0.198861,0,,,,7.0,3.0,,1.0,1.0,1.0,1.0,3.0,2.0,,2.0,2.0,,,,3.0,,,,,,,
10411579,home,Empoli,Filippo Bandinelli,filippo-bandinelli,F. Bandinelli,M,25,180,70,M,,812332,EUR,796435200,M,25,25,False,39.0,33.0,5.0,2.0,21.0,23.0,12.0,20.0,,,3.0,5.0,1.0,5.0,,,,,78.0,58.0,6.8,13.0,0.0217,0.0,0.0100804,1,,,,1.0,1.0,1.0,3.0,2.0,,,4.0,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,
10411579,home,Empoli,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,,1012172,EUR,1048377600,M,35,35,False,23.0,19.0,1.0,,8.0,9.0,11.0,14.0,,,3.0,2.0,,2.0,,,,,78.0,34.0,7.3,7.0,0.238,0.474155,0.0232853,2,,,,2.0,,1.0,,,,,,,,1.0,,2.0,,1.0,4.0,,1.0,1.0,,,,
10411579,home,Empoli,Martín Satriano,martin-satriano,M. Satriano,F,10,187,2192,M,,973536,EUR,982627200,F,9,9,False,9.0,8.0,,,2.0,2.0,6.0,10.0,,1.0,5.0,7.0,1.0,1.0,,,,,78.0,28.0,7.0,10.0,0.1549,0.0,0.236984,2,,,,2.0,1.0,1.0,2.0,1.0,,,3.0,,2.0,,4.0,2.0,2.0,,2.0,,,,1.0,4.0,,
