match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_challengeLost,stat_errorLeadToAShot,stat_totalOffside,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,player_sofascoreId,player_firstName,stat_penaltyWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_lastName,stat_penaltyFaced,stat_penaltyConceded
14907281,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,55.0,39.0,21.0,6.0,0.0,35.0,37.0,4.0,18.0,3.0,13.0,2.0,2.0,2.0,90.0,67.0,6.7,16.0,0.00103765,70.515574736713,15.0,48.195,9.765,0.0219,0,0.0772,0.05,-0.01,0.24,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14907281,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,41.0,32.0,11.0,5.0,0.0,20.0,26.0,12.0,15.0,1.0,3.0,,,,90.0,64.0,7.6,13.0,0.230522,94.296842558578,10.0,-28.035,6.195,,0,,0.39,0.1,0.18,,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14907281,home,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,5,5,False,44.0,35.0,13.0,7.0,0.0,24.0,29.0,11.0,15.0,8.0,2.0,,,,90.0,56.0,7.3,9.0,0.00553201,39.911872802146,4.0,8.715,15.015,,0,,0.25,0.01,0.43,,,,2.0,2.0,3.0,3.0,,,2.0,1.0,,,,1.0,,True,1.0,,,,,,,,,,,,,,,,,,,,,
14907281,home,Fulham,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,868715,EUR,942796800,D,15,15,False,79.0,64.0,12.0,5.0,0.0,52.0,58.0,12.0,21.0,6.0,4.0,,,,90.0,90.0,7.2,15.0,0.00451039,216.61831769741,26.0,133.245,18.585,,0,,0.1,0.13,0.35,,,,3.0,2.0,4.0,4.0,,,1.0,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14907281,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,44.0,29.0,2.0,,0.0,16.0,21.0,13.0,23.0,4.0,6.0,,,,90.0,71.0,7.2,21.0,0.101543,115.40867656924,12.0,42.42,31.395,,0,,0.25,0.12,0.19,,4.0,2.0,1.0,1.0,2.0,5.0,,,,4.0,2.0,1.0,,,2.0,,1.0,,,1.0,1.0,2.0,31.817514814957,1.0,,,,,,,,,,,,,,
14907281,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,20,20,False,37.0,29.0,1.0,,0.0,18.0,24.0,11.0,13.0,2.0,5.0,,,,90.0,54.0,7.0,9.0,0.0162317,47.414303960513,8.0,1.785,6.72,,1,,0.0,0.04,0.2,,,,3.0,2.0,4.0,9.0,,,1.0,5.0,4.0,1.0,2.0,1.0,3.0,,,,,,,,,,1.0,0.0569,-0.35,,,,,,,,,,,
14907281,home,Fulham,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,34.0,31.0,1.0,,0.0,24.0,26.0,7.0,8.0,2.0,3.0,,,,66.0,46.0,6.8,7.0,0.00660025,93.424388771629,12.0,14.28,7.77,,0,,0.03,0.09,0.0,,,,1.0,4.0,3.0,5.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14907281,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,355528,EUR,858988800,M,8,8,False,17.0,14.0,1.0,1.0,0.0,4.0,5.0,10.0,12.0,1.0,,,,,84.0,28.0,6.7,7.0,0.0102345,56.775908953498,7.0,20.16,10.29,,1,,-0.01,0.12,-0.02,,1.0,,,,2.0,4.0,,,,2.0,2.0,2.0,1.0,,,,,2.0,1.0,1.0,,,16.5169761155,1.0,,0.0165,-0.06,1.0,,,,,,,,,,
14907281,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,867445,EUR,964742400,M,32,32,False,50.0,46.0,,,0.0,30.0,32.0,16.0,18.0,,10.0,,,,85.0,57.0,6.8,7.0,0.0251496,95.369986711168,12.0,36.435,18.9,,0,,0.08,0.03,-0.03,,,,,,1.0,1.0,,,1.0,,,3.0,1.0,,1.0,,,,,1.0,,,,,,,,,esr,,,,,,,,,
14907281,home,Fulham,Kevin,kevin,Kevin,M,22,176,5325,M,1112879,EUR,1041638400,M,22,22,False,25.0,21.0,1.0,1.0,0.0,7.0,8.0,14.0,17.0,,5.0,,,,78.0,45.0,8.1,8.0,0.0345753,117.71221229388,8.0,104.895,30.555,,3,,0.26,0.52,0.21,,1.0,1.0,1.0,2.0,3.0,9.0,,,,3.0,1.0,,1.0,,1.0,,,5.0,3.0,,,,87.920449049122,4.0,,0.1086,-0.54,3.0,,Kevin,1.0,,,,,,,
14907281,home,Fulham,Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,189,17432,M,192442,EUR,673401600,F,7,7,False,25.0,16.0,,,0.0,5.0,6.0,11.0,19.0,1.0,2.0,,,,85.0,46.0,6.9,13.0,0.0205589,86.829308790231,10.0,-3.36,17.64,,5,,0.01,0.15,0.13,,,,3.0,3.0,5.0,5.0,2.0,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,,,,29.237844262852,2.0,2.0,1.2878,0.14,2.0,RJimenez9,,,1.0,1.0,1.0,0.7469,,,
14907281,home,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,581,M,82566,EUR,664329600,M,10,10,True,25.0,24.0,1.0,1.0,0.0,11.0,11.0,13.0,14.0,,1.0,,,,24.0,28.0,6.7,2.0,0.00861709,83.939962151417,9.0,38.535,27.3,,1,,0.06,0.18,0.13,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,27.83673112993,1.0,1.0,0.0267,-0.2,,,,,,,,,,,
14907281,home,Fulham,Joshua King,joshua-king,J. King,M,24,172,1804,M,1546231,EUR,1167782400,M,24,24,True,6.0,6.0,,,0.0,2.0,2.0,4.0,4.0,1.0,2.0,,,,12.0,14.0,7.0,3.0,0.00840654,59.650972993103,5.0,38.85,22.26,,0,,0.12,-0.6,0.18,,,,,,1.0,3.0,,,,1.0,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,Joshua King,,,,,,,,
14907281,home,Fulham,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,286165,EUR,822528000,F,11,11,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,,,,13.0,6.0,6.5,2.0,0.00153488,11.167023999258,1.0,10.395,10.395,,0,,0.0,0.03,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,adamatrd,,,,,,,,,
14907281,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,True,4.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,,,,,,12.0,4.0,6.7,,0.00036272,3.2707223972694,1.0,1.155,1.155,,0,,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14907281,home,Fulham,Jonah Kusi-Asare,jonah-kusi-asare,J. Kusi-Asare,F,18,196,3959,M,1503757,EUR,1183507200,F,18,18,True,5.0,3.0,,,0.0,,,3.0,5.0,,2.0,,,,12.0,5.0,6.5,2.0,0.00281104,42.865313246158,3.0,40.005,26.775,,0,,0.17,0.17,0.14,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,28.725317073968,1.0,,,,,,,,,,,,,,
