match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,captain,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_blockedScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAShot
14064483,home,Nice,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186.0,170,M,96542,EUR,731203200,G,31,31,False,25.0,11.0,16.0,2.0,0.0,11.0,15.0,10.0,1.0,5.0,2.0,2.0,1.0,1.0,90.0,30.0,6.6,15.0,0.00010928,47.919456539061,10.0,13.613041990621,0.0,0.1327,0,0.5225,0.01,-0.04,-0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064483,home,Nice,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178.0,2004,M,821728,EUR,717379200,D,92,92,False,32.0,24.0,3.0,2.0,0.0,11.0,12.0,20.0,2.0,3.0,,,,,90.0,63.0,7.2,17.0,0.122905,91.295886069314,7.0,71.472382144697,2.0,,1,,0.29,0.09,0.17,,,,13.0,6.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.0166,26.555575540534,54.939685641077,3.0,-0.06,,,,,,,,,,,,,,,,,,
14064483,home,Nice,Kojo Peprah Oppong,peprah-oppong-kojo,K. P. Oppong,D,37,185.0,1391,M,1473092,EUR,1086307200,D,37,37,False,23.0,20.0,3.0,1.0,0.0,16.0,17.0,6.0,3.0,4.0,,,,,90.0,32.0,7.1,3.0,0.00110375,26.824056153711,4.0,-4.2097239051298,0.0,,0,,-0.01,0.0,0.37,,,,4.0,,,1.0,1.0,3.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
14064483,home,Nice,Dante,dante,Dante,D,4,188.0,1257,M,3577,EUR,435283200,D,4,4,False,33.0,26.0,4.0,1.0,0.0,15.0,18.0,15.0,9.0,5.0,,,,,90.0,48.0,7.1,7.0,0.00345225,95.527421290931,14.0,12.474346775051,0.0,,1,,-0.07,0.08,0.37,,,,11.0,,,1.0,2.0,5.0,,,1.0,2.0,1.0,1.0,,1.0,0.095,,,,-0.31,4.0,,,True,,,,,,,,,,,,,,
14064483,home,Nice,Ali Abdi,ali-abdi,A. Abdi,M,2,183.0,4213,M,919027,EUR,756345600,D,2,2,False,26.0,17.0,5.0,,0.0,8.0,13.0,13.0,3.0,8.0,,,,,90.0,62.0,6.4,22.0,0.00822201,114.30221048332,12.0,37.921200182413,2.0,,1,,0.05,0.04,-0.13,,,,9.0,4.0,,3.0,13.0,7.0,3.0,6.0,1.0,,,,2.0,1.0,0.0096,24.154809237698,40.667850236996,,-0.11,3.0,,1.0,,3.0,3.0,,,,,,,,,,,,
14064483,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182.0,499,M,250133,EUR,777168000,M,8,8,False,34.0,32.0,6.0,5.0,0.0,14.0,14.0,20.0,1.0,13.0,,,,,84.0,54.0,7.4,9.0,0.0330019,154.63648479723,12.0,-16.922784682279,1.0,,1,,0.35,0.05,0.26,,,,18.0,3.0,,,4.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0198,20.925428015204,26.442957947249,2.0,-0.03,2.0,,,,,1.0,,,,,,,,,,,,
14064483,home,Nice,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182.0,622,M,928033,EUR,905904000,M,24,24,False,37.0,29.0,4.0,2.0,0.0,12.0,14.0,23.0,4.0,2.0,,,,,89.0,49.0,6.4,11.0,0.0155225,44.634752206913,8.0,22.324222652728,0.0,,0,,0.03,0.02,-0.06,,,,17.0,1.0,,1.0,5.0,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,
14064483,home,Nice,Gabin Bernardeau,gabin-bernardeau,G. Bernardeau,M,23,181.0,228,M,1893993,EUR,1138060800,M,23,23,False,27.0,16.0,5.0,3.0,0.0,4.0,5.0,22.0,2.0,5.0,,,,,64.0,44.0,7.1,16.0,0.11534,36.464460496539,6.0,8.4115487875029,1.0,,1,,0.29,0.08,-0.04,,,,12.0,3.0,1.0,1.0,6.0,7.0,1.0,1.0,,,3.0,3.0,1.0,1.0,0.0297,6.7825518839303,11.145115925821,1.0,-0.08,1.0,,3.0,,2.0,,1.0,0.051,,,,,,,,,,
14064483,home,Nice,Sofiane Diop,sofiane-diop,S. Diop,M,10,175.0,3842,M,944164,EUR,960508800,M,10,10,False,42.0,32.0,4.0,2.0,0.0,13.0,13.0,29.0,1.0,5.0,,,,,84.0,71.0,6.5,21.0,0.0294497,135.48536940572,16.0,75.8079733347,3.0,,3,,-0.07,0.34,0.23,,,,19.0,2.0,,3.0,8.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,0.1359,14.914662752627,43.464013006524,2.0,-0.51,,1.0,3.0,,,,1.0,,1.0,,,,,,,,,
14064483,home,Nice,Tom Louchet,tom-louchet,T. Louchet,M,20,176.0,395,M,1127313,EUR,1052006400,M,20,20,False,18.0,12.0,,,0.0,4.0,6.0,12.0,1.0,2.0,,,,,64.0,31.0,6.7,11.0,0.0186561,67.337487588072,6.0,38.53359203385,2.0,,1,,0.12,0.04,0.14,,,,8.0,1.0,,,4.0,3.0,1.0,2.0,,,2.0,2.0,1.0,,0.0377,31.617216211422,49.093827539964,1.0,-0.11,,,1.0,,1.0,,,,,1.0,,,,,,,,
