match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_ownGoals,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_interceptionWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goals,stat_penaltyWon,stat_totalOffside,stat_errorLeadToAGoal,stat_penaltyConceded,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_clearanceOffLine
14109725,home,Trabzonspor,André Onana,,,andre-onana,A. Onana,G,24,190,53710,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,32.0,27.0,6.0,2.0,0.0,26.0,30.0,1.0,2.0,6.0,3.0,4.0,90.0,37.0,6.7,5.0,0.0002071,65.276024994548,12.0,30.135,12.18,0.1662,0,0.0013000000000001,0.01,0.02,-0.12,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109725,home,Trabzonspor,Wagner Pina,,,wagner-pina,W. Pina,M,20,180,484,M,,1513625,EUR,1036281600,D,20,20,False,55.0,52.0,3.0,2.0,0.0,28.0,31.0,24.0,24.0,9.0,,,90.0,75.0,7.4,9.0,0.174075,116.2912695218,14.0,63.63,28.245,,1,,0.34,0.29,0.17,,1.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0355,0.1306,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,
14109725,home,Trabzonspor,Okay Yokuşlu,,,okay-yokuslu,O. Yokuşlu,M,5,190,809,M,,97967,EUR,763171200,D,5,5,False,52.0,48.0,5.0,4.0,0.0,32.0,34.0,16.0,18.0,4.0,,,90.0,71.0,7.4,5.0,0.426804,183.17278129453,19.0,117.915,25.62,,0,,0.64,0.1,-0.54,,,,8.0,6.0,,1.0,1.0,,9.0,,,,,,True,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,
14109725,home,Trabzonspor,Arseniy Batagov,,,arsenii-batahov,A. Batagov,D,44,185,941,M,,981395,EUR,1015286400,D,44,44,False,51.0,44.0,7.0,4.0,0.0,27.0,28.0,17.0,23.0,3.0,,,90.0,69.0,7.1,8.0,0.0091767,188.61344060946,21.0,129.78,25.83,,1,,0.25,0.13,0.23,,,,3.0,5.0,,1.0,1.0,1.0,7.0,3.0,1.0,0.2557,,-0.6,,,1.0,2.0,,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
14109725,home,Trabzonspor,Mustafa Eskihellaç,,,mustafa-eskihellac,M. Eskihellaç,D,19,175,571,M,,899069,EUR,862790400,D,19,19,False,24.0,22.0,2.0,1.0,1.0,5.0,6.0,17.0,18.0,5.0,,,85.0,55.0,6.7,9.0,0.147738,137.00362680727,11.0,94.815,28.875,,2,,0.26,0.19,-0.13,,2.0,2.0,6.0,5.0,1.0,2.0,,,1.0,2.0,2.0,0.0263,,-0.19,,,1.0,,1.0,,,4.0,2.0,3.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,
14109725,home,Trabzonspor,Christ Inao Oulaï,Christ Inao Oulaï,,christ-inao-oulai,C. I. Oulaï,M,42,173,9524,M,,1888002,EUR,1144281600,M,42,42,False,55.0,51.0,5.0,4.0,0.0,21.0,21.0,30.0,34.0,7.0,,,90.0,69.0,6.6,10.0,0.0152528,186.01275553637,20.0,68.88,20.055,,1,,0.09,0.54,-0.1,,,,8.0,3.0,1.0,3.0,1.0,,1.0,1.0,,0.0271,,-0.04,,,,2.0,,,,2.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,
14109725,home,Trabzonspor,Benjamin Bouchouari,,,benjamin-bouchouari,B. Bouchouari,M,8,165,2367,M,,1046446,EUR,1005609600,M,8,8,False,45.0,40.0,1.0,1.0,0.0,15.0,18.0,25.0,27.0,3.0,,,72.0,54.0,6.6,8.0,0.0193909,211.22345911517,20.0,55.125,15.12,,0,,-0.04,0.21,-0.2,,,,4.0,4.0,2.0,2.0,1.0,,,,,,,,,,,1.0,,,,,3.0,,1.0,,,,,1.0,,,,,,,,,,
14109725,home,Trabzonspor,Oleksandr Zubkov,,,oleksandr-zubkov,O. Zubkov,M,22,182,1318,M,,353282,EUR,839030400,M,22,22,False,37.0,30.0,7.0,4.0,0.0,8.0,11.0,22.0,26.0,7.0,,,89.0,55.0,7.8,17.0,0.504618,224.89360000111,20.0,69.615,29.085,,3,,0.95,0.34,-0.02,,9.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,0.3733,,-0.54,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,
14109725,home,Trabzonspor,Ernest Muçi,,,ernest-muci,E. Muçi,M,10,180,5691,M,ernest_muci,924670,EUR,984960000,M,10,10,False,34.0,26.0,,,0.0,7.0,9.0,19.0,25.0,3.0,,,85.0,57.0,7.8,18.0,0.0605765,153.71841163762,13.0,46.83,23.31,,4,,-0.06,0.25,-0.08,,2.0,1.0,5.0,4.0,1.0,3.0,1.0,2.0,,1.0,1.0,0.1674,0.5009,0.53,,1.0,,,,,,5.0,2.0,1.0,4.0,,,1.0,1.0,,1.0,1.0,,,,,,,,
14109725,home,Trabzonspor,Kazeem Olaigbe,,,kazeem-olaigbe,K. Olaigbe,F,70,178,767,M,,1004346,EUR,1041465600,M,70,70,False,27.0,23.0,1.0,1.0,0.0,9.0,11.0,14.0,16.0,5.0,,,73.0,44.0,6.8,14.0,0.137434,134.05756899507,11.0,108.57,31.185,,3,,0.27,0.41,-0.05,,3.0,,4.0,4.0,2.0,3.0,1.0,1.0,,1.0,1.0,0.2384,0.0234,-0.12,,,,,,,,2.0,2.0,1.0,,,,,2.0,,,,,,,,,,,
14109725,home,Trabzonspor,Paul Onuachu,,,paul-onuachu,P. Onuachu,F,30,201,6791,M,,295123,EUR,770083200,F,30,30,False,23.0,17.0,,,0.0,8.0,9.0,9.0,14.0,1.0,,,90.0,39.0,8.5,10.0,0.121439,28.069573144371,5.0,7.665,8.61,,4,,0.29,-0.64,0.29,,,,5.0,7.0,2.0,1.0,,3.0,2.0,1.0,,1.4102,1.2975,0.65,,1.0,5.0,,,,,1.0,1.0,1.0,2.0,1.0,,1.0,,,2.0,,,,,,,,,
