match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_gender,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_outfielderBlock,stat_keyPass,stat_wonContest,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,captain,stat_shotOffTarget,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork
10433997,home,Ümraniyespor,Serkan Kırıntılı,serkan-kirintili,S. Kırıntılı,G,185,34,5247,EUR,477273600,G,1,1,False,31.0,25.0,10.0,5.0,23.0,25.0,2.0,6.0,8.0,1.0,1.0,90.0,40.0,6.1,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433997,home,Ümraniyespor,Strahil Popov,strahil-popov,S. Popov,D,185,50,52001,EUR,652060800,D,90,90,False,53.0,41.0,4.0,1.0,25.0,32.0,16.0,24.0,1.0,,,90.0,82.0,6.1,21.0,0,M,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10433997,home,Ümraniyespor,Allyson,allyson,Allyson,D,184,69,809194,EUR,656640000,D,33,33,False,81.0,72.0,6.0,4.0,61.0,67.0,11.0,14.0,11.0,,,90.0,94.0,6.9,9.0,0,M,,2.0,3.0,9.0,,,1.0,1.0,3.0,3.0,,4.0,2.0,,,3,1.0,1.0,1.0,,,,,,,,,,,,,,
10433997,home,Ümraniyespor,Mustafa Eser,eser-mustafa,M. Eser,D,185,9,1033248,EUR,999043200,D,4,4,False,66.0,58.0,5.0,2.0,50.0,55.0,8.0,11.0,7.0,,,90.0,80.0,6.5,10.0,0,M,,2.0,2.0,3.0,,2.0,5.0,1.0,,,1.0,,1.0,,,4,,2.0,,1.0,,,,,,,,,,,,,
10433997,home,Ümraniyespor,Onur Atasayar,atasayar-onur,O. Atasayar,D,184,9,785819,EUR,788918400,D,16,16,False,19.0,12.0,5.0,2.0,8.0,9.0,4.0,10.0,,,,45.0,30.0,6.5,10.0,0,M,,1.0,4.0,1.0,,2.0,,1.0,,,,,1.0,,,16,,,2.0,,1.0,1.0,1.0,,,,,,,,,,
10433997,home,Ümraniyespor,Serkan Göksu,serkan-goksu,S. Göksu,M,182,8,595044,EUR,737769600,M,8,8,False,31.0,22.0,1.0,,16.0,21.0,6.0,10.0,8.0,,,64.0,34.0,6.2,10.0,0,M,,,7.0,1.0,3.0,,,,,,,1.0,1.0,,,8,2.0,1.0,1.0,,,1.0,,True,,,,,,,,,
10433997,home,Ümraniyespor,Isaac Sackey,isaac-sackey,I. Sackey,M,190,64,292965,EUR,765417600,M,5,5,False,50.0,45.0,8.0,6.0,35.0,37.0,10.0,13.0,4.0,,,90.0,62.0,6.7,6.0,1,M,,,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,,,,,,,,
10433997,home,Ümraniyespor,Durel Avounou,durel-avounou,D. Avounou,M,179,115,878635,EUR,875145600,M,14,14,False,19.0,18.0,1.0,1.0,11.0,11.0,8.0,9.0,3.0,,,80.0,35.0,6.7,6.0,2,M,1.0,,6.0,3.0,1.0,,1.0,,3.0,1.0,1.0,,2.0,,,92,,1.0,1.0,,,3.0,,,1.0,1.0,1.0,,,,,,
10433997,home,Ümraniyespor,Geraldo,geraldo,Geraldo,M,170,192,244089,EUR,690854400,F,29,29,False,12.0,10.0,1.0,1.0,4.0,4.0,6.0,12.0,1.0,,,64.0,31.0,6.7,14.0,2,M,4.0,1.0,5.0,5.0,,1.0,,,,,3.0,3.0,,,,29,,,,1.0,,5.0,,,1.0,,1.0,,,,,,
10433997,home,Ümraniyespor,Umut Nayir,mehmet-umut-nayir,U. Nayir,F,191,738,284767,EUR,741225600,F,18,18,False,16.0,11.0,1.0,1.0,4.0,4.0,7.0,12.0,2.0,,,90.0,27.0,7.6,7.0,3,M,,3.0,7.0,6.0,,2.0,1.0,1.0,,,2.0,1.0,3.0,,,18,5.0,,2.0,2.0,,,,,2.0,,1.0,1.0,,,,,
10433997,home,Ümraniyespor,Yonathan Del Valle,yonathan-del-valle,Y. D. Valle,M,173,101,34368,EUR,643852800,F,28,28,False,13.0,12.0,1.0,1.0,3.0,3.0,10.0,13.0,4.0,,,73.0,29.0,7.4,6.0,2,M,3.0,1.0,3.0,8.0,,2.0,,,3.0,3.0,1.0,3.0,1.0,,,,,,3.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,
10433997,home,Ümraniyespor,Ermir Lenjani,ermir-lenjani,E. Lenjani,D,175,85,50231,EUR,618278400,D,3,3,True,12.0,10.0,,,7.0,9.0,3.0,5.0,1.0,,,45.0,19.0,6.4,5.0,1,M,2.0,,,1.0,,,,,,,1.0,1.0,,,,33,,,,,,,,,,,1.0,,,,,,
10433997,home,Ümraniyespor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,177,1057,966811,EUR,973296000,M,41,41,True,20.0,16.0,2.0,1.0,12.0,12.0,5.0,9.0,3.0,,,26.0,24.0,6.7,4.0,0,M,1.0,,,1.0,,,,,,,,1.0,,,,17,,,1.0,,,,,,,1.0,,,,,,,
10433997,home,Ümraniyespor,Onur Ayık,onur-ayik,O. Ayık,F,183,5,67140,EUR,633484800,M,11,11,True,13.0,10.0,,,2.0,2.0,8.0,11.0,2.0,,,26.0,19.0,6.6,4.0,0,M,,1.0,2.0,3.0,,1.0,,,1.0,,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,
10433997,home,Ümraniyespor,Metehan Mimaroğlu,metehan-mimaroglu,M. Mimaroğlu,M,178,135,900809,EUR,773539200,F,10,10,True,5.0,5.0,,,,,5.0,7.0,,,,17.0,7.0,6.5,2.0,0,M,2.0,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
10433997,home,Ümraniyespor,Antonio Mršić,antonio-mrsic,A. Mršić,M,187,32,99233,EUR,549849600,M,39,39,True,6.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,,,10.0,9.0,6.7,2.0,0,M,,,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,Antonio,Mršić,18,,,,,,,,,,,,,,,,,
10433997,home,Ümraniyespor,Orkun Özdemir,orkun-ozdemir,O. Özdemir,G,190,20,953335,EUR,798595200,G,13,13,True,,,,,,,,,,,,,,,,0,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433997,home,Ümraniyespor,Fatih Yiğit Şanlıtürk,fatih-yigit-sanliturk,F. Y. Şanlıtürk,M,176,33,1091864,EUR,1041379200,M,23,23,True,,,,,,,,,,,,,,,,0,M,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
