match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wasFouled,captain,stat_wonContest,stat_errorLeadToAShot,stat_fouls,stat_totalCross,stat_aerialLost,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,player_sofascoreId,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_hitWoodwork
12450870,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,31.0,18.0,20.0,7.0,0.0,14.0,14.0,4.0,17.0,13.0,1.0,2.0,4.0,90.0,42.0,6.8,14.0,0.0007881,0,0.2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450870,home,Stade de Reims,Abdoul Kone,Abdoul Koné,,abdoul-kone,A. Koné,D,92,191,290,M,1859949,EUR,1114128000,D,92,92,False,19.0,11.0,4.0,2.0,0.0,8.0,13.0,3.0,6.0,5.0,,,,61.0,38.0,6.6,12.0,0.00119986,0,,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12450870,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,33.0,25.0,8.0,4.0,0.0,18.0,21.0,7.0,12.0,4.0,,,,90.0,54.0,7.7,10.0,0.00613497,0,,1.0,1.0,6.0,,,4.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12450870,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,53.0,43.0,9.0,3.0,0.0,28.0,30.0,15.0,23.0,3.0,,,,90.0,68.0,6.7,12.0,0.0078041,0,,,3.0,6.0,,1.0,2.0,2.0,2.0,3.0,1.0,,2.0,2.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,
12450870,home,Stade de Reims,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,18,18,False,27.0,19.0,5.0,,0.0,12.0,16.0,7.0,14.0,3.0,,,,90.0,47.0,6.2,15.0,0.00516809,0,,3.0,4.0,7.0,1.0,,4.0,,,2.0,1.0,1.0,3.0,1.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,
12450870,home,Stade de Reims,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173,1036,M,1154611,EUR,1124928000,M,6,6,False,20.0,17.0,1.0,1.0,0.0,8.0,10.0,9.0,11.0,2.0,,,,72.0,36.0,6.8,7.0,0.00453006,1,,,3.0,4.0,,1.0,4.0,,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,0.0116,,,,,,,,,,,
12450870,home,Stade de Reims,Amadou Koné,,,kone-amadou,A. Kone,M,72,178,751,M,1586875,EUR,1116028800,M,72,72,False,7.0,7.0,,,0.0,3.0,3.0,4.0,4.0,1.0,,,,15.0,7.0,3.0,,0.0285826,0,,,2.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,
12450870,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,9.0,4.0,2.0,1.0,0.0,,1.0,4.0,8.0,1.0,,,,90.0,26.0,6.9,7.0,0.0305104,1,,4.0,7.0,11.0,1.0,,,,2.0,2.0,2.0,1.0,3.0,3.0,,2.0,,1.0,,4.0,,0.061,1.0,,,,,,,,,,
12450870,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,F,7,7,False,17.0,12.0,1.0,,0.0,7.0,8.0,5.0,11.0,5.0,,,,90.0,32.0,6.4,15.0,0.00943289,0,,,6.0,3.0,,1.0,,,,2.0,1.0,4.0,4.0,,,1.0,,,2.0,2.0,,,,ItouJky,,,,,,,,,
12450870,home,Stade de Reims,Oumar Diakité,,,oumar-diakite,O. Diakité,F,10,181,8439,M,1188191,EUR,1071878400,F,22,22,False,16.0,13.0,,,0.0,7.0,7.0,6.0,9.0,2.0,,,,61.0,28.0,6.7,9.0,0.0423105,0,,,7.0,5.0,1.0,1.0,,,,2.0,2.0,4.0,2.0,2.0,,1.0,,,,4.0,,,,cheick_diakite,,,,,,,,,
