match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_challengeLost,player_sofascoreId,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented
12530737,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185.0,464,M,827418,EUR,852422400,G,16,16,False,39.0,29.0,15.0,6.0,0.0,25.0,29.0,4.0,10.0,2.0,2.0,7.0,3.0,90.0,43.0,7.0,11.0,0.00105001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183.0,505,M,839982,EUR,837561600,D,5,5,False,62.0,60.0,1.0,1.0,0.0,41.0,41.0,19.0,21.0,,2.0,4.0,,90.0,65.0,6.9,2.0,0.00595312,0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Ousseynou Ba,ousseynou-ba,O. Ba,D,27,192.0,385,M,889430,EUR,816048000,D,27,27,False,81.0,78.0,,,0.0,64.0,66.0,14.0,15.0,4.0,5.0,4.0,,90.0,95.0,6.9,3.0,0.00396933,0,3.0,6.0,9.0,,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178.0,140,M,248529,EUR,687052800,D,6,6,False,65.0,57.0,6.0,5.0,0.0,31.0,32.0,28.0,37.0,3.0,6.0,2.0,,90.0,90.0,7.5,15.0,0.064604,0,,,4.0,1.0,1.0,2.0,,,,4.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187.0,216,M,876857,EUR,895881600,M,2,2,False,52.0,45.0,5.0,2.0,0.0,23.0,24.0,22.0,28.0,2.0,4.0,2.0,,90.0,62.0,6.9,8.0,0.014824,0,,1.0,2.0,1.0,,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Yusuf Sarı,yusuf-sari,Y. Sarı,M,7,168.0,562,M,896364,EUR,911520000,M,26,26,False,37.0,31.0,7.0,5.0,0.0,10.0,11.0,22.0,30.0,1.0,4.0,1.0,,69.0,51.0,7.1,14.0,0.177921,0,,4.0,,1.0,1.0,1.0,1.0,,,4.0,1.0,1.0,2.0,2.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175.0,88,M,103912,EUR,694310400,M,42,42,False,55.0,49.0,7.0,4.0,0.0,27.0,28.0,22.0,30.0,,3.0,5.0,,90.0,85.0,7.0,16.0,0.0368242,1,1.0,2.0,3.0,1.0,,2.0,,1.0,,3.0,,1.0,4.0,,,,,1.0,,True,1.0,1.0,0.448,0.5799,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177.0,827,M,280447,EUR,837820800,M,8,8,False,25.0,17.0,1.0,,0.0,2.0,3.0,15.0,24.0,1.0,4.0,5.0,,82.0,40.0,7.1,14.0,0.268285,3,,4.0,1.0,,,2.0,2.0,,,2.0,,,2.0,3.0,,,2.0,1.0,1.0,,1.0,,0.2604,,1.0,1.0,2.0,1.0,,,,,,,,,
12530737,home,Başakşehir FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,25,179.0,1278,M,841012,EUR,833155200,M,25,25,False,31.0,26.0,,,0.0,14.0,15.0,12.0,18.0,4.0,6.0,3.0,,82.0,46.0,6.9,10.0,0.0690565,1,1.0,3.0,1.0,1.0,,1.0,,,,2.0,,1.0,1.0,,,,,1.0,,,,,0.0215,,,1.0,,,1.0,,,,,,,,
12530737,home,Başakşehir FK,Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,9,183.0,13169,M,558738,EUR,804556800,F,9,9,False,15.0,10.0,,,0.0,4.0,6.0,6.0,9.0,2.0,3.0,1.0,,89.0,28.0,6.6,10.0,0.0540099,3,5.0,7.0,3.0,,,1.0,1.0,,,,,,3.0,1.0,,,,1.0,,,1.0,1.0,0.328,0.0961,,2.0,,1.0,,pjona_9,,,,,,,
12530737,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175.0,292,M,252207,EUR,728265600,F,23,23,False,35.0,30.0,5.0,3.0,0.0,15.0,16.0,16.0,26.0,,3.0,3.0,,89.0,57.0,7.9,15.0,0.105459,2,1.0,2.0,1.0,1.0,1.0,2.0,,,,7.0,1.0,,3.0,2.0,,,1.0,,,,,1.0,0.2112,0.6194,1.0,,1.0,,,,1.0,,,,,,
12530737,home,Başakşehir FK,Miguel Crespo,miguel-crespo,M. Crespo,M,13,187.0,618,M,972410,EUR,842400000,M,13,13,True,14.0,9.0,2.0,,0.0,3.0,4.0,6.0,10.0,,2.0,2.0,,21.0,21.0,6.9,8.0,0.0687126,1,,3.0,,1.0,,,2.0,,,,,,2.0,1.0,,,1.0,1.0,1.0,,,,0.0746,,1.0,1.0,,,,,,,,,,,
12530737,home,Başakşehir FK,Umut Güneş,umut-gunes,U. Güneş,M,20,177.0,131,M,876782,EUR,953164800,M,20,20,True,8.0,6.0,,,0.0,2.0,3.0,4.0,5.0,1.0,2.0,1.0,,8.0,11.0,6.6,3.0,0.00177973,0,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Philippe Keny,philippe-keny,P. P. Keny,F,19,186.0,355,M,988909,EUR,926985600,F,11,11,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,2.0,,8.0,5.0,6.5,,0.00145668,0,1.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Hamza Güreler,hamza-gureler,H. Güreler,D,15,192.0,199,M,1562294,EUR,1144627200,D,15,15,True,,,,,0.0,,,,,,,,,1.0,,,,,0,1.0,1.0,,,,,,,,,,,,,Hamza Güreler,,,,,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Ömer Faruk Beyaz,omer-faruk-beyaz,Ö. F. Beyaz,M,99,171.0,399,M,1022881,EUR,1062115200,M,17,17,True,,,,,0.0,,,,,,,,,1.0,1.0,,1.0,,0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Deniz Dilmen,deniz-dilmen,D. Dilmen,G,1,198.0,150,M,1065508,EUR,1117929600,G,98,98,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Deniz Dilmen,,,,,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Patryk Szysz,patryk-szysz,P. Szysz,M,21,177.0,284,M,831930,EUR,891388800,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Patryk,Szysz,,,,,,,,,,,,,,,,,,,,,
12530737,home,Başakşehir FK,Ivan Brnić,ivan-brnic,I. Brnić,M,77,175.0,376,M,916182,EUR,998524800,F,77,77,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
