match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,captain,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,player_sofascoreId,stat_goals
14572779,home,FCSB,Ștefan Târnovanu,stefan-tarnovanu,Ș. Târnovanu,G,32,197,1736,M,914414,EUR,957830400,G,32,32,False,30.0,21.0,18.0,9.0,0.0,17.0,18.0,4.0,12.0,8.0,1.0,6.0,7.0,90.0,45.0,7.2,9.0,0.00056965,0.6627,0,-0.2023,0.03,-0.01,-0.15,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572779,home,FCSB,Valentin Crețu,valentin-cretu,V. Crețu,D,2,176,426,M,44478,EUR,599702400,D,2,2,False,32.0,28.0,3.0,3.0,0.0,10.0,11.0,18.0,21.0,4.0,,,,90.0,60.0,6.6,12.0,0.0883201,,0,,0.37,0.16,-0.37,,4.0,3.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
14572779,home,FCSB,Siyabonga Ngezana,siyabonga-ngezana,S. Ngezana,D,30,188,1241,M,905541,EUR,868924800,D,30,30,False,54.0,47.0,9.0,5.0,0.0,31.0,35.0,16.0,19.0,4.0,,,,90.0,68.0,6.9,9.0,0.0373499,,0,,0.19,0.06,-0.14,,1.0,1.0,1.0,3.0,3.0,5.0,1.0,,4.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
14572779,home,FCSB,Mihai Popescu,mihai-popescu,M. C. Popescu,D,17,190,704,M,798298,EUR,736732800,D,17,17,False,51.0,44.0,9.0,5.0,0.0,36.0,36.0,8.0,15.0,5.0,,,,90.0,68.0,6.1,10.0,0.00581285,,1,,0.11,0.07,-0.36,,,,5.0,2.0,10.0,7.0,,,1.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,,2.0,1.0,1.0,0.132,-0.41,,,,,,,,,,,,,,,,
14572779,home,FCSB,Alexandru Pantea,alexandru-pantea,A. Pantea,D,28,172,327,M,1033266,EUR,1063238400,D,28,28,False,55.0,45.0,14.0,6.0,0.0,31.0,35.0,14.0,20.0,7.0,,,,90.0,79.0,6.3,15.0,0.00546651,,3,,0.07,0.01,-0.32,,2.0,,,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,,,,2.0,,1.0,,3.0,0.0943,-0.18,,,,,,,,,,,,,,,,
14572779,home,FCSB,Baba Alhassan,alhassan-baba,B. Alhassan,M,42,186,596,M,1085422,EUR,946857600,M,42,42,False,51.0,44.0,1.0,,0.0,27.0,29.0,17.0,22.0,13.0,,,,90.0,69.0,7.0,11.0,0.0170333,,1,,0.07,0.23,-0.06,,,,1.0,2.0,4.0,8.0,,1.0,1.0,6.0,3.0,2.0,,1.0,,3.0,,1.0,,1.0,0.0226,-0.03,,,,,,,,,,,,,,,,
14572779,home,FCSB,Malcom Edjouma,malcom-edjouma,M. Edjouma,M,18,189,470,M,914694,EUR,844732800,M,18,18,False,1.0,1.0,,,0.0,1.0,1.0,,,1.0,,,,13.0,3.0,6.5,,2.5e-07,,0,,0.0,,0.15,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
14572779,home,FCSB,David Miculescu,david-miculescu,D. Miculescu,F,11,190,914,M,905096,EUR,988761600,M,11,11,False,4.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,,,,,45.0,11.0,5.8,5.0,0.00299006,,1,,0.0,0.01,-0.29,,,,2.0,,6.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,,0.0102,0.0,,,True,1.0,1.0,0.0349,,,,,,,,,,
14572779,home,FCSB,Octavian Popescu,popescu-octavian,G. O. Popescu,M,37,180,1662,M,1067660,EUR,1040947200,M,37,37,False,30.0,23.0,1.0,,0.0,4.0,6.0,19.0,24.0,3.0,,,,59.0,43.0,6.6,14.0,0.0817071,,0,,0.3,0.0,-0.14,,7.0,1.0,2.0,,3.0,2.0,,1.0,1.0,,,,1.0,1.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,
14572779,home,FCSB,Mamadou Thiam,mamadou-thiam,M. Thiam,F,93,179,514,M,789193,EUR,795657600,M,93,93,False,11.0,5.0,2.0,,0.0,2.0,3.0,3.0,8.0,3.0,,,,45.0,17.0,6.3,10.0,0.00503065,,1,,-0.14,0.23,-0.11,,3.0,,1.0,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,0.0454,-0.22,,,,,,,,1.0,,,,,,,,
