match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_outfielderBlock,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_aerialWon,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,captain,stat_blockedScoringAttempt,stat_errorLeadToAShot,player_sofascoreId,stat_hitWoodwork
12625040,home,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190.0,350,M,63952,EUR,589161600,G,23,23,False,26.0,21.0,8.0,3.0,0.0,20.0,20.0,1.0,6.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,90.0,35.0,7.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625040,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,27.0,19.0,3.0,1.0,0.0,12.0,15.0,7.0,14.0,1.0,5.0,,,,,,74.0,47.0,6.8,14.0,1,2.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12625040,home,Al-Khaleej,Marcel Tisserand,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000,D,32,32,False,52.0,46.0,10.0,6.0,0.0,34.0,37.0,12.0,15.0,4.0,3.0,,,,,,90.0,60.0,7.2,7.0,0,,2.0,2.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
12625040,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800,D,3,3,False,53.0,48.0,7.0,4.0,0.0,36.0,37.0,12.0,16.0,1.0,5.0,,,,,,87.0,56.0,6.8,5.0,1,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12625040,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200,D,5,5,False,41.0,36.0,,,0.0,25.0,25.0,11.0,19.0,,4.0,,,,,,90.0,52.0,6.9,10.0,0,3.0,,3.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
12625040,home,Al-Khaleej,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,21,182.0,579,M,128089,EUR,752198400,M,21,21,False,42.0,35.0,8.0,3.0,0.0,22.0,23.0,13.0,19.0,,5.0,,,,,,90.0,52.0,6.6,10.0,0,,,5.0,6.0,1.0,1.0,1.0,,3.0,,2.0,1.0,,,,2.0,,2.0,,1.0,1.0,,,,,,,
12625040,home,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,8,8,False,18.0,16.0,1.0,1.0,0.0,9.0,10.0,7.0,8.0,,2.0,,,,,,45.0,31.0,6.5,8.0,0,,,5.0,3.0,1.0,1.0,1.0,,1.0,1.0,5.0,,,,,,,4.0,,1.0,,,,,,,,
12625040,home,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,M,7,7,False,21.0,15.0,,,0.0,8.0,8.0,7.0,18.0,2.0,3.0,,,,,,90.0,41.0,6.8,16.0,1,5.0,2.0,6.0,4.0,1.0,3.0,1.0,1.0,3.0,,2.0,,,,,1.0,,,,,,,,,,,,
12625040,home,Al-Khaleej,Kostas Fortounis,kostas-fortounis,K. Fortounis,M,10,183.0,2903,M,115577,EUR,719193600,M,17,17,False,18.0,14.0,1.0,,0.0,5.0,6.0,11.0,16.0,,2.0,,,,,,79.0,35.0,7.2,12.0,1,4.0,,3.0,1.0,1.0,1.0,,,1.0,1.0,4.0,,,,,1.0,1.0,,,,4.0,2.0,1.0,,,,,
12625040,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,M,10,10,False,17.0,16.0,4.0,3.0,0.0,9.0,9.0,7.0,8.0,1.0,2.0,,,,,,90.0,38.0,7.3,6.0,1,,,8.0,11.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,,,1.0,3.0,,3.0,1.0,1.0,1.0,,,True,,,,
