match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_interceptionWon,stat_bigChanceMissed,stat_shotOffTarget,stat_lastManTackle,stat_expectedGoals,stat_totalCross,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_ownGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_hitWoodwork
12499723,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,1,1,False,35.0,29.0,13.0,7.0,0.0,27.0,29.0,2.0,6.0,2.0,7.0,4.0,4.0,1.0,1.0,1.0,90.0,46.0,7.2,7.0,0.010853,0,-0.2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499723,home,SV Werder Bremen,Julián Malatini,julian-malatini,J. Malatini,D,22,191,563,M,1087043,EUR,991267200,D,22,22,False,43.0,33.0,5.0,1.0,1.0,21.0,25.0,12.0,18.0,2.0,,,,,,,86.0,50.0,7.1,10.0,0.349783,0,,Julian Malatini,,2.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499723,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,53.0,48.0,5.0,2.0,0.0,36.0,38.0,12.0,15.0,6.0,7.0,,,,,,90.0,67.0,7.1,5.0,0.0147564,0,,,,2.0,1.0,2.0,4.0,,,,,1.0,3.0,3.0,,,True,2.0,,,,,,,,,,,,,,,,,,
12499723,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,59.0,48.0,9.0,4.0,0.0,35.0,42.0,13.0,17.0,3.0,1.0,,,,,,82.0,69.0,6.7,11.0,0.0126283,1,,,,,4.0,1.0,5.0,,,,,,1.0,,1.0,,,2.0,1.0,1.0,1.0,0.2093,,,,,,,,,,,,,,
12499723,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,39.0,31.0,3.0,3.0,0.0,10.0,12.0,21.0,28.0,3.0,3.0,,,,,,90.0,57.0,7.2,14.0,0.325234,2,,,,3.0,1.0,6.0,2.0,,1.0,,1.0,,,,1.0,2.0,,,,2.0,,0.1903,1.0,1.0,1.0,1.0,,,,,,,,,,
12499723,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,52.0,49.0,3.0,2.0,0.0,21.0,21.0,28.0,31.0,,8.0,,,,,,68.0,61.0,7.1,4.0,0.171021,0,,,,1.0,,2.0,5.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,4.0,,,,,,,,,,
12499723,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,43.0,33.0,7.0,3.0,0.0,16.0,19.0,17.0,24.0,1.0,4.0,,,,,,90.0,54.0,6.9,11.0,0.191248,0,,,,1.0,1.0,2.0,5.0,1.0,,,,,3.0,1.0,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,
12499723,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,M,27,27,False,28.0,24.0,1.0,1.0,0.0,13.0,16.0,11.0,15.0,4.0,2.0,,,,,,82.0,47.0,6.6,10.0,0.10621,0,,,,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,3.0,,3.0,1.0,1.0,,,,,,,,,
12499723,home,SV Werder Bremen,Marco Grüll,marco-grull,M. Grüll,F,17,182,648,M,815612,EUR,899683200,F,17,17,False,20.0,17.0,,,0.0,7.0,7.0,10.0,14.0,,1.0,,,,,,82.0,29.0,6.3,6.0,0.0312643,1,,,,,,5.0,1.0,1.0,2.0,1.0,,,,,3.0,1.0,,,1.0,1.0,,0.2519,1.0,,1.0,,,,,,,,,,,
12499723,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,F,20,20,False,49.0,35.0,6.0,4.0,0.0,12.0,14.0,23.0,35.0,1.0,5.0,,,,,,90.0,67.0,7.9,18.0,0.159783,1,,,,,,4.0,6.0,1.0,5.0,3.0,,,2.0,2.0,,2.0,,3.0,,,,0.0412,,1.0,1.0,1.0,,1.0,1.0,0.2249,,,,,,
