match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_wonTackle,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_totalContest,captain,stat_fouls,stat_wonContest,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_goalAssist
11451073,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,33.0,25.0,12.0,5.0,23.0,25.0,2.0,8.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,90.0,43.0,6.4,8.0,0.00038007,0,-1.1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451073,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,False,34.0,24.0,7.0,3.0,9.0,12.0,17.0,25.0,,1.0,1.0,5.0,,,,90.0,48.0,6.6,13.0,0.163066,1,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0198,1.0,,,,,,,,,,,,,,,,,,,
11451073,home,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,20,189,69,M,827922,EUR,878774400,D,20,20,False,67.0,58.0,13.0,8.0,38.0,39.0,20.0,28.0,4.0,6.0,3.0,4.0,,,,90.0,80.0,8.0,11.0,0.0463982,2,,,,3.0,4.0,1.0,,2.0,1.0,0.9259,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9866,,,,,,,,,,,,
11451073,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,78.0,73.0,7.0,5.0,44.0,46.0,29.0,32.0,2.0,6.0,1.0,3.0,,,,90.0,91.0,7.3,7.0,0.116254,1,,,,1.0,1.0,,,3.0,2.0,0.1891,,,1.0,,,1.0,2.0,0.6599,1.0,2.0,2.0,,,,,,,,,
11451073,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,D,88,88,False,30.0,26.0,2.0,1.0,16.0,16.0,11.0,16.0,,2.0,2.0,6.0,,,,90.0,54.0,6.4,8.0,0.122646,1,,2.0,1.0,,4.0,,1.0,2.0,,0.0391,2.0,1.0,,,,,,,,,,2.0,1.0,,,,,,,
11451073,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166,109,M,60510,EUR,627177600,M,7,7,False,13.0,12.0,,,8.0,8.0,4.0,6.0,,4.0,,2.0,,,,62.0,22.0,6.7,3.0,0.0336302,0,,1.0,,2.0,5.0,,,2.0,1.0,,,,,,,,1.0,,,,2.0,,,True,3.0,,,,,
11451073,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191,349,M,897617,EUR,761529600,M,25,25,False,49.0,41.0,2.0,1.0,27.0,31.0,14.0,18.0,1.0,8.0,2.0,7.0,,,,90.0,72.0,6.7,15.0,0.192,1,,,,2.0,8.0,,,5.0,3.0,0.0172,1.0,1.0,,1.0,,2.0,2.0,,,,2.0,2.0,2.0,,1.0,,,,,
11451073,home,Alanyaspor,João Novais,,,joao-novais,J. Novais,M,7,183,160,M,233370,EUR,742262400,M,10,10,False,48.0,41.0,7.0,3.0,18.0,20.0,24.0,36.0,,1.0,,9.0,,,,89.0,63.0,6.1,16.0,0.0215954,2,,8.0,1.0,1.0,6.0,,1.0,1.0,2.0,0.313,,3.0,1.0,,,,,0.1648,2.0,,,,,,2.0,,,,,
11451073,home,Alanyaspor,Oğuz Aydın,,,oguz-aydin,O. Aydın,M,70,183,3374,M,999396,EUR,972604800,M,11,11,False,31.0,25.0,2.0,2.0,13.0,14.0,12.0,21.0,,6.0,,4.0,,,,78.0,51.0,7.5,15.0,0.127377,1,,4.0,,1.0,6.0,,,3.0,3.0,0.0228,2.0,,1.0,,,1.0,2.0,0.0629,,,1.0,2.0,2.0,,3.0,2.0,,,,
11451073,home,Alanyaspor,Carlos Eduardo,,,carlos-eduardo,Carlos Eduardo,F,96,173,354,M,795295,EUR,844905600,F,28,28,False,7.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,,3.0,,3.0,,,,90.0,27.0,6.0,13.0,0.00145309,4,,1.0,,2.0,7.0,,2.0,,7.0,0.5922,,4.0,1.0,1.0,,,,0.1922,2.0,,2.0,,1.0,,1.0,1.0,1.0,1.0,,
11451073,home,Alanyaspor,Sergio Córdova,,,sergio-cordova,S. Córdova,F,9,188,672,M,881222,EUR,871084800,F,9,9,False,14.0,9.0,,,3.0,4.0,6.0,10.0,3.0,8.0,,6.0,,,,89.0,32.0,6.5,15.0,0.00369542,0,,,,6.0,13.0,,,2.0,4.0,,,,,,,,2.0,,,,3.0,4.0,2.0,,1.0,,,,,
11451073,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,True,10.0,9.0,1.0,1.0,4.0,4.0,6.0,7.0,,,,1.0,,,,28.0,12.0,6.6,1.0,0.0668799,0,,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,
11451073,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185,292,M,171625,EUR,779068800,D,29,29,True,5.0,2.0,,,,1.0,2.0,4.0,,,,,,,,12.0,6.0,5.7,4.0,0.00014613,0,,,,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
11451073,home,Alanyaspor,Furkan Bayır,,,furkan-bayir,F. Bayır,D,23,188,77,M,1003161,EUR,950054400,D,4,4,True,,,,,,,,,,,,,,,,9.0,,5.8,,,0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11451073,home,Alanyaspor,Anderson Silva,,,anderson-silva,A. Silva,F,33,186,521,M,892272,EUR,880070400,F,33,33,True,3.0,3.0,,,3.0,3.0,,,,,,,,,,9.0,3.0,6.4,,4.399e-05,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11451073,home,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,99,195,33,M,1133582,EUR,939081600,G,99,99,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451073,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451073,home,Alanyaspor,Yunus Bahadir,,,yunus-bahadir,Y. Bahadir,D,2,170,42,M,964756,EUR,1028678400,D,42,42,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451073,home,Alanyaspor,Pione Sisto,,,pione-sisto,P. Sisto,M,77,171,409,M,287943,EUR,791856000,F,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451073,home,Alanyaspor,Emirhan Çavuş,,,cavus-emirhan,E. Çavuş,M,5,178,7,M,1522244,EUR,1034467200,M,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451073,home,Alanyaspor,Eren Altıntaş,Eren Altintas,,altintas-eren,E. Altıntaş,M,26,183,20,M,1519985,EUR,1080604800,M,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
