match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_totalCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,captain,stat_aerialLost,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_punches,player_sofascoreId,stat_outfielderBlock,stat_errorLeadToAShot,stat_clearanceOffLine
14035982,home,SV Zulte Waregem,Brent Gabriel,,,gabriel-brent,B. Gabriel,G,13,190.0,75,M,861977,EUR,917395200,G,13,13,False,22.0,21.0,10.0,9.0,0.0,17.0,17.0,4.0,5.0,1.0,6.0,1.0,4.0,1.0,1.0,90.0,29.0,7.9,2.0,0.00120702,63.641480084677,8.0,46.83,12.39,0.4796,0,0.2405,0.05,0.01,-0.06,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035982,home,SV Zulte Waregem,Benoit De Jaegere,Benoit De Jaegere,,benoit-de-jaegere,B. D. Jaegere,D,45,189.0,17,M,2115926,EUR,1081728000,D,45,45,False,36.0,30.0,11.0,6.0,0.0,23.0,24.0,7.0,12.0,5.0,4.0,,,,,89.0,50.0,7.3,8.0,0.00545534,69.825561008415,11.0,30.24,10.92,,0,,0.14,0.03,-0.04,,1.0,7.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14035982,home,SV Zulte Waregem,Jakob Kiilerich,,,jakob-kiilerich,J. Kiilerich,D,5,190.0,62,M,887822,EUR,957916800,D,5,5,False,56.0,49.0,7.0,6.0,0.0,39.0,41.0,10.0,15.0,5.0,1.0,,,,,90.0,62.0,6.8,7.0,0.0257761,97.447931787872,17.0,62.895,13.965,,0,,0.14,0.05,-0.03,,2.0,2.0,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14035982,home,SV Zulte Waregem,Lukas Willen,,,willen-lukas,L. Willen,D,31,189.0,70,M,1145065,EUR,1051228800,D,31,31,False,51.0,47.0,4.0,2.0,0.0,36.0,37.0,11.0,14.0,5.0,3.0,,,,,90.0,65.0,7.4,4.0,0.0252389,111.88448429937,15.0,52.185,25.935,,1,,0.26,0.04,0.2,,,8.0,,,,4.0,3.0,,,4.0,,1.0,1.0,1.0,0.0333,43.025462354262,2.0,-0.05,,,,,,,,,,,,,,,,,
14035982,home,SV Zulte Waregem,Benoit Nyssen,,,benoit-nyssen,B. Nyssen,D,19,186.0,33,M,938190,EUR,874022400,M,19,19,False,27.0,16.0,2.0,,0.0,5.0,8.0,11.0,19.0,,1.0,,,,,73.0,39.0,6.3,14.0,0.0194903,135.75992762646,12.0,98.07,32.865,,1,,-0.35,0.2,-0.04,,3.0,,1.0,,,,,,,,1.0,1.0,,,0.0192,76.321175086237,4.0,-0.16,1.0,1.0,1.0,0.0152,,,,,,,,,,,,,
14035982,home,SV Zulte Waregem,Enrique Lofolomo,,,enrique-lofolomo,E. Lofolomo,M,6,185.0,50,M,980923,EUR,955670400,M,6,6,False,42.0,38.0,4.0,3.0,0.0,25.0,27.0,13.0,15.0,2.0,6.0,,,,,90.0,62.0,7.2,8.0,0.0147838,90.068073688057,12.0,-22.995,10.29,,2,,0.14,0.09,-0.05,,4.0,7.0,1.0,,,3.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.1309,14.20448393994,1.0,-0.04,,2.0,,,1.0,,,,,,,,,,,,
14035982,home,SV Zulte Waregem,Thomas Claes,,,claes-thomas,T. Claes,M,8,181.0,137,M,1188173,EUR,1080259200,M,8,8,False,34.0,30.0,6.0,5.0,0.0,15.0,17.0,15.0,17.0,3.0,7.0,,,,,90.0,51.0,6.6,12.0,0.0810056,120.72977830951,14.0,41.265,21.0,,3,,0.18,0.38,-0.06,,5.0,2.0,1.0,,,,,1.0,2.0,,1.0,2.0,1.0,,0.128,55.70841800588,3.0,-0.37,4.0,3.0,1.0,0.0489,1.0,,,,,,,,,,,,
14035982,home,SV Zulte Waregem,Emran Soglo,Emran Soglo,,soglo-emran,E. Soglo,D,17,178.0,351,M,1403124,EUR,1121040000,M,17,17,False,25.0,19.0,,,0.0,10.0,13.0,9.0,12.0,1.0,3.0,,,,,73.0,50.0,7.3,12.0,0.215132,105.32200285104,12.0,68.565,24.36,,2,,0.3,0.25,0.21,,,4.0,,,,2.0,2.0,2.0,,2.0,,3.0,1.0,1.0,0.0644,41.14568643747,2.0,-0.09,5.0,,,,1.0,2.0,1.0,,,,,,,,,,
14035982,home,SV Zulte Waregem,Jeppe Erenbjerg,,,erenbjerg-jeppe,J. Erenbjerg,M,10,184.0,356,M,1035095,EUR,956966400,F,10,10,False,29.0,23.0,9.0,6.0,0.0,7.0,8.0,16.0,21.0,,5.0,,,,,85.0,41.0,7.1,9.0,0.106593,172.88052809737,15.0,127.47,20.055,,4,,0.22,0.51,-0.06,,3.0,3.0,2.0,1.0,,1.0,1.0,,2.0,,,1.0,1.0,,0.2988,87.456006161106,5.0,-0.56,3.0,,3.0,0.6876,,1.0,,True,,,,,,,,,
14035982,home,SV Zulte Waregem,Anosike Ementa,,,anosike-ementa,A. Ementa,F,18,202.0,313,M,1094132,EUR,1020384000,F,18,18,False,27.0,21.0,2.0,1.0,0.0,7.0,9.0,14.0,18.0,,1.0,,,,,90.0,41.0,7.0,11.0,0.0933785,46.411908925283,10.0,-12.915,4.41,,2,,-0.2,0.2,-0.02,,6.0,9.0,,2.0,2.0,,,2.0,3.0,4.0,2.0,3.0,1.0,,0.5901,,,0.11,,3.0,1.0,0.8064,,,,,1.0,2.0,1.0,,,,,,
