match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_crossNotClaimed,stat_clearanceOffLine
11352314,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,23.0,10.0,18.0,5.0,6.0,6.0,4.0,17.0,1.0,5.0,1.0,1.0,1.0,90.0,29.0,6.9,13.0,0.00070541,0,0.1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352314,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,40.0,32.0,2.0,,15.0,15.0,18.0,29.0,4.0,2.0,,,,90.0,63.0,7.1,11.0,0.196496,0,,4.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
11352314,home,Newcastle United,Jamaal Lascelles,,,jamaal-lascelles,J. Lascelles,D,24,188,1036,M,,153444,EUR,752976000,D,6,6,False,35.0,30.0,1.0,,23.0,24.0,7.0,11.0,6.0,2.0,,,,90.0,49.0,7.6,5.0,0.00277495,1,,,,2.0,2.0,3.0,4.0,,3.0,,2.0,1.0,,True,1.0,1.0,0.0937,,,,,,,,,,,,,,
11352314,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,52.0,41.0,15.0,6.0,26.0,30.0,15.0,22.0,5.0,4.0,,,,90.0,60.0,6.8,11.0,0.0108633,1,,,,2.0,4.0,2.0,4.0,,,,,,,,,,0.0145,1.0,,,,,,,,,,,,,
11352314,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,22.0,16.0,4.0,1.0,10.0,10.0,6.0,12.0,1.0,1.0,,,,45.0,37.0,6.8,8.0,0.00181661,0,,,,,4.0,3.0,5.0,,2.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,
11352314,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,29.0,24.0,1.0,,13.0,15.0,11.0,15.0,2.0,5.0,,,,90.0,46.0,7.0,8.0,0.008205,0,,1.0,,,1.0,,5.0,,1.0,,2.0,,,,,1.0,,,,,2.0,2.0,,,,,,,,,
11352314,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,32.0,28.0,9.0,7.0,8.0,9.0,20.0,23.0,,4.0,,,,90.0,43.0,7.1,8.0,0.0279712,1,,,,1.0,,5.0,5.0,,,,,2.0,3.0,,1.0,,0.0191,,1.0,,1.0,3.0,3.0,2.0,,,,,,,
11352314,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,40.0,31.0,3.0,1.0,15.0,22.0,16.0,18.0,2.0,4.0,,,,90.0,63.0,7.3,18.0,0.0406805,2,,,,5.0,1.0,10.0,5.0,,,2.0,2.0,2.0,2.0,,,2.0,0.3291,1.0,3.0,,4.0,,2.0,2.0,1.0,1.0,1.0,,,,
11352314,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,26.0,24.0,1.0,1.0,8.0,8.0,16.0,19.0,,3.0,,,,63.0,37.0,7.2,5.0,0.0681088,0,,1.0,,,,4.0,4.0,1.0,,1.0,2.0,2.0,1.0,,,2.0,,,1.0,,1.0,,2.0,2.0,,,,,,,
11352314,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,,113956,EUR,699148800,F,9,9,False,7.0,5.0,,,,1.0,5.0,6.0,,1.0,,,,62.0,17.0,6.7,6.0,0.0135036,0,,,,2.0,,3.0,4.0,,,,1.0,,,,,1.0,0.0937,,1.0,,2.0,2.0,1.0,1.0,,,,,,,
