match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_wasFouled,stat_challengeLost,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalOffside,player_firstName,player_lastName,player_sofascoreId,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_goals
10388356,home,FC Augsburg,Rafał Gikiewicz,rafal-gikiewicz,R. Gikiewicz,G,12,190,723,M,44938,EUR,562204800,G,1,1,False,36.0,28.0,17.0,11.0,21.0,24.0,7.0,12.0,1.0,11.0,1.0,2.0,4.0,1.0,1.0,1.0,90.0,50.0,6.9,8.0,0.0,0.0,0.00289127,0,0.4321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388356,home,FC Augsburg,Robert Gumny,robert-gumny,R. Gumny,D,20,182,1253,M,834986,EUR,896918400,D,2,2,False,35.0,21.0,7.0,2.0,15.0,22.0,6.0,13.0,4.0,3.0,,,,,,,90.0,41.0,6.2,15.0,0.0,0.0,0.00233446,0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388356,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,47.0,35.0,13.0,5.0,27.0,32.0,8.0,15.0,1.0,5.0,,,,,,,90.0,59.0,6.7,16.0,0.0169,0.0,0.0603302,1,,4.0,4.0,6.0,8.0,1.0,1.0,,True,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
10388356,home,FC Augsburg,Maximilian Bauer,maximilian-bauer,M. Bauer,D,5,189,96,M,940393,EUR,950054400,D,23,23,False,38.0,30.0,6.0,1.0,27.0,30.0,3.0,8.0,2.0,6.0,,,,,,,90.0,48.0,6.7,9.0,0.0,0.0,0.00814776,0,,1.0,4.0,1.0,7.0,1.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,
10388356,home,FC Augsburg,Daniel Caligiuri,daniel-caligiuri,D. Caligiuri,M,,182,214,,40253,EUR,569203200,M,20,20,False,34.0,23.0,5.0,2.0,15.0,17.0,10.0,24.0,,8.0,,,,,,,90.0,69.0,7.1,24.0,0.0,0.0,0.0940858,0,,,,5.0,6.0,2.0,1.0,1.0,,1.0,5.0,2.0,,,4.0,2.0,2.0,7.0,2.0,,,,,,,,,,,,,,
10388356,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,False,15.0,14.0,1.0,,9.0,9.0,5.0,7.0,,4.0,,,,,,,45.0,22.0,6.7,4.0,0.016,0.0,0.00653681,1,,,,1.0,2.0,,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
10388356,home,FC Augsburg,Carlos Gruezo,carlos-gruezo,C. Gruezo,M,11,172,502,M,155802,EUR,798249600,M,8,8,False,15.0,9.0,3.0,,8.0,11.0,1.0,4.0,,7.0,,,,,,,36.0,21.0,6.5,7.0,0.0,0.0,0.00042285,0,,,,2.0,4.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,
10388356,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,13,13,False,22.0,12.0,2.0,,2.0,5.0,10.0,20.0,1.0,4.0,,,,,,,82.0,41.0,6.7,15.0,0.0074,0.2177,0.0622661,1,,2.0,2.0,6.0,6.0,,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,3.0,,,2.0,2.0,1.0,,,,,,,,,,
10388356,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,M,3,3,False,36.0,27.0,2.0,,12.0,14.0,15.0,27.0,2.0,3.0,,,,,,,90.0,72.0,6.5,20.0,0.0,0.0,0.0266574,0,,3.0,,6.0,2.0,2.0,2.0,1.0,,2.0,,,,,2.0,2.0,,5.0,,,,,,,,,,,,,,,
10388356,home,FC Augsburg,Mergim Berisha,mergim-berisha,M. Berisha,F,20,186,561,M,770083,EUR,894844800,F,11,11,False,12.0,6.0,4.0,2.0,,2.0,6.0,10.0,,2.0,,,,,,,74.0,28.0,6.4,14.0,0.1672,0.0,0.0082173,2,,1.0,2.0,8.0,5.0,,3.0,2.0,,3.0,2.0,,1.0,,,,,,,1.0,3.0,,,1.0,1.0,,,,,,,,
