match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11396279,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,28.0,23.0,11.0,8.0,19.0,22.0,4.0,6.0,1.0,1.0,10.0,3.0,1.0,2.0,90.0,41.0,6.9,5.0,0.00145396,0,-0.8715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396279,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,56.0,44.0,6.0,1.0,29.0,34.0,15.0,22.0,4.0,6.0,3.0,,,,90.0,75.0,6.7,14.0,0.0087418,3,,,,2.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,0.3204,,,,,,,,,,,,,,,,,,,,,,
11396279,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,71.0,58.0,10.0,5.0,47.0,53.0,11.0,18.0,4.0,5.0,8.0,,,,90.0,80.0,6.7,14.0,0.00522883,0,,,,1.0,2.0,,,,4.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11396279,home,1. FC Union Berlin,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,48660,EUR,685584000,D,2,2,False,64.0,52.0,15.0,10.0,25.0,28.0,27.0,36.0,1.0,1.0,3.0,,,,90.0,73.0,6.0,15.0,0.0161314,0,,,,1.0,3.0,,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11396279,home,1. FC Union Berlin,Josip Juranović,josip-juranovic,J. Juranović,D,18,173,3077,M,791642,EUR,808531200,M,18,18,False,35.0,22.0,6.0,3.0,12.0,17.0,12.0,24.0,,1.0,9.0,,,,72.0,60.0,7.0,24.0,0.190196,1,,,,,1.0,,,1.0,,,,,,0.0697,2.0,1.0,1.0,,,,3.0,6.0,2.0,1.0,2.0,,,,,,,,,,,
11396279,home,1. FC Union Berlin,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,34.0,25.0,4.0,1.0,12.0,14.0,13.0,20.0,3.0,5.0,9.0,,,,89.0,53.0,6.6,15.0,0.0237775,1,,,,4.0,8.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.1763,,,,1.0,2.0,,5.0,,,,,,,,,,,,,,,
11396279,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,40.0,35.0,2.0,1.0,19.0,21.0,16.0,19.0,2.0,6.0,7.0,,,,90.0,53.0,7.0,6.0,0.0286317,0,,,,1.0,3.0,,,,2.0,,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,True,,,,,,,,,,
11396279,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,False,47.0,36.0,2.0,1.0,12.0,17.0,24.0,31.0,2.0,10.0,10.0,,,,90.0,72.0,8.1,16.0,0.0577252,3,,,,,2.0,,,1.0,2.0,2.0,3.0,2.0,2.0,0.1732,3.0,3.0,,2.0,,,3.0,1.0,,,1.0,,2.0,1.0,0.3151,,,,,,,
11396279,home,1. FC Union Berlin,Robin Gosens,robin-gosens,R. Gosens,D,21,183,3171,M,377118,EUR,773366400,M,6,6,False,46.0,31.0,3.0,2.0,15.0,19.0,17.0,28.0,1.0,3.0,5.0,,,,81.0,70.0,7.9,22.0,0.0508029,2,,,,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.2519,,,,,1.0,,3.0,1.0,1.0,,1.0,,1.0,1.0,0.3689,1.0,1.0,2.0,,,,
11396279,home,1. FC Union Berlin,Brenden Aaronson,brenden-aaronson,B. Aaronson,M,11,178,2605,M,973431,EUR,972172800,F,7,7,False,29.0,26.0,1.0,1.0,11.0,11.0,15.0,18.0,,3.0,3.0,,,,81.0,52.0,6.0,19.0,0.01442,0,,,,7.0,17.0,6.0,,,,,,,2.0,,3.0,1.0,,1.0,1.0,,7.0,,,,,,,,,,,1.0,,,,
