match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_goalAssist,stat_dispossessed,stat_blockedScoringAttempt,stat_fouls,stat_shotOffTarget,stat_penaltyConceded,stat_totalOffside,stat_goals,captain,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_errorLeadToAShot
10913380,home,Al-Nassr,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,22,22,False,27.0,15.0,14.0,2.0,14.0,14.0,1.0,13.0,1.0,1.0,8.0,1.0,4.0,1.0,1.0,90.0,38.0,6.2,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913380,home,Al-Nassr,Sultan Al-Ghannam,sultan-al-ghannam,S. Al-Ghannam,D,2,173,1607,M,,830126,EUR,768182400,D,2,2,False,39.0,34.0,2.0,,19.0,22.0,15.0,20.0,2.0,5.0,7.0,1.0,,,,90.0,65.0,6.7,13.0,1,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10913380,home,Al-Nassr,Ali Lajami,ali-lajami,A. Lajami,D,78,175,1281,M,,818667,EUR,830390400,D,78,78,False,53.0,47.0,5.0,3.0,32.0,36.0,15.0,17.0,3.0,5.0,3.0,1.0,,,,80.0,66.0,6.8,8.0,0,,,,,,,,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10913380,home,Al-Nassr,Álvaro González,alvaro-gonzalez,Á. González,D,,183,313,M,,150212,EUR,631756800,D,21,21,False,49.0,44.0,3.0,1.0,31.0,34.0,13.0,15.0,1.0,2.0,4.0,,,,,90.0,56.0,6.6,6.0,0,,1.0,1.0,,,,,,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
10913380,home,Al-Nassr,Ghislain Konan,ghislain-konan,G. Konan,D,3,176,2811,M,,831781,EUR,820022400,D,13,13,False,30.0,28.0,1.0,1.0,9.0,10.0,21.0,25.0,1.0,6.0,3.0,3.0,,,,90.0,53.0,7.2,7.0,0,5.0,1.0,2.0,1.0,,,,,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,Ghislain,Konan,2.0,,,,,,,,,,,,,,,
10913380,home,Al-Nassr,Ali Al-Hassan,ali-al-hassan,A. Al-Hassan,M,19,183,1000,M,,925947,EUR,857433600,M,19,19,False,24.0,23.0,,,6.0,7.0,18.0,19.0,,4.0,6.0,,,,,67.0,44.0,7.4,11.0,1,2.0,1.0,7.0,1.0,4.0,2.0,,,,,2.0,1.0,4.0,1.0,,2.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,
10913380,home,Al-Nassr,Abdullah Al-Khaibari,abdullah-alkhaibari,A. Al-Khaibari,M,17,178,1250,M,,867179,EUR,840153600,M,17,17,False,48.0,44.0,4.0,2.0,26.0,27.0,18.0,21.0,,4.0,6.0,1.0,,,,89.0,56.0,6.7,5.0,0,,1.0,2.0,,1.0,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,
10913380,home,Al-Nassr,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,,29735,EUR,553996800,M,18,18,False,40.0,38.0,6.0,4.0,15.0,15.0,24.0,28.0,,4.0,5.0,3.0,,,,90.0,57.0,6.8,7.0,1,3.0,,4.0,3.0,1.0,1.0,,,,2.0,,,1.0,,,2.0,,,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,
10913380,home,Al-Nassr,Abdulrahman Ghareeb,abdulrahman-ghareeb,A. Ghareeb,F,29,164,2201,M,,1014447,EUR,859766400,M,29,29,False,24.0,23.0,,,5.0,5.0,18.0,23.0,,4.0,4.0,2.0,,,,80.0,41.0,7.3,10.0,1,4.0,1.0,3.0,,2.0,1.0,,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,
10913380,home,Al-Nassr,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191,20484,M,AndersonTalisca,329245,EUR,760060800,F,94,94,False,22.0,13.0,8.0,5.0,4.0,7.0,9.0,16.0,1.0,8.0,4.0,4.0,,,,89.0,39.0,8.0,12.0,4,1.0,3.0,5.0,,3.0,2.0,,3.0,,,1.0,1.0,1.0,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,
