match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_outfielderBlock,stat_penaltyConceded,stat_aerialLost,stat_errorLeadToAGoal,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goals,stat_hitWoodwork
14429564,home,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200.0,G,1,1,False,23.0,14.0,15.0,7.0,0.0,12.0,17.0,2.0,6.0,1.0,10.0,1.0,4.0,1.0,7.0,1.0,90.0,40.0,7.5,9.0,0.0009926,0.9205,0,-0.2397,0.01,0.0,-0.4,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429564,home,Al-Ettifaq,Radhi Al-Oteibi,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000.0,D,61,61,False,19.0,18.0,1.0,1.0,0.0,7.0,8.0,11.0,11.0,,2.0,,,,,,89.0,28.0,5.2,5.0,0.0105359,,0,,0.09,-0.06,-0.95,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429564,home,Al-Ettifaq,Abdullah Al Khateeb,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400.0,D,70,70,False,40.0,35.0,4.0,1.0,0.0,21.0,22.0,14.0,18.0,1.0,,,,,,,90.0,46.0,5.9,5.0,0.00594507,,2,,0.12,0.03,-0.83,,2.0,3.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0563,0.18,0.22,,,,,,,,,,,,,,,,,,
14429564,home,Al-Ettifaq,Jack Hendry,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800.0,D,4,4,False,40.0,39.0,5.0,4.0,0.0,31.0,32.0,8.0,8.0,3.0,2.0,,,,,,90.0,49.0,6.0,1.0,0.00296529,,0,,0.05,0.04,-0.73,,,4.0,,,1.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
14429564,home,Al-Ettifaq,Abdullah Madu,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400.0,D,3,3,False,31.0,23.0,5.0,,0.0,23.0,27.0,,4.0,,1.0,,,,,,61.0,34.0,4.7,8.0,0.00031537,,0,,-0.1,0.03,-1.0,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
14429564,home,Al-Ettifaq,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181.0,677,M,156400,EUR,710553600.0,D,5,5,False,41.0,29.0,4.0,1.0,0.0,20.0,25.0,9.0,16.0,1.0,4.0,,,,,,89.0,52.0,5.2,14.0,0.0464162,,0,,-0.14,-0.11,-0.95,,1.0,2.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,
14429564,home,Al-Ettifaq,Ondrej Duda,ondrej-duda,O. Duda,M,11,181.0,1114,M,246319,EUR,786585600.0,M,11,11,False,50.0,48.0,4.0,3.0,0.0,17.0,18.0,31.0,32.0,,3.0,,,,,,90.0,59.0,6.7,4.0,0.043393,,1,,0.22,0.05,-0.25,,1.0,3.0,,,,,2.0,,,,,,,1.0,1.0,0.0476,,0.01,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,
14429564,home,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600.0,M,8,8,False,26.0,21.0,2.0,2.0,0.0,12.0,13.0,9.0,13.0,2.0,2.0,,,,,,90.0,34.0,5.9,9.0,0.0116788,,1,,0.03,0.05,-0.29,,5.0,,1.0,1.0,,2.0,,,,1.0,,1.0,,,,0.1402,,-0.4,,,,,2.0,,,,,,,,gwijnaldum,True,,,,
14429564,home,Al-Ettifaq,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600.0,M,10,10,False,68.0,57.0,14.0,7.0,0.0,26.0,28.0,31.0,40.0,1.0,7.0,,,,,,90.0,86.0,6.9,16.0,0.215532,,0,,0.34,0.18,-0.23,,3.0,4.0,,3.0,1.0,,3.0,,,,,,,1.0,1.0,,,,,,,,,,3.0,2.0,,1.0,2.0,,,,,,,
14429564,home,Al-Ettifaq,Mohau Nkota,mohau-nkota,M. Nkota,M,15,167.0,3929,M,1890491,EUR,1099958400.0,F,15,15,False,16.0,12.0,,,0.0,3.0,5.0,9.0,11.0,,,,,,,,75.0,30.0,6.3,10.0,0.00591819,,2,,-0.16,-0.19,-0.13,,3.0,3.0,1.0,2.0,,2.0,,,,2.0,2.0,1.0,,1.0,,0.0933,,-0.4,Mohau,Nkota,,,,,2.0,,,,,1.0,,,1.0,1.0,,
14429564,home,Al-Ettifaq,Khalid Al-Ghannam,khalid-al-ghannam,K. Al-Ghannam,M,17,171.0,713,M,976538,EUR,973641600.0,F,17,17,False,12.0,8.0,,,0.0,3.0,3.0,5.0,9.0,,,,,,,,61.0,17.0,6.3,7.0,0.00544555,,0,,-0.03,-0.07,-0.05,,6.0,2.0,1.0,3.0,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
