match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_shotOffTarget,stat_accurateCross,stat_totalOffside,stat_blockedScoringAttempt,stat_challengeLost,stat_totalContest,stat_wonContest,stat_penaltyWon,stat_bigChanceCreated,stat_goals,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_penaltyConceded,stat_bigChanceMissed,player_sofascoreId
14065736,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,1,1,False,23.0,15.0,11.0,3.0,0.0,13.0,15.0,2.0,8.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,90.0,29.0,5.7,8.0,0.00063358,0,-0.8234,0.0,0.01,-0.36,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065736,home,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183,647,M,922759,EUR,919900800,D,3,3,False,51.0,44.0,4.0,1.0,0.0,28.0,29.0,16.0,22.0,3.0,3.0,,,,,,90.0,66.0,6.4,10.0,0.0664986,0,,-0.14,0.04,-0.27,,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065736,home,Toulouse,Charlie Cresswell,,,charlie-cresswell,C. Cresswell,D,4,190,1084,M,1020744,EUR,1029456000,D,4,4,False,59.0,49.0,8.0,3.0,0.0,41.0,44.0,8.0,15.0,7.0,10.0,,,,,,90.0,74.0,6.5,11.0,0.00345662,1,,0.14,0.09,-0.26,,,6.0,5.0,7.0,,,,1.0,3.0,,2.0,1.0,1.0,3.0,1.0,0.113,0.2604,-0.05,,,,,,,,,,,,,,,,,,,
14065736,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,40.0,32.0,7.0,2.0,0.0,21.0,22.0,11.0,18.0,3.0,4.0,,,,,,90.0,58.0,6.7,10.0,0.246182,3,,0.29,0.05,-0.28,,1.0,5.0,1.0,8.0,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,0.1843,0.0896,-0.43,True,2.0,,,,,,,,,,,,,,,,,
14065736,home,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182,538,M,123388,EUR,712368000,M,19,19,False,29.0,24.0,4.0,2.0,0.0,14.0,14.0,10.0,15.0,4.0,7.0,,,,,,86.0,49.0,7.0,9.0,0.118539,1,,0.27,0.21,0.0,,5.0,,,3.0,3.0,1.0,1.0,,1.0,1.0,,,,,1.0,0.0637,,-0.39,,1.0,2.0,1.0,,,,,,,,,,,,,,,
14065736,home,Toulouse,Abu Francis,,,francis-abu,A. Francis,M,17,182,1495,M,988801,EUR,988329600,M,17,17,False,33.0,29.0,2.0,1.0,0.0,15.0,16.0,14.0,17.0,,5.0,,,,,,62.0,42.0,6.6,6.0,0.0101115,3,,0.07,0.02,-0.11,,,1.0,2.0,4.0,3.0,1.0,1.0,,1.0,,,1.0,,,1.0,0.0502,,-0.2,,1.0,,,2.0,,,,,,,,,,,,,,
14065736,home,Toulouse,Mario Sauer,,,mario-sauer,M. Sauer,M,77,180,515,M,1386065,EUR,1084579200,M,77,77,False,37.0,31.0,2.0,,0.0,12.0,13.0,19.0,24.0,,11.0,,,,,,90.0,49.0,7.0,10.0,0.209606,1,,0.28,0.33,-0.09,,1.0,,2.0,3.0,2.0,1.0,3.0,1.0,,1.0,,1.0,,1.0,1.0,0.0211,,0.01,,,1.0,,1.0,1.0,,,,,,,,,,,,,
14065736,home,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,M,12,12,False,16.0,14.0,1.0,,0.0,3.0,3.0,11.0,13.0,,2.0,,,,,,76.0,34.0,7.3,9.0,0.0417251,2,,-0.02,0.31,0.33,,3.0,,6.0,4.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.1779,0.108,-0.54,,,1.0,,1.0,,6.0,3.0,1.0,,,,,,,,,,
14065736,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,F,15,15,False,46.0,38.0,3.0,3.0,1.0,13.0,14.0,25.0,32.0,,6.0,,,,,,90.0,67.0,8.3,15.0,0.2606,4,,0.59,0.49,-0.03,,4.0,,4.0,4.0,2.0,,1.0,1.0,2.0,2.0,,1.0,2.0,,1.0,1.0894,0.8477,0.26,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,
14065736,home,Toulouse,Frank Magri,Frank Magri,,frank-magri,F. Magri,F,9,178,1819,M,1169436,EUR,936403200,F,9,9,False,17.0,14.0,,,0.0,5.0,6.0,9.0,11.0,1.0,1.0,,,,,,90.0,31.0,6.4,8.0,0.0114435,3,,0.12,0.18,0.14,,1.0,4.0,9.0,5.0,1.0,,3.0,1.0,3.0,2.0,4.0,1.0,1.0,,,0.1416,0.0199,-0.54,,2.0,,1.0,,1.0,,,,,,,,,,,,,
