run_id,started_utc,ended_utc,steps_run,status,failed_step,env
2026-02-21T13:21:30Z,2026-02-21T13:21:30Z,2026-02-21T13:22:48Z,"index,derived,00",ok,,dev
2026-02-21T13:42:57Z,2026-02-21T13:42:57Z,2026-02-21T13:50:13Z,"derived,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,dq,validate",fail,dq,dev
2026-02-21T13:45:47Z,2026-02-21T13:45:47Z,2026-02-21T13:47:02Z,"index,derived,00",ok,,dev
2026-02-21T13:57:07Z,2026-02-21T13:57:07Z,2026-02-21T14:04:12Z,"derived,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,dq,validate",ok,,dev
2026-02-21T15:23:43Z,2026-02-21T15:23:43Z,2026-02-21T15:30:59Z,"derived,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,dq,validate",fail,validate,dev
2026-02-21T16:34:38Z,2026-02-21T16:34:38Z,2026-02-21T16:42:17Z,"derived,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,dq,validate",fail,validate,dev
2026-02-21T19:40:39Z,2026-02-21T19:40:39Z,2026-02-21T19:49:37Z,"derived,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,dq,validate",fail,derived,dev
2026-02-21T19:50:12Z,2026-02-21T19:50:12Z,2026-02-21T20:00:57Z,"derived,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,dq,validate",fail,dq,dev
2026-02-25T22:03:13Z,2026-02-25T22:03:13Z,2026-02-25T22:11:04Z,"01,02,03,04,05,06,07,08,09,10,11,12,13,14,15",ok,,dev
2026-02-25T22:08:26Z,2026-02-25T22:08:26Z,2026-02-25T22:14:23Z,"06,07,08,09,10,11,12,13,14,15",ok,,dev
2026-02-25T22:13:30Z,2026-02-25T22:13:30Z,2026-02-25T22:14:26Z,"10,11,12,13,14,15",ok,,dev
2026-02-25T22:14:31Z,2026-02-25T22:14:31Z,2026-02-25T22:15:22Z,"dq,validate",ok,,dev
