match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_interceptionWon,stat_wasFouled,stat_aerialLost,stat_clearanceOffLine,stat_outfielderBlock,stat_totalContest,stat_totalTackle,stat_fouls,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_totalCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal,stat_accurateKeeperSweeper,stat_shotOffTarget,stat_accurateCross,player_sofascoreId
12764181,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1509,M,603946,EUR,711504000,G,1,1,False,43.0,31.0,16.0,4.0,0.0,30.0,31.0,1.0,12.0,3.0,1.0,3.0,1.0,4.0,11.0,2.0,3.0,3.0,4.0,1.0,90.0,56.0,7.6,12.0,0.00054768,0,0.0812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764181,home,Sporting Braga,João Ferreira,joao-ferreira,J. Ferreira,D,13,185,388,M,976401,EUR,985219200,D,13,13,False,58.0,49.0,11.0,5.0,0.0,35.0,40.0,14.0,18.0,1.0,,2.0,,2.0,6.0,,,,,,90.0,71.0,7.0,10.0,0.00562616,0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764181,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1552,M,868235,EUR,931564800,D,4,4,False,24.0,21.0,4.0,4.0,0.0,18.0,20.0,3.0,4.0,2.0,2.0,3.0,,6.0,1.0,,,,,,75.0,38.0,7.9,3.0,0.00087205,0,,,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12764181,home,Sporting Braga,Bright Arrey-Mbi,bright-arrey-mbi,B. Arrey-Mbi,D,26,187,792,M,997173,EUR,1048636800,D,26,26,False,48.0,40.0,6.0,1.0,0.0,33.0,37.0,7.0,11.0,2.0,2.0,4.0,,2.0,3.0,,,,,,90.0,59.0,7.0,10.0,0.00217178,0,,,,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12764181,home,Sporting Braga,Gabriel Martínez,gabriel-martinez,G. Martínez,M,77,185,486,M,1134430,EUR,1043193600,D,77,77,False,38.0,26.0,6.0,2.0,0.0,11.0,16.0,15.0,22.0,3.0,7.0,8.0,1.0,3.0,4.0,,,,,,88.0,69.0,7.0,22.0,0.00440257,1,,Gabriel Martínez,,1.0,3.0,1.0,,,5.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0185,1.0,,,,,,,,,,,,,,
12764181,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2167,M,314380,EUR,779587200,M,21,21,False,35.0,28.0,3.0,1.0,1.0,9.0,13.0,19.0,22.0,,5.0,3.0,3.0,,5.0,,,,,,90.0,40.0,7.0,8.0,0.0469187,0,,,,,,1.0,,,2.0,1.0,1.0,,2.0,,,1.0,,2.0,True,,,,,,,,,,,,,
12764181,home,Sporting Braga,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,6,183,431,M,887754,EUR,864691200,M,6,6,False,44.0,32.0,12.0,6.0,0.0,19.0,25.0,13.0,19.0,1.0,,3.0,,4.0,4.0,,,,,,90.0,56.0,7.5,12.0,0.00614064,1,,,,1.0,,,,1.0,,2.0,,,,,1.0,,0.0103,1.0,,1.0,1.0,1.0,0.2213,,,,,,,,,
12764181,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,34.0,29.0,4.0,2.0,0.0,16.0,18.0,13.0,16.0,,4.0,4.0,1.0,4.0,3.0,,,,,,88.0,49.0,7.0,6.0,0.00586715,0,,,,2.0,2.0,,,,,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
12764181,home,Sporting Braga,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170,2642,M,1128560,EUR,1132531200,F,11,11,False,28.0,23.0,4.0,2.0,0.0,12.0,12.0,11.0,17.0,,2.0,4.0,,1.0,1.0,,,,,,66.0,45.0,7.6,10.0,0.00957603,2,,,,2.0,2.0,,,,3.0,1.0,,,1.0,,1.0,2.0,0.1553,,,2.0,1.0,,0.7414,1.0,,,,,,,,
12764181,home,Sporting Braga,Amine El Ouazzani,el-ouazzani-amine,A. E. Ouazzani,F,9,188,2040,M,1014048,EUR,995155200,F,9,9,False,11.0,10.0,1.0,1.0,0.0,4.0,5.0,6.0,6.0,1.0,9.0,4.0,,1.0,1.0,,,,,,66.0,26.0,6.4,10.0,0.0120118,1,,,,,2.0,2.0,,,,1.0,2.0,5.0,,1.0,1.0,4.0,0.0347,,,,,,,,,,,,,,,
