match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_fouls,player_firstName,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_shotOffTarget,stat_accurateCross
12514035,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,35.0,17.0,25.0,7.0,0.0,12.0,14.0,5.0,21.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,44.0,6.8,19.0,0.00108467,0,0.2769,,,,,,,,,,,,,,,,,,,,,,,,,,
12514035,home,CF Estrela Amadora,Diogo Travassos,diogo-travassos,D. Travassos,D,2,175,511,M,1142578,EUR,1080691200,D,2,2,False,26.0,12.0,14.0,4.0,0.0,6.0,12.0,6.0,15.0,4.0,,6.0,2.0,1.0,,,,,,,90.0,53.0,6.0,24.0,0.0114285,0,,1.0,1.0,6.0,1.0,1.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
12514035,home,CF Estrela Amadora,Tiago Gabriel,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,44,44,False,30.0,22.0,11.0,6.0,0.0,18.0,21.0,4.0,9.0,4.0,4.0,3.0,2.0,,,,,,,,90.0,43.0,7.0,10.0,0.0138377,0,,,2.0,4.0,1.0,,1.0,1.0,3.0,2.0,Tiago Gabriel,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12514035,home,CF Estrela Amadora,Till Cissokho,till-cissokho,T. Cissokho,D,,200,62,M,859022,EUR,949968000,D,3,3,False,30.0,27.0,6.0,4.0,0.0,20.0,20.0,7.0,10.0,,3.0,2.0,1.0,,,,,,,,90.0,36.0,6.4,4.0,0.0019353,0,,,,5.0,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,
12514035,home,CF Estrela Amadora,Nilton Varela,nilton-varela,N. Varela,M,75,182,76,M,998414,EUR,990748800,D,25,25,False,26.0,16.0,11.0,3.0,0.0,9.0,12.0,7.0,14.0,11.0,6.0,2.0,1.0,3.0,,,,,,,90.0,50.0,6.8,15.0,0.00155561,0,,,3.0,4.0,,,3.0,1.0,3.0,2.0,,1.0,1.0,5.0,3.0,,,,,,,,,,,,
12514035,home,CF Estrela Amadora,Igor Jesus,igor-jesus,Igor Jesus,M,6,179,1490,M,1170912,EUR,1046995200,M,6,6,False,22.0,20.0,3.0,2.0,0.0,13.0,15.0,7.0,7.0,4.0,1.0,3.0,2.0,3.0,,,,,,,81.0,36.0,6.7,6.0,0.00859622,0,,,1.0,5.0,2.0,1.0,1.0,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,
12514035,home,CF Estrela Amadora,Leonel Bucca,leonel-bucca,L. Bucca,M,8,189,78,M,989867,EUR,921801600,M,26,26,False,11.0,10.0,,,0.0,8.0,8.0,2.0,3.0,9.0,,2.0,6.0,1.0,,,,,,,64.0,34.0,7.3,11.0,0.00047167,1,,,1.0,7.0,,1.0,4.0,4.0,1.0,4.0,,2.0,,3.0,,,,1.0,1.0,0.467,0.8837,,,,,,
12514035,home,CF Estrela Amadora,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,M,10,10,False,20.0,14.0,2.0,1.0,1.0,6.0,6.0,8.0,16.0,9.0,,4.0,1.0,,,,,,,,64.0,34.0,7.4,10.0,0.214394,1,,2.0,4.0,6.0,3.0,,3.0,2.0,,1.0,,1.0,,3.0,2.0,1.0,,,,0.0154,,1.0,1.0,,,,
12514035,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,17.0,13.0,3.0,2.0,0.0,4.0,6.0,9.0,11.0,3.0,,3.0,5.0,2.0,,,,,,,90.0,29.0,6.2,12.0,0.0155273,0,,,1.0,8.0,1.0,3.0,,,,3.0,,1.0,,,,1.0,,,,,,,,True,1.0,,
12514035,home,CF Estrela Amadora,Jovane Cabral,jovane-cabral,J. Cabral,F,11,176,1128,M,845802,EUR,897782400,M,97,97,False,10.0,7.0,2.0,1.0,1.0,3.0,3.0,4.0,9.0,2.0,,3.0,4.0,2.0,,,,,,,64.0,25.0,7.1,11.0,0.130159,1,,2.0,,3.0,,,2.0,,1.0,1.0,,,1.0,,,1.0,,,,0.0455,,1.0,,,,1.0,
