match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_totalOffside,captain,stat_hitWoodwork,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10838064,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3177,M,rpatricio1,17737,EUR,571881600,G,1,1,False,17.0,10.0,8.0,1.0,9.0,11.0,1.0,6.0,6.0,1.0,2.0,90.0,23.0,7.2,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10838064,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4065,M,,611210,EUR,829699200,D,23,23,False,62.0,52.0,8.0,2.0,29.0,32.0,24.0,32.0,9.0,,,90.0,77.0,7.6,11.0,1,23,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10838064,home,Roma,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,191,1587,M,,893642,EUR,949968000,D,24,24,False,49.0,46.0,3.0,2.0,34.0,36.0,12.0,13.0,4.0,,,90.0,66.0,7.3,3.0,5,4,,,,2.0,4.0,4.0,6.0,,,3.0,3.0,2.0,,,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
10838064,home,Roma,Roger Ibañez,roger-ibanez,R. Ibañez,D,185,2314,M,,888949,EUR,911779200,D,3,3,False,50.0,42.0,5.0,2.0,28.0,29.0,14.0,21.0,8.0,,,90.0,71.0,7.4,11.0,1,3,,,,3.0,1.0,4.0,8.0,,,1.0,3.0,3.0,5.0,,,,,,2.0,,,,1.0,2.0,2.0,,,,,,,,,
10838064,home,Roma,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,175,16345,M,nico_zale,984184,EUR,1011744000,M,59,59,False,26.0,24.0,,,8.0,8.0,20.0,30.0,2.0,,,75.0,60.0,7.6,14.0,1,59,,12.0,4.0,,,1.0,3.0,,,1.0,,1.0,3.0,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,
10838064,home,Roma,Edoardo Bove,edoardo-bove,E. Bove,M,181,2154,M,,986352,EUR,1021507200,M,52,52,False,31.0,25.0,2.0,1.0,8.0,8.0,17.0,24.0,4.0,,,61.0,44.0,6.2,11.0,3,15,,1.0,,1.0,2.0,7.0,6.0,2.0,,,,,2.0,1.0,,,3.0,,2.0,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,
10838064,home,Roma,Nemanja Matić,nemanja-matic,N. Matić,M,194,3555,M,Mati,44241,EUR,586396800,M,8,8,False,73.0,62.0,6.0,3.0,30.0,34.0,32.0,40.0,13.0,,,90.0,86.0,7.4,13.0,1,18,,1.0,,3.0,2.0,4.0,6.0,,,,,3.0,,1.0,,,1.0,,3.0,,,,,2.0,,2.0,1.0,1.0,,,,,,
10838064,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,178,5701,M,stewel92,45925,EUR,720144000,M,92,92,False,24.0,19.0,4.0,3.0,9.0,10.0,10.0,15.0,2.0,,,61.0,35.0,7.0,7.0,2,22,,1.0,,,,,1.0,,,1.0,,,,3.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,
10838064,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,186,5682,M,lorepelle7,555540,EUR,835142400,F,7,7,False,14.0,12.0,,,8.0,8.0,8.0,16.0,2.0,,,45.0,29.0,7.9,9.0,2,7,,10.0,4.0,,,1.0,2.0,,1.0,2.0,,,2.0,4.0,,,,,,,,,1.0,,,,,,True,1.0,,,,
10838064,home,Roma,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,189,9108,M,nicolozaniolo,864898,EUR,930873600,F,22,22,False,13.0,8.0,,,,,8.0,14.0,6.0,,,87.0,34.0,6.2,17.0,4,10,,1.0,,,,9.0,,,,2.0,,,,1.0,,,2.0,,,1.0,,,4.0,,1.0,4.0,,,,,,,,
