match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_errorLeadToAGoal,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_challengeLost,stat_wasFouled,stat_shotOffTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_totalOffside
14109807,home,Trabzonspor,André Onana,,,andre-onana,A. Onana,G,24,190,53710,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,26.0,23.0,7.0,4.0,0.0,22.0,22.0,1.0,4.0,1.0,2.0,1.0,90.0,28.0,5.9,3.0,0.00016282,72.328413354938,10.0,59.661690982347,0.0,0,-1.5941,0.07,0.02,-0.34,-0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Wagner Pina,,,wagner-pina,W. Pina,M,20,180,484,M,,1513625,EUR,1036281600,D,20,20,False,37.0,31.0,1.0,,0.0,16.0,17.0,15.0,20.0,4.0,4.0,,89.0,68.0,6.1,13.0,0.349124,179.46588611063,18.0,112.58343439624,3.0,0,,0.32,0.27,-0.49,,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,25.541187793055,55.857458124957,1.0,,,,,,,,,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Chibuike Nwaiwu,Chibuike Nwaiwu,,chibuike-nwaiwu,C. Nwaiwu,D,27,193,499,M,,1481134,EUR,1058918400,D,27,27,False,71.0,65.0,10.0,7.0,1.0,50.0,53.0,15.0,18.0,4.0,7.0,,90.0,89.0,7.2,8.0,0.301736,102.62403479555,21.0,50.454362437954,0.0,2,,0.28,0.16,-0.61,,,,3.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,1.0,3.0,3.0,2.0,1.0,1.0,0.0441,0.1781,-0.07,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Arseniy Batagov,,,arsenii-batahov,A. Batagov,D,44,185,941,M,,981395,EUR,1015286400,D,44,44,False,56.0,51.0,6.0,3.0,0.0,25.0,26.0,26.0,30.0,2.0,,,90.0,62.0,6.3,5.0,0.0550685,223.1083230254,23.0,156.33113352653,2.0,0,,0.34,0.18,-0.5,,,,2.0,1.0,,,,1.0,1.0,1.0,,1.0,27.35796850086,57.42666707858,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Mathias Løvik,,,lovik-mathias-fjortoft,M. F. Løvik,M,14,183,462,M,,1133715,EUR,1070668800,D,14,14,False,29.0,26.0,3.0,2.0,1.0,18.0,18.0,8.0,11.0,2.0,3.0,,75.0,41.0,6.0,7.0,0.0476609,76.135271951378,8.0,49.928932337064,1.0,0,,0.13,0.06,-0.54,,2.0,1.0,3.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,19.296037881364,20.574361132244,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,
14109807,home,Trabzonspor,Christ Inao Oulaï,Christ Inao Oulaï,,christ-inao-oulai,C. I. Oulaï,M,42,173,9524,M,,1888002,EUR,1144281600,M,42,42,False,54.0,52.0,9.0,9.0,0.0,22.0,22.0,30.0,32.0,1.0,3.0,,89.0,64.0,6.8,3.0,0.0183871,216.46556380903,28.0,56.170449807722,0.0,2,,0.12,0.24,-0.23,,1.0,,5.0,5.0,,,,1.0,3.0,2.0,,5.0,,,,1.0,1.0,,,,0.0429,,-0.15,,1.0,2.0,,,,,,,,,,,
14109807,home,Trabzonspor,Tim Jabol-Folcarelli,Tim Jabol-Folcarelli,,tim-jabol-folcarelli,T. Jabol-Folcarelli,M,26,187,314,M,,1106446,EUR,944438400,M,26,26,False,40.0,38.0,1.0,1.0,0.0,19.0,20.0,19.0,20.0,,5.0,,90.0,60.0,7.4,8.0,0.0204454,73.345925630457,11.0,5.2029320913139,0.0,0,,0.19,-0.14,-0.09,,1.0,,1.0,12.0,4.0,3.0,,,5.0,2.0,4.0,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,
14109807,home,Trabzonspor,Felipe Augusto,Felipe Augusto,,felipe-augusto,F. Augusto,F,99,187,1396,M,,1106681,EUR,1077062400,M,99,99,False,8.0,7.0,1.0,,0.0,1.0,1.0,6.0,7.0,2.0,2.0,,64.0,23.0,6.5,5.0,0.0895363,44.851790138665,5.0,39.902512404055,1.0,1,,0.14,0.11,0.13,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,3.0,1.0,14.35345574003,14.550659400866,1.0,,1.0,1.0,1.0,,0.0157,0.0203,0.01,,,,1.0,,,,,,,,,,
14109807,home,Trabzonspor,Ernest Muçi,,,ernest-muci,E. Muçi,M,10,180,5691,M,ernest_muci,924670,EUR,984960000,M,10,10,False,42.0,38.0,,,0.0,10.0,11.0,28.0,31.0,,5.0,,90.0,75.0,7.4,16.0,0.165947,169.92300539483,17.0,72.918013583703,3.0,4,,0.07,0.26,-0.16,,12.0,5.0,5.0,5.0,4.0,3.0,1.0,,1.0,1.0,1.0,1.0,19.950714486012,44.112228643771,5.0,,,1.0,,,0.3309,0.2685,0.53,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,
14109807,home,Trabzonspor,Mustafa Eskihellaç,,,mustafa-eskihellac,M. Eskihellaç,D,19,175,571,M,,899069,EUR,862790400,M,19,19,False,25.0,21.0,,,0.0,4.0,4.0,17.0,21.0,2.0,5.0,,90.0,43.0,6.5,10.0,0.0641715,243.80756668922,22.0,184.26628025313,6.0,0,,0.13,0.3,-0.14,,3.0,1.0,5.0,5.0,1.0,1.0,,,1.0,1.0,2.0,2.0,42.076272905731,139.24001729347,1.0,,,,,,,,,1.0,3.0,,2.0,,,,,,,,,,
14109807,home,Trabzonspor,Paul Onuachu,,,paul-onuachu,P. Onuachu,F,30,201,6791,M,,295123,EUR,770083200,F,30,30,False,11.0,7.0,,,0.0,4.0,4.0,3.0,7.0,3.0,3.0,,90.0,24.0,8.2,5.0,0.00188527,18.851602227808,3.0,-14.571626562878,0.0,6,,-0.14,0.02,0.21,,,,4.0,10.0,,,,,,,1.0,1.0,,,,3.0,7.0,2.0,,,0.3667,0.4018,0.41,,3.0,3.0,,1.0,,1.0,True,3.0,,,,,
14109807,home,Trabzonspor,Umut Nayir,,,mehmet-umut-nayir,U. Nayir,F,18,191,738,M,,284767,EUR,741225600,F,18,18,True,2.0,,,,0.0,,,,2.0,,,,26.0,4.0,6.4,3.0,,,,,,1,,-0.25,,0.0,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,0.022,0.1082,-0.09,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Anthony Nwakaeme,,,anthony-nwakaeme,A. N. Nwakaeme,M,9,185,824,M,,139455,EUR,606441600,F,9,9,True,8.0,6.0,,,0.0,2.0,2.0,4.0,6.0,,1.0,,15.0,11.0,6.5,5.0,0.00656103,61.444040086004,7.0,43.668197980338,1.0,0,,-0.02,0.1,0.0,,3.0,,,,,,,,,,,,14.903208287826,14.903309196283,1.0,,,,,,,,,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Stefan Savić,,,stefan-savic,S. Savić,D,15,186,1710,M,,76265,EUR,663292800,D,15,15,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,2.0,,,1.0,5.0,,,0.00183455,,,,,0,,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Okay Yokuşlu,,,okay-yokuslu,O. Yokuşlu,M,5,190,809,M,,97967,EUR,763171200,M,5,5,True,1.0,,,,0.0,,,,1.0,,1.0,,1.0,5.0,,2.0,,,,,,1,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,0.0151,0.0414,,,,,1.0,,,,,,,,,,
14109807,home,Trabzonspor,Onuralp Çevikkan,Onuralp Cevikkan,,onuralp-cevikkan,O. Çevikkan,G,25,190,370,M,,1417078,EUR,1136160000,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Ahmet Doğan Yıldırım,Ahmet Doğan Yıldırım,,ahmet-dogan-yildirim,A. D. Yıldırım,G,88,194,225,M,,1907056,EUR,1162339200,G,88,88,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Salih Malkoçoğlu,Salih Malkoçoglu,,salih-malkocoglu,S. Malkoçoğlu,D,74,190,275,M,,1499364,EUR,1109116800,M,74,74,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Boran Başkan,Boran Başkan,,boran-baskan,B. Başkan,M,80,175,169,M,,1974312,EUR,1143590400,M,80,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Benjamin Bouchouari,,,benjamin-bouchouari,B. Bouchouari,M,8,165,2367,M,,1046446,EUR,1005609600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109807,home,Trabzonspor,Ozan Tufan,,,ozan-tufan,O. Tufan,M,11,182,2045,M,,251907,EUR,795916800,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109807,away,Fenerbahçe,Ederson,,,ederson,Ederson,G,31,188,48446,M,Ederson93,254491,EUR,745545600,G,31,31,False,34.0,25.0,24.0,15.0,0.0,16.0,17.0,9.0,17.0,,9.0,,90.0,46.0,6.5,9.0,0.004422,16.902567809903,4.0,10.422248443034,0.0,0,-0.9817,0.26,-0.01,-0.08,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,6.0,0.0926,
