match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_wasFouled,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,player_height,player_gender,stat_bigChanceMissed
12924410,home,VV Kolping Boys,Nick Plomper,Nick,Plomper,nick-plomper,N. Plomper,G,1,1,896218,EUR,928540800.0,G,1,1,False,54.0,31.0,41.0,18.0,0.0,24.0,31.0,7.0,23.0,2.0,1.0,1.0,2.0,18.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,90.0,66.0,6.5,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,
12924410,home,VV Kolping Boys,Amine Ouaziz,Amine Ouaziz,,amine-ouaziz,A. Ouaziz,D,2,0,1978029,EUR,,D,2,2,False,29.0,18.0,8.0,3.0,1.0,11.0,15.0,8.0,19.0,1.0,,,4.0,3.0,,,,,,,,90.0,51.0,6.2,18.0,0,True,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12924410,home,VV Kolping Boys,Arthur Winkelaar,Arthur Winkelaar,,arthur-winkelaar,A. Winkelaar,D,5,0,1978156,EUR,,D,5,5,False,26.0,22.0,6.0,3.0,0.0,13.0,15.0,9.0,11.0,3.0,1.0,1.0,2.0,5.0,2.0,,,,,,,90.0,36.0,6.0,5.0,1,,,,,4.0,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12924410,home,VV Kolping Boys,Joreno Mandjes,Joreno Mandjes,,joreno-mandjes,J. Mandjes,D,17,0,1978164,EUR,,D,17,17,False,26.0,16.0,15.0,7.0,0.0,14.0,18.0,2.0,8.0,1.0,,,6.0,4.0,,,,,,,,90.0,40.0,7.4,10.0,1,,,,1.0,,,,,,,1.0,4.0,,1.0,2.0,,,,,,,,,
12924410,home,VV Kolping Boys,Daan Helder,Daan Helder,,daan-helder,D. Helder,D,3,0,1978157,EUR,,D,3,3,False,27.0,17.0,9.0,3.0,0.0,15.0,24.0,2.0,3.0,1.0,,,3.0,1.0,1.0,,,,,,,82.0,36.0,5.9,12.0,0,,,,,4.0,2.0,,2.0,,,,,,,2.0,2.0,,,,,,,,
12924410,home,VV Kolping Boys,Floris Kemps,Floris Kemps,,floris-kemps,F. Kemps,M,7,0,1978160,EUR,,D,7,7,False,16.0,11.0,3.0,,0.0,7.0,9.0,5.0,10.0,1.0,2.0,,1.0,6.0,1.0,,,,,,,90.0,39.0,5.4,18.0,0,,3.0,1.0,,8.0,1.0,,,1.0,2.0,,,1.0,,1.0,3.0,3.0,,,,,,,
12924410,home,VV Kolping Boys,Loran Schouten,Loran Schouten,,loran-schouten,L. Schouten,F,14,0,1978166,EUR,,M,14,14,False,14.0,8.0,2.0,1.0,0.0,4.0,6.0,4.0,8.0,5.0,2.0,2.0,1.0,4.0,1.0,,,,,,,74.0,27.0,6.3,9.0,0,,,,,6.0,2.0,,1.0,,3.0,,,,,1.0,,,2.0,,,,,,
12924410,home,VV Kolping Boys,Thijmen Kee,Thijmen Kee,,thijmen-kee,T. Kee,D,4,0,1978172,EUR,,M,4,4,False,17.0,11.0,3.0,,0.0,6.0,9.0,5.0,9.0,5.0,,,2.0,3.0,3.0,,,,,,,88.0,37.0,6.6,10.0,0,,1.0,,,8.0,4.0,,2.0,,1.0,,3.0,2.0,,3.0,2.0,1.0,2.0,,,,,,
12924410,home,VV Kolping Boys,Steije Kee,Steije Kee,,steije-kee,S. Kee,M,6,0,1978171,EUR,,M,6,6,False,29.0,16.0,3.0,2.0,0.0,12.0,17.0,4.0,17.0,5.0,1.0,1.0,3.0,6.0,1.0,,,,,,,90.0,50.0,6.3,24.0,0,,5.0,,2.0,6.0,2.0,,2.0,,2.0,,,1.0,,2.0,4.0,,1.0,,,,,,
12924410,home,VV Kolping Boys,Mohamed Ettouhlali,Mohamed Ettouhlali,,mohamed-ettouhlali,M. Ettouhlali,M,10,0,1978169,EUR,,M,10,10,False,14.0,10.0,1.0,,0.0,6.0,7.0,4.0,8.0,2.0,3.0,1.0,,2.0,1.0,,,,,,,82.0,24.0,6.3,8.0,2,,1.0,,,7.0,1.0,,,,1.0,1.0,,1.0,,,,3.0,,1.0,,,,,
