match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,captain,stat_duelLost,stat_dispossessed,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_unsuccessfulTouch,player_sofascoreId,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal,stat_clearanceOffLine,stat_errorLeadToAShot
11450085,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,26.0,12.0,20.0,6.0,8.0,9.0,4.0,17.0,1.0,1.0,8.0,1.0,1.0,2.0,90.0,35.0,7.1,15.0,0.00139165,0,0.0682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450085,home,Beşiktaş JK,Onur Bulut,onur-bulut,O. Bulut,D,6,179,562,M,142494,EUR,766454400,D,4,4,False,46.0,41.0,3.0,,15.0,16.0,27.0,32.0,,6.0,2.0,,,,90.0,73.0,7.9,7.0,0.0306187,0,,2.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11450085,home,Beşiktaş JK,Necip Uysal,necip-uysal,N. Uysal,D,20,180,1751,M,43394,EUR,664675200,D,20,20,False,59.0,57.0,3.0,3.0,36.0,37.0,21.0,23.0,1.0,3.0,5.0,,,,90.0,74.0,7.6,4.0,0.0165343,0,,1.0,,,6.0,3.0,1.0,1.0,1.0,1.0,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11450085,home,Beşiktaş JK,Omar Colley,omar-colley,O. Colley,D,15,190,966,M,238408,EUR,719798400,D,6,6,False,46.0,37.0,5.0,1.0,27.0,31.0,10.0,15.0,1.0,1.0,4.0,,,,90.0,59.0,6.9,10.0,0.00299399,0,,,,,9.0,1.0,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11450085,home,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179,10350,M,174975,EUR,752630400,D,26,26,False,48.0,41.0,4.0,2.0,20.0,22.0,22.0,35.0,3.0,9.0,5.0,,,,90.0,75.0,7.4,21.0,0.0755946,0,,9.0,1.0,,,1.0,5.0,3.0,,,,3.0,2.0,2.0,,,,,1.0,masuaku26,1.0,1.0,,,,,,,,,,,,,,
11450085,home,Beşiktaş JK,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2806,M,868958,EUR,828748800,M,28,28,False,74.0,65.0,13.0,9.0,37.0,39.0,28.0,35.0,4.0,5.0,10.0,,,,90.0,80.0,7.3,9.0,0.0254544,1,,,,,2.0,1.0,,,,2.0,,4.0,,2.0,,,,2.0,,,1.0,1.0,1.0,1.0,0.0459,0.2665,,,,,,,,,,
11450085,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,40.0,36.0,,,13.0,14.0,23.0,29.0,,6.0,6.0,,,,89.0,59.0,7.2,9.0,0.0455635,0,,3.0,,,1.0,2.0,5.0,3.0,1.0,,,7.0,1.0,1.0,,,2.0,3.0,,gedson_83,,,,,,,,,,,,,,,,
11450085,home,Beşiktaş JK,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,800411,EUR,835920000,M,11,11,False,29.0,20.0,4.0,1.0,3.0,4.0,19.0,30.0,,3.0,5.0,,,,81.0,49.0,7.7,15.0,0.265123,3,,5.0,2.0,1.0,1.0,,2.0,1.0,,4.0,,5.0,1.0,1.0,,,2.0,1.0,2.0,MRashica,1.0,1.0,,,0.0624,,1.0,3.0,,,,,,,,
11450085,home,Beşiktaş JK,Ernest Muçi,ernest-muci,E. Muçi,M,10,180,5691,M,924670,EUR,984960000,M,23,23,False,34.0,30.0,2.0,1.0,6.0,7.0,24.0,28.0,,5.0,3.0,,,,86.0,54.0,7.5,9.0,0.0555271,8,,1.0,,,,,5.0,2.0,,1.0,,5.0,1.0,,,,1.0,3.0,3.0,ernest_muci,,,2.0,,0.3848,0.4571,,4.0,2.0,1.0,,,,,,
11450085,home,Beşiktaş JK,Cenk Tosun,cenk-tosun,C. Tosun,F,23,183,2904,M,72127,EUR,676252800,M,9,9,False,15.0,10.0,1.0,,4.0,6.0,6.0,10.0,2.0,5.0,4.0,,,,81.0,27.0,7.2,11.0,0.00165692,2,,1.0,,,,,1.0,1.0,2.0,,,4.0,1.0,,,,2.0,1.0,3.0,,,,1.0,,0.4054,0.9769,,,1.0,,1.0,,,,,
