match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,captain,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_sofascoreId,stat_aerialWon,stat_unsuccessfulTouch,player_lastName,stat_totalContest,stat_wonContest,stat_keyPass,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_totalOffside
14083285,home,Girona FC,Vladyslav Vanat,vladyslav-vanat,V. Vanat,F,19,181,2792,M,976374,EUR,1010102400,F,19,19,False,2.0,2.0,,,0.0,2.0,2.0,,,2.0,,,,,,,,53.0,3.0,6.4,,5.236e-05,,0,,0.0,,0.13,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14083285,home,Girona FC,Hugo Rincón,rincon-lumbreras-hugo,H. Rincón,D,2,183,270,M,1632454,EUR,1043625600,D,2,2,True,10.0,9.0,1.0,,0.0,5.0,6.0,4.0,4.0,5.0,1.0,2.0,1.0,2.0,,,,45.0,21.0,6.1,2.0,0.0371749,,0,,0.1,0.03,-0.25,,,,1.0,2.0,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
14083285,home,Girona FC,Alejandro Francés,alejandro-frances,A. Francés,D,16,180,576,M,1002347,EUR,1028160000,D,16,16,True,25.0,21.0,9.0,6.0,0.0,18.0,20.0,3.0,5.0,,2.0,,4.0,1.0,1.0,,,45.0,32.0,6.3,4.0,0.00307654,,0,,0.07,0.06,-0.44,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14083285,home,Girona FC,Jhon Solís,jhon-solis,J. Solís,M,14,186,1595,M,1106573,EUR,1096761600,M,22,22,True,10.0,8.0,1.0,,0.0,6.0,6.0,2.0,4.0,1.0,1.0,1.0,,2.0,1.0,,,37.0,13.0,6.6,2.0,0.00050003,,1,,-0.03,0.04,-0.14,,Jhon Solis,,,,,1.0,,,,,,,,,,,,,,0.0602,0.27,,,1.0,0.7577,,,,,,,,
14083285,home,Girona FC,Portu,portu,Portu,F,8,167,868,M,218616,EUR,706406400,F,8,8,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,37.0,6.0,6.4,2.0,0.0140523,,1,,-0.04,,-0.01,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,0.1054,-0.24,,1.0,,,,,,,,,,
14083285,home,Girona FC,Bryan Gil,bryan-gil,B. Gil,M,21,176,3585,M,910026,EUR,981849600,F,21,21,True,6.0,6.0,,,0.0,2.0,2.0,4.0,4.0,2.0,2.0,,,,,,,15.0,16.0,6.6,4.0,0.00900366,,0,,0.04,-0.04,0.22,,,,,,2.0,1.0,2.0,1.0,,bryan11gil,,2.0,,,,1.0,,,,,,,,,,,,,,,,,
14083285,home,Girona FC,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12862,M,190419,EUR,789609600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Livakovic40,,,,,,,,,,,,,,,,,,,,,,,
14083285,home,Girona FC,Vladyslav Krapyvtsov,vladyslav-krapyvtsov,V. Krapyvtsov,G,25,188,588,M,1521733,EUR,1119657600,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083285,home,Girona FC,Donny van de Beek,donny-van-de-beek,D. v. d. Beek,M,6,183,7962,M,361790,EUR,861321600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,donnyvdbeek,,,,,,,,,,,,,,,,,,,,,,,
14083285,home,Girona FC,Abel Ruíz,abel-ruiz,A. Ruíz,F,9,182,1448,M,826013,EUR,949017600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083285,home,Girona FC,Cristhian Stuani,cristhian-stuani,C. Stuani,F,7,184,1894,M,32048,EUR,529459200,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083285,away,Levante UD,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1508,M,134029,EUR,702691200,G,13,13,False,22.0,20.0,6.0,4.0,0.0,20.0,21.0,,1.0,,,,2.0,4.0,,1.0,1.0,90.0,27.0,7.4,2.0,7.594e-05,0.4991,0,0.7577,0.06,0.01,0.14,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,
14083285,away,Levante UD,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182,343,M,149606,EUR,776304000,D,22,22,False,50.0,46.0,4.0,3.0,1.0,17.0,18.0,29.0,32.0,1.0,3.0,,2.0,1.0,,,,90.0,71.0,7.6,9.0,0.19409,,0,,0.29,-0.46,0.3,,,,4.0,,1.0,,3.0,2.0,,,,2.0,,,,2.0,,,,,,3.0,,,,,,,1.0,,,,
14083285,away,Levante UD,Unai Elgezabal,unai-elguezabal,U. Elguezabal,D,5,185,200,M,813574,EUR,735696000,D,5,5,False,85.0,82.0,1.0,,0.0,48.0,50.0,34.0,35.0,2.0,3.0,,4.0,1.0,,,,90.0,90.0,7.4,3.0,0.196743,,0,,0.36,0.11,0.27,,,,,,,,,,2.0,,3.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
14083285,away,Levante UD,Matias Moreno,matias-moreno,M. Moreno,D,2,195,1092,M,1496360,EUR,1064361600,D,2,2,False,77.0,74.0,1.0,1.0,0.0,41.0,41.0,33.0,36.0,1.0,2.0,1.0,2.0,,1.0,,,90.0,86.0,7.3,4.0,0.108807,,1,,0.31,0.35,0.24,,Matias Moreno,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,0.2716,-0.49,,1.0,,,,,,,1.0,1.0,,
14083285,away,Levante UD,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,False,50.0,42.0,4.0,1.0,0.0,16.0,19.0,26.0,31.0,2.0,6.0,,3.0,3.0,1.0,,,90.0,78.0,6.8,16.0,0.0203065,,0,,-0.31,0.21,0.22,,,,4.0,,1.0,,3.0,1.0,1.0,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,
14083285,away,Levante UD,Carlos Álvarez,carlos-alvarez,C. Álvarez,M,24,168,2186,M,1010656,EUR,1060128000,M,24,24,False,41.0,38.0,3.0,3.0,0.0,13.0,13.0,25.0,28.0,9.0,4.0,1.0,,1.0,2.0,,,72.0,56.0,7.8,10.0,0.636282,,3,,0.38,0.2,-0.06,,,,1.0,1.0,3.0,,1.0,1.0,3.0,,,2.0,,2.0,1.0,2.0,,,,0.3277,0.54,,,3.0,0.5195,,,,2.0,,,1.0,
14083285,away,Levante UD,Unai Vencedor,unai-vencedor,U. Vencedor,M,12,176,264,M,966802,EUR,974246400,M,12,12,False,42.0,41.0,6.0,6.0,0.0,14.0,14.0,27.0,28.0,4.0,1.0,1.0,,3.0,1.0,,,55.0,44.0,6.8,1.0,0.0251249,,0,,0.25,0.02,-0.08,,,,1.0,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
14083285,away,Levante UD,Oriol Rey,rey-oriol,O. Rey,M,20,175,383,M,859769,EUR,888364800,M,20,20,False,59.0,55.0,4.0,2.0,0.0,22.0,24.0,33.0,35.0,3.0,3.0,,,3.0,1.0,,,71.0,64.0,6.9,4.0,0.0296853,,0,,0.1,0.03,0.0,,,,,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14083285,away,Levante UD,Roger Brugué,roger-brugue,R. Brugué,M,7,173,193,M,909554,EUR,847065600,M,7,7,False,45.0,39.0,2.0,,0.0,16.0,18.0,23.0,27.0,5.0,7.0,1.0,,3.0,3.0,,,90.0,64.0,6.5,11.0,0.102087,,2,,-0.35,0.33,-0.04,,,True,4.0,1.0,,,1.0,1.0,1.0,,,,,5.0,3.0,1.0,1.0,,,0.3083,-0.6,1.0,1.0,,,,,,,1.0,1.0,,
14083285,away,Levante UD,Etta Eyong,etta-eyong,E. Eyong,F,21,181,18339,M,1393673,EUR,1066089600,F,21,21,False,9.0,7.0,,,1.0,2.0,3.0,5.0,6.0,,1.0,,3.0,3.0,,,,72.0,16.0,8.0,3.0,0.151083,,2,,0.09,0.0,0.23,,Etta Eyong,,,,,,,,,,1.0,1.0,,,,1.0,,,,0.3742,0.5,,1.0,1.0,0.7543,,,,1.0,1.0,,1.0,
14083285,away,Levante UD,Iván Romero,ivan-romero,I. Romero,F,9,172,1322,M,1014042,EUR,986860800,F,9,9,False,18.0,13.0,,,0.0,2.0,3.0,11.0,15.0,4.0,4.0,1.0,,1.0,,,,71.0,30.0,8.1,12.0,0.350523,,3,,0.32,0.63,-0.09,,,,,,,,1.0,1.0,2.0,,2.0,4.0,,2.0,1.0,1.0,,,,1.0184,0.38,,2.0,1.0,0.9708,,,,,1.0,1.0,1.0,
14083285,away,Levante UD,Jon Ander Olasagasti,jon-ander-olasagasti,J. A. Olasagasti,M,8,176,263,M,1010383,EUR,966384000,M,8,8,True,33.0,33.0,2.0,2.0,0.0,5.0,5.0,28.0,28.0,2.0,3.0,,,1.0,1.0,,,35.0,38.0,6.9,1.0,0.0211894,,0,,0.11,0.13,0.16,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14083285,away,Levante UD,Pablo Martínez,pablo-martinez,P. Martínez,M,10,182,306,M,927066,EUR,888105600,M,10,10,True,19.0,17.0,,,0.0,3.0,3.0,14.0,16.0,,1.0,,,1.0,,,,19.0,23.0,7.5,2.0,0.189348,,2,,0.54,0.2,0.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,0.2159,-0.54,1.0,1.0,1.0,0.6813,,,,1.0,1.0,,,1.0
14083285,away,Levante UD,José Luis Morales,jose-luis-morales,J. L. Morales,F,11,180,1811,M,344129,EUR,553996800,F,11,11,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,3.0,,,,3.0,,,,19.0,8.0,6.5,3.0,0.0828558,,0,,0.15,0.21,0.0,,,,,,1.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,,,
14083285,away,Levante UD,Kervin Arriaga,kervin-arriaga,K. Arriaga,M,16,191,2306,M,1083832,EUR,883958400,M,16,16,True,15.0,14.0,1.0,1.0,0.0,5.0,5.0,9.0,10.0,1.0,1.0,,,1.0,,,,18.0,19.0,6.9,2.0,0.00948739,,0,,0.02,0.0,0.24,,Kervin Arriaga,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
14083285,away,Levante UD,Goduine Koyalipou,goduine-koyalipou,G. Koyalipou,F,9,183,1187,M,891505,EUR,950572800,F,15,15,True,5.0,3.0,,,0.0,,,3.0,5.0,2.0,1.0,,,1.0,,,,18.0,12.0,7.4,4.0,0.0158153,,1,,-0.43,0.3,0.0,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,0.3848,0.53,,,1.0,0.6385,,,,,,,1.0,
14083285,away,Levante UD,Pablo Cuñat,pablo-cunat,P. Cuñat,G,1,188,281,M,1085579,EUR,1019952000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083285,away,Levante UD,Diego Pampín,diego-pampin,D. Pampín,D,6,173,127,M,855837,EUR,953078400,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083285,away,Levante UD,Jorge Cabello,jorge-cabello,J. Cabello,D,15,180,78,M,1807070,EUR,1082851200,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Jorge Cabello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083285,away,Levante UD,Adrián de la Fuente,adrian-de-la-fuente,Adri,D,4,178,396,M,997244,EUR,919987200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083285,away,Levante UD,Víctor García,victor-garcia,V. García,M,17,177,108,M,952222,EUR,852076800,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083285,away,Levante UD,Iker Losada,iker-losada,I. Losada,M,18,175,443,M,992331,EUR,996624000,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083285,away,Levante UD,Carlos Espí,espi-carlos,C. Espí,F,19,194,328,M,1649918,EUR,1122163200,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
