match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_wasFouled,stat_totalOffside,stat_challengeLost,stat_outfielderBlock,stat_fouls,captain,stat_bigChanceCreated,stat_dispossessed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,player_sofascoreId,stat_goalAssist,stat_goals
10438066,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,19.0,17.0,8.0,6.0,14.0,14.0,3.0,5.0,12.0,1.0,1.0,1.0,90.0,28.0,5.8,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438066,home,Vizela,Carlos Isaac,,,isaac-carlos,C. Isaac,D,2,184,69,M,913214,EUR,893894400,D,7,7,False,38.0,21.0,12.0,4.0,12.0,14.0,11.0,30.0,10.0,,,,90.0,70.0,7.0,26.0,0,6.0,2.0,3.0,2.0,3.0,6.0,2.0,4.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
10438066,home,Vizela,Bruno Wilson,,,bruno-wilson,B. Wilson,D,,192,89,M,830293,EUR,851644800,D,3,3,False,41.0,28.0,9.0,4.0,23.0,27.0,5.0,14.0,5.0,,,,90.0,56.0,6.9,14.0,4,,,2.0,7.0,2.0,10.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
10438066,home,Vizela,Anderson,,,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,32.0,26.0,2.0,,15.0,17.0,11.0,15.0,3.0,,,,90.0,37.0,6.4,7.0,1,,,2.0,2.0,4.0,2.0,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
10438066,home,Vizela,Kiki Afonso,,,kiki-afonso,K. Afonso,D,24,181,59,M,324345,EUR,787017600,D,24,24,False,42.0,23.0,11.0,4.0,9.0,11.0,16.0,37.0,5.0,,,,90.0,72.0,7.3,24.0,3,6.0,2.0,3.0,4.0,4.0,11.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,2.0,6.0,,,,1.0,True,,,,,,,,
10438066,home,Vizela,Alex Méndez,,,alex-mendez,A. Méndez,M,19,178,126,M,985125,EUR,968198400,M,19,19,False,24.0,18.0,3.0,1.0,7.0,9.0,13.0,21.0,5.0,,,,63.0,42.0,7.3,12.0,1,6.0,2.0,,,,5.0,,3.0,1.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,
10438066,home,Vizela,Osama Rashid,,,osama-rashid,O. Rashid,M,20,180,711,M,786038,EUR,695260800,M,23,23,False,27.0,21.0,5.0,4.0,4.0,7.0,19.0,27.0,3.0,,,,63.0,40.0,7.1,12.0,1,7.0,2.0,,2.0,,2.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,
10438066,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,48.0,34.0,8.0,3.0,9.0,13.0,25.0,37.0,3.0,,,,82.0,64.0,6.5,18.0,3,2.0,,2.0,2.0,6.0,5.0,3.0,1.0,1.0,2.0,,,,,,,3.0,1.0,2.0,1.0,1.0,,3.0,,,,,,,,,
10438066,home,Vizela,Kévin Zohi,,,kevin-zohi,K. Zohi,F,9,177,150,M,891793,EUR,850953600,F,22,22,False,10.0,6.0,,,1.0,3.0,5.0,8.0,2.0,,,,39.0,21.0,6.8,8.0,0,1.0,,,1.0,,4.0,1.0,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438066,home,Vizela,Alexander Schmidt,,,alexander-schmidt,A. Schmidt,F,10,193,80,M,842499,EUR,885168000,F,11,11,False,9.0,3.0,,,,1.0,3.0,8.0,1.0,,,,81.0,22.0,6.6,13.0,3,,,5.0,1.0,7.0,1.0,,,,3.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,2.0,,,,,,
10438066,home,Vizela,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,F,10,10,False,37.0,28.0,1.0,1.0,6.0,6.0,22.0,35.0,5.0,,,,90.0,54.0,7.3,17.0,3,4.0,,2.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,
10438066,home,Vizela,Nuno Moreira,,,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,M,79,79,True,15.0,11.0,1.0,1.0,6.0,8.0,7.0,15.0,5.0,,,,51.0,30.0,7.1,12.0,3,8.0,2.0,,,,,1.0,,,2.0,1.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,
10438066,home,Vizela,Diego Rosa,,,diego-rosa,D. Rosa,M,33,180,531,M,1002415,EUR,1034380800,M,17,17,True,16.0,13.0,1.0,,7.0,7.0,7.0,11.0,2.0,,,,27.0,23.0,7.1,6.0,1,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,
10438066,home,Vizela,Milutin Osmajić,,,milutin-osmajic,M. Osmajić,F,28,186,445,M,928047,EUR,932860800,F,9,9,True,6.0,5.0,,,,,5.0,6.0,,,,,27.0,12.0,6.7,3.0,0,,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,
10438066,home,Vizela,Friday Etim,Friday Etim,,friday-etim,F. Etim,F,25,186,186,M,1172464,EUR,1021939200,F,90,90,True,2.0,1.0,,,,,1.0,2.0,1.0,,,,9.0,8.0,6.9,3.0,3,,,2.0,1.0,4.0,1.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,2.0,,,,,,
10438066,home,Vizela,Claudemir,,,claudemir,Claudemir,M,,185,38,M,34257,EUR,575424000,M,6,6,True,7.0,6.0,,,3.0,3.0,3.0,6.0,1.0,,,,8.0,14.0,6.7,7.0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438066,home,Vizela,Luiz Felipe,,,luis-felipe,L. Felipe,G,,197,35,M,928228,EUR,861840000,G,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438066,home,Vizela,Ivanildo Fernandes,,,ivanildo-fernandes,I. Fernandes,D,14,193,63,M,806515,EUR,827798400,D,4,4,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438066,home,Vizela,Andrés Sarmiento,,,andres-sarmiento,A. Sarmiento,M,29,170,296,M,842663,EUR,884822400,M,29,29,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438066,home,Vizela,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,D,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438066,away,FC Arouca,Ignacio de Arruabarrena,,,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,43.0,22.0,33.0,12.0,13.0,18.0,9.0,25.0,17.0,,6.0,,90.0,67.0,8.7,22.0,0,,,,2.0,,3.0,,,,,,,,,,,,3.0,1.0,,,,,,,,2.0,4.0,3.0,,,
10438066,away,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,37.0,26.0,9.0,5.0,18.0,22.0,8.0,17.0,3.0,,,,90.0,61.0,6.9,15.0,0,2.0,,3.0,2.0,4.0,2.0,1.0,,,,,,,,,,,8.0,,,,,1.0,,,,,,,,,
10438066,away,FC Arouca,João Basso,,,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,50.0,44.0,6.0,3.0,36.0,38.0,8.0,12.0,4.0,,,,90.0,61.0,7.4,6.0,0,,,1.0,2.0,1.0,3.0,,1.0,,,,,,,,,,4.0,,,,3.0,,True,,,,,,,,
10438066,away,FC Arouca,Jerome Opoku,,,opoku-jerome,J. Opoku,D,3,194,1396,M,920514,EUR,908323200,D,3,3,False,41.0,31.0,7.0,1.0,26.0,30.0,5.0,11.0,5.0,,,,90.0,59.0,7.1,12.0,0,,,2.0,6.0,4.0,6.0,,,,1.0,1.0,1.0,,,,,,10.0,,,,1.0,1.0,,,,,,,,,
10438066,away,FC Arouca,Mateus Quaresma,,,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,False,49.0,37.0,6.0,2.0,27.0,35.0,10.0,18.0,7.0,,,,90.0,80.0,7.2,25.0,0,4.0,,,2.0,3.0,7.0,,3.0,3.0,,,3.0,1.0,,,,,2.0,1.0,,,,1.0,,,,,,,,,
10438066,away,FC Arouca,Morlaye Sylla,,,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,45.0,37.0,6.0,3.0,8.0,10.0,29.0,36.0,5.0,,,,86.0,55.0,7.0,12.0,1,1.0,,,1.0,6.0,3.0,,1.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,,4.0,,1.0,,,,,morlayesylla2,1.0,
10438066,away,FC Arouca,Ismaila Soro,,,ismaila-soro,I. Soro,M,19,173,157,M,892808,EUR,894499200,M,23,23,False,46.0,41.0,6.0,5.0,18.0,19.0,23.0,27.0,4.0,,,,90.0,58.0,6.7,8.0,0,,,2.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,2.0,,,1.0,,2.0,,,1.0,,,,,,
