match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_totalOffside,stat_aerialLost,player_firstName,player_lastName,stat_challengeLost,captain,stat_wonContest,stat_penaltyWon,stat_goalAssist,stat_hitWoodwork,stat_shotOffTarget,stat_bigChanceCreated,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded
11453146,home,Al Wehda,Munir El Kajoui,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,Munir,141967,EUR,610761600,G,1,1,False,17.0,11.0,13.0,7.0,6.0,6.0,5.0,11.0,1.0,1.0,1.0,11.0,1.0,2.0,5.0,1.0,90.0,32.0,7.6,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453146,home,Al Wehda,Saeed Almuwallad,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,,872205,EUR,668476800,D,2,2,False,38.0,29.0,4.0,2.0,15.0,18.0,15.0,25.0,2.0,4.0,3.0,6.0,,,,,90.0,62.0,6.8,16.0,0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453146,home,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190.0,4432,M,,877103,EUR,699321600,D,5,5,False,55.0,48.0,7.0,5.0,25.0,27.0,23.0,28.0,2.0,3.0,9.0,6.0,,,,,90.0,70.0,8.0,9.0,3,,,3.0,1.0,,,,1.0,1.0,,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11453146,home,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,,156401,EUR,612835200,D,6,6,False,47.0,42.0,7.0,4.0,32.0,36.0,10.0,11.0,3.0,3.0,5.0,2.0,,,,,90.0,54.0,6.8,5.0,0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11453146,home,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,,1106232,EUR,1009411200,D,27,27,False,22.0,17.0,,,8.0,10.0,10.0,14.0,3.0,4.0,3.0,3.0,,,,,90.0,43.0,6.7,10.0,0,2.0,1.0,5.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,,2.0,Hawsawi Islam Ahmed,,1.0,,,,,,,,,,
11453146,home,Al Wehda,Anselmo,anselmo,Anselmo,M,87,182.0,171,M,,256671,EUR,603936000,M,87,87,False,34.0,29.0,2.0,2.0,11.0,11.0,18.0,23.0,3.0,6.0,3.0,8.0,,,,,90.0,45.0,7.2,9.0,0,,,6.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,4.0,,3.0,,,2.0,True,1.0,1.0,,,,,,,
11453146,home,Al Wehda,Craig Goodwin,craig-goodwin,C. Goodwin,M,11,183.0,692,M,,220113,EUR,692841600,M,23,23,False,30.0,27.0,3.0,3.0,7.0,7.0,20.0,23.0,1.0,2.0,,3.0,,,,,89.0,39.0,8.3,7.0,2,,,5.0,1.0,2.0,,,,,,1.0,2.0,2.0,,1.0,1.0,1.0,,,,2.0,,1.0,,1.0,1.0,,,,,
11453146,home,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,,143786,EUR,586396800,M,76,76,False,63.0,57.0,12.0,10.0,26.0,27.0,33.0,45.0,1.0,3.0,2.0,4.0,,,,,90.0,80.0,7.5,14.0,1,9.0,2.0,,,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,
11453146,home,Al Wehda,Abdulaziz Noor,abdulaziz-noor,A. Noor,M,24,173.0,80,M,,1085115,EUR,916617600,F,24,24,False,13.0,10.0,,,3.0,3.0,7.0,12.0,,6.0,,3.0,,,,,79.0,39.0,6.9,15.0,1,2.0,,7.0,2.0,6.0,1.0,,2.0,2.0,1.0,2.0,,,,,3.0,,1.0,Abdulaziz Noor,,,,3.0,,,,1.0,,,,
11453146,home,Al Wehda,Odion Ighalo,odion-ighalo,O. Ighalo,F,,183.0,2180,M,,29774,EUR,613958400,F,9,9,False,13.0,11.0,1.0,1.0,4.0,4.0,7.0,9.0,,3.0,,1.0,,,,,90.0,23.0,7.2,7.0,2,,,2.0,1.0,2.0,,,,,2.0,,,2.0,,1.0,3.0,2.0,,,,,,1.0,,,,,,,,
11453146,home,Al Wehda,Hussain Ahmed Al Issa,hussain-ahmed-al-issa,H. A. A. Issa,M,20,173.0,18,M,,989764,EUR,978048000,F,28,28,False,10.0,10.0,,,3.0,3.0,7.0,8.0,2.0,2.0,1.0,,,,,,37.0,15.0,6.8,3.0,1,1.0,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11453146,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,,826242,EUR,817948800,M,88,88,True,29.0,26.0,3.0,2.0,17.0,18.0,9.0,11.0,1.0,3.0,1.0,4.0,,,,,53.0,42.0,7.5,5.0,0,,,1.0,,1.0,4.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,
11453146,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,,911303,EUR,626832000,M,4,4,True,6.0,4.0,,,4.0,5.0,,1.0,1.0,2.0,,1.0,,,,,11.0,8.0,6.5,2.0,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11453146,home,Al Wehda,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,,1095802,EUR,979171200,M,90,90,True,,,,,,,,,,,1.0,,,,,,1.0,2.0,,,0,,,,,,,,,,,,,,,,,,,Hazzaa Ahmed Al-Ghamdi,,,,,,,,,,,,
11453146,home,Al Wehda,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,,925459,EUR,857174400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453146,home,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,,1399144,EUR,924566400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Ali Makki,,,,,,,,,,,,
11453146,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,,160901,EUR,725241600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453146,home,Al Wehda,Sultan Al Akouz,sultan-al-akouz,S. A. Akouz,F,29,,4,M,,1399139,EUR,1082764800,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Sultan Al Akouz,,,,,,,,,,,,
11453146,home,Al Wehda,Jaber Assiri,jaber-assiri,J. Assiri,F,20,178.0,4,M,,920524,EUR,875059200,F,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453146,home,Al Wehda,Yahya Naji,yahya-naji,Y. Naji,F,80,170.0,27,M,,984587,EUR,920332800,F,80,80,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453146,away,Al-Riyadh,Martín Campaña,martin-campana,M. Campaña,G,25,186.0,179,M,,243045,EUR,612403200,G,25,25,False,32.0,23.0,18.0,9.0,19.0,22.0,4.0,10.0,,1.0,1.0,10.0,1.0,2.0,5.0,1.0,90.0,46.0,7.2,9.0,0,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,1.0,,
11453146,away,Al-Riyadh,Khalid Bin Shuwayyi,khalid-bin-shuwayyi,K. B. Shuwayyi,D,75,176.0,10,M,,893516,EUR,828921600,D,5,5,False,14.0,11.0,2.0,,8.0,8.0,3.0,10.0,,3.0,,2.0,,,,,45.0,23.0,6.5,7.0,0,4.0,,4.0,,1.0,,,2.0,2.0,,1.0,,,,,,,3.0,,,,,1.0,,,,,,,,
11453146,away,Al-Riyadh,Dino Arslanagić,dino-arslanagic,D. Arslanagić,D,,191.0,53,M,,94280,EUR,735609600,D,36,36,False,50.0,44.0,8.0,6.0,34.0,36.0,10.0,14.0,,,2.0,,,,,,90.0,55.0,6.2,6.0,0,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
11453146,away,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179.0,31,M,,350060,EUR,690076800,D,29,29,False,55.0,50.0,7.0,5.0,33.0,34.0,17.0,21.0,2.0,4.0,6.0,1.0,,,,,90.0,66.0,6.4,5.0,1,,,4.0,,1.0,,,1.0,1.0,,1.0,,,,,,,2.0,,,1.0,,1.0,,,,1.0,,,,
11453146,away,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174.0,142,M,,1519328,EUR,864259200,D,8,8,False,47.0,39.0,3.0,2.0,22.0,25.0,18.0,26.0,1.0,3.0,1.0,7.0,,,,,90.0,72.0,6.6,14.0,1,4.0,1.0,4.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,2.0,,2.0,Abdulelah Al Khaibari,,2.0,,,,,,1.0,,,,
11453146,away,Al-Riyadh,Didier N'Dong,didier-ndong,D. N'Dong,M,,179.0,1107,M,,786029,EUR,771811200,M,20,20,False,48.0,43.0,5.0,4.0,23.0,26.0,20.0,23.0,,5.0,,7.0,,,,,90.0,61.0,7.1,8.0,1,1.0,,7.0,1.0,2.0,1.0,,3.0,3.0,,1.0,,1.0,,,1.0,,2.0,,,3.0,,2.0,,,,,,,1.0,
11453146,away,Al-Riyadh,Birama Touré,birama-toure,B. Touré,M,60,183.0,134,M,,246507,EUR,707788800,M,60,60,False,51.0,44.0,8.0,5.0,30.0,32.0,14.0,19.0,1.0,4.0,3.0,3.0,,,,,83.0,58.0,6.8,7.0,0,,,1.0,,1.0,1.0,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,
