match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_outfielderBlock,player_firstName,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,player_lastName,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,captain,stat_accurateCross,stat_totalOffside,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim
12437748,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,17.0,9.0,10.0,2.0,0.0,7.0,9.0,2.0,8.0,1.0,5.0,3.0,3.0,1.0,2.0,2.0,90.0,25.0,7.3,8.0,0.00023728,0,0.6595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437748,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,12,12,False,27.0,20.0,5.0,1.0,0.0,12.0,14.0,8.0,14.0,2.0,1.0,,,,,,79.0,48.0,6.9,9.0,0.00668857,0,,1.0,1.0,4.0,6.0,1.0,1.0,1.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12437748,home,Valencia,César Tárrega,cesar-tarrega,C. Tárrega,D,5,193,816,M,,996928,EUR,1014681600,D,15,15,False,35.0,26.0,4.0,1.0,0.0,18.0,22.0,8.0,13.0,7.0,3.0,,,,,,90.0,47.0,7.2,10.0,0.00362315,0,,,,1.0,2.0,,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
12437748,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,,1144630,EUR,1088294400,D,3,3,False,31.0,28.0,1.0,1.0,0.0,16.0,18.0,12.0,13.0,3.0,5.0,,,,,,90.0,39.0,7.0,4.0,0.00282665,1,,,2.0,2.0,3.0,,1.0,1.0,,,,1.0,,Cristhian Mosquera,1.0,1.0,0.089,,,,,,,,,,,,,
12437748,home,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182,419,M,,996929,EUR,1041465600,D,21,21,False,20.0,15.0,3.0,3.0,0.0,5.0,8.0,10.0,14.0,3.0,3.0,,,,,,90.0,51.0,7.2,12.0,0.00916427,0,,2.0,,9.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,,,1.0,,,1.0,2.0,,,,,,,,,,
12437748,home,Valencia,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,,1087316,EUR,990489600,M,5,5,False,28.0,22.0,3.0,,0.0,12.0,15.0,10.0,13.0,1.0,1.0,,,,,,68.0,39.0,6.8,8.0,0.00564643,0,,,2.0,2.0,7.0,,,,3.0,1.0,1.0,,,,,2.0,,,1.0,,1.0,1.0,,,,,,,,
12437748,home,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,,826948,EUR,902793600,M,18,18,False,44.0,33.0,7.0,2.0,2.0,14.0,16.0,20.0,35.0,3.0,8.0,,,,,,90.0,67.0,7.6,21.0,0.213418,0,,7.0,1.0,6.0,5.0,1.0,1.0,,2.0,1.0,3.0,,,,,2.0,,,1.0,,1.0,4.0,True,1.0,,,,,,
12437748,home,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,,998950,EUR,1021248000,M,16,16,False,20.0,15.0,1.0,1.0,0.0,5.0,6.0,10.0,14.0,,6.0,,,,,,90.0,26.0,6.9,7.0,0.0320679,1,,,1.0,5.0,3.0,2.0,2.0,,1.0,1.0,,1.0,,,1.0,1.0,0.0524,,,,,2.0,,,1.0,,,,,
12437748,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,M,8,8,False,18.0,9.0,3.0,,0.0,6.0,6.0,4.0,15.0,,5.0,,,,,,88.0,32.0,6.3,16.0,0.0119191,3,,3.0,,7.0,3.0,1.0,3.0,,1.0,,1.0,,,,1.0,,0.1243,,4.0,2.0,,,,1.0,,2.0,,,,
12437748,home,Valencia,Luis Rioja,luis-rioja,L. Rioja,M,11,173,860,M,,900433,EUR,750729600,M,22,22,False,15.0,10.0,2.0,1.0,0.0,1.0,2.0,10.0,15.0,2.0,1.0,,,,,,88.0,23.0,7.0,8.0,0.0971919,1,,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,0.0321,,,,1.0,1.0,,1.0,,,1.0,1.0,0.1091,
