match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_errorLeadToAGoal,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_accurateCross,stat_goalAssist,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_penaltyConceded,stat_totalOffside
11396339,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,32.0,23.0,14.0,5.0,22.0,23.0,1.0,9.0,12.0,1.0,90.0,42.0,5.9,9.0,0.00042786,0,-1.5788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396339,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,37.0,32.0,5.0,4.0,24.0,28.0,8.0,9.0,2.0,,89.0,43.0,6.0,5.0,0.00412754,0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396339,home,TSG Hoffenheim,John Brooks,john-brooks,J. Brooks,D,25,193,355,M,132149,EUR,728179200,D,23,23,False,,46.0,35.0,9.0,3.0,28.0,33.0,7.0,13.0,6.0,,90.0,69.0,7.3,13.0,0.00794748,2,,1.0,2.0,4.0,8.0,5.0,,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,1.0,0.7593,,,,,,,,,,,,,,,,,,,,,,
11396339,home,TSG Hoffenheim,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,48660,EUR,685584000,D,22,22,False,,52.0,47.0,10.0,7.0,28.0,31.0,19.0,21.0,2.0,,90.0,58.0,6.6,6.0,0.0248299,0,,1.0,,2.0,2.0,,,,,,,,,3.0,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11396339,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,37.0,29.0,4.0,2.0,16.0,18.0,13.0,20.0,5.0,,90.0,50.0,7.2,11.0,0.0158371,1,,,1.0,2.0,7.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,2.0,1.0,0.0547,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11396339,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,M,3,3,False,,33.0,23.0,1.0,,12.0,16.0,12.0,21.0,3.0,,90.0,52.0,6.9,14.0,0.438926,1,,3.0,3.0,3.0,4.0,,,1.0,,,,,1.0,,1.0,,,,0.0435,2.0,,,4.0,1.0,,1.0,,,,,,,,,,,,,,,
11396339,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,34.0,28.0,2.0,1.0,11.0,13.0,17.0,21.0,7.0,,89.0,47.0,7.1,8.0,0.240629,1,,2.0,1.0,6.0,4.0,,,3.0,1.0,,,1.0,1.0,2.0,3.0,,,2.0,0.5369,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
11396339,home,TSG Hoffenheim,Umut Tohumcu,umut-tohumcu,U. Tohumcu,M,8,176,432,M,1083410,EUR,1092182400,M,40,40,False,,9.0,9.0,,,5.0,5.0,4.0,4.0,3.0,,54.0,17.0,6.6,1.0,0.13156,0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,Umut Tohumcu,,,,,,,,,,,,,,,,,,,,
11396339,home,TSG Hoffenheim,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,21,21,False,,16.0,9.0,4.0,,6.0,10.0,3.0,8.0,5.0,,45.0,31.0,6.5,11.0,0.00290007,0,,,,2.0,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,
11396339,home,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,False,,16.0,13.0,1.0,,4.0,7.0,9.0,11.0,2.0,,90.0,39.0,8.7,14.0,0.106567,3,,4.0,3.0,8.0,7.0,,,2.0,1.0,3.0,2.0,,,1.0,,,,2.0,1.0946,,,,2.0,,7.0,,,,2.0,1.0,2.0,1.0,0.7881,,,,,,,,
