match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_aerialWon,stat_duelLost,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_punches
13472763,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,1,1,False,17.0,14.0,8.0,5.0,0.0,12.0,14.0,2.0,3.0,1.0,6.0,1.0,4.0,5.0,1.0,1.0,90.0,27.0,8.2,3.0,0.00057242,0,1.6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472763,home,Flamengo,Guillermo Varela,guillermo-varela,G. Varela,D,2,171,7450,M,,311456,EUR,732931200,D,2,2,False,53.0,46.0,3.0,2.0,0.0,12.0,13.0,34.0,40.0,4.0,4.0,,,,,,90.0,82.0,7.5,14.0,0.172636,1,,,,6.0,2.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0607,,,,,,,,,,,,,,,,,
13472763,home,Flamengo,Léo Ortiz,leo-ortiz,L. Ortiz,D,3,185,10970,M,leortiz33,869643,EUR,820627200,D,3,3,False,67.0,61.0,5.0,3.0,0.0,34.0,36.0,27.0,31.0,6.0,3.0,,,,,,90.0,75.0,7.2,6.0,0.366515,0,,,,,,4.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,
13472763,home,Flamengo,Léo Pereira,leo-pereira,L. Pereira,D,4,189,8450,M,leopereira4,358548,EUR,823046400,D,4,4,False,71.0,66.0,7.0,6.0,0.0,41.0,43.0,25.0,28.0,7.0,2.0,,,,,,90.0,82.0,7.5,6.0,0.01264,0,,,,1.0,,2.0,,1.0,,,,,,,2.0,3.0,1.0,3.0,,,,,,,,,,,,,
13472763,home,Flamengo,Alex Sandro,alex-sandro,A. Sandro,D,26,181,13338,M,alxsndro12,84854,EUR,664848000,D,26,26,False,59.0,53.0,4.0,1.0,0.0,22.0,24.0,31.0,35.0,2.0,8.0,,,,,,90.0,76.0,7.4,6.0,0.155241,0,,,,2.0,2.0,2.0,,1.0,1.0,,,1.0,,,,3.0,2.0,3.0,1.0,,,,,,,,,,,,
13472763,home,Flamengo,Jorginho,jorginho,Jorginho,M,21,180,32422,M,jorginhofrello,132874,EUR,693187200,M,21,21,False,74.0,67.0,6.0,4.0,0.0,26.0,27.0,41.0,47.0,,6.0,,,,,,90.0,90.0,7.1,10.0,0.107408,2,,,,3.0,1.0,3.0,1.0,1.0,1.0,,,2.0,,0.1201,,4.0,,2.0,,1.0,1.0,1.0,,,,,,,,,
13472763,home,Flamengo,Saúl Ñíguez,saul-niguez,S. Ñíguez,M,8,184,13500,M,Saul,116955,EUR,785376000,M,8,8,False,53.0,50.0,3.0,2.0,0.0,20.0,21.0,30.0,32.0,2.0,6.0,,,,,,90.0,68.0,7.2,4.0,0.0446551,2,,,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,,1.0,,0.0398,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
13472763,home,Flamengo,Jorge Carrascal,jorge-carrascal,J. Carrascal,M,15,179,14876,M,,590392,EUR,896054400,M,15,15,False,36.0,27.0,2.0,1.0,0.0,5.0,6.0,22.0,30.0,1.0,7.0,,,,,,81.0,66.0,7.7,19.0,0.153207,3,,,,5.0,3.0,14.0,,,4.0,2.0,3.0,4.0,,0.2373,5.0,7.0,,2.0,2.0,,1.0,3.0,1.0,4.0,1.0,1.0,,,,,
13472763,home,Flamengo,Giorgian De Arrascaeta,giorgian-de-arrascaeta,Arrascaeta,M,10,173,86686,M,G10DeArrascaeta,333587,EUR,770428800,M,10,10,False,37.0,32.0,5.0,3.0,0.0,9.0,9.0,23.0,28.0,1.0,3.0,,,,,,81.0,55.0,8.0,9.0,0.501522,3,,,,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.1979,2.0,1.0,,1.0,4.0,,,1.0,,1.0,1.0,1.0,True,,,,
13472763,home,Flamengo,Samuel Lino,samuel-lino,S. Lino,M,16,178,22210,M,osamuellino,874705,EUR,945907200,M,16,16,False,25.0,17.0,1.0,,0.0,5.0,7.0,12.0,18.0,1.0,4.0,,,,,,63.0,42.0,6.5,16.0,0.0128519,1,,,,1.0,,6.0,,,1.0,1.0,3.0,3.0,,0.0971,2.0,5.0,,,,,2.0,,1.0,2.0,,,,1.0,1.0,0.1005,
