match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_expectedGoals,stat_aerialWon,stat_dispossessed,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_accurateCross,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_bigChanceMissed,captain,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11369358,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,31.0,25.0,8.0,2.0,23.0,25.0,2.0,6.0,2.0,2.0,3.0,90.0,35.0,6.6,6.0,0.00040486,0,-0.3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369358,home,Girona FC,Eric García,eric-garcia,E. García,D,24,182,56393,M,876214,EUR,978998400,D,25,25,False,47.0,40.0,7.0,1.0,16.0,19.0,24.0,29.0,5.0,,,80.0,60.0,6.8,8.0,0.0164266,2,,ericgm3,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.1999,,,,,,,,,,,,,,,,,,,,,
11369358,home,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,75.0,69.0,5.0,3.0,53.0,57.0,16.0,18.0,9.0,,,90.0,89.0,6.9,8.0,0.15317,2,,,,2.0,5.0,7.0,,,,2.0,,,2.0,2.0,,0.1061,4.0,1.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11369358,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,89.0,82.0,8.0,3.0,54.0,56.0,28.0,33.0,6.0,,,90.0,103.0,7.3,9.0,0.0721346,0,,,,1.0,2.0,4.0,,,,,,2.0,2.0,2.0,,,1.0,,5.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,
11369358,home,Girona FC,Yan Couto,couto-yan,Y. Couto,D,2,169,7132,M,1002813,EUR,1023062400,M,20,20,False,34.0,27.0,,,5.0,6.0,23.0,31.0,3.0,,,68.0,54.0,7.4,13.0,0.0961956,2,,yan.couto,3.0,1.0,3.0,2.0,,3.0,1.0,,1.0,,,,1.0,0.0767,,,,2.0,1.0,,3.0,,,1.0,,1.0,1.0,1.0,0.2203,,,,,,
11369358,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,71.0,67.0,4.0,2.0,43.0,44.0,25.0,30.0,8.0,,,90.0,89.0,6.9,9.0,0.0919775,3,,YangelHerrera8,3.0,3.0,6.0,7.0,,,,1.0,1.0,,3.0,1.0,,0.2643,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,1.0,1.0,,0.3802,1.0,,,,,
11369358,home,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,87.0,77.0,12.0,7.0,33.0,37.0,47.0,61.0,5.0,,,90.0,107.0,9.0,19.0,0.381311,2,,AlexGarcia97,11.0,1.0,2.0,5.0,,,,1.0,,,,,,0.0628,1.0,,1.0,,4.0,1.0,4.0,,,2.0,2.0,3.0,1.0,,0.1976,,True,,,,
11369358,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,M,3,3,False,64.0,60.0,3.0,2.0,41.0,43.0,19.0,22.0,8.0,,,90.0,78.0,6.9,7.0,0.0364797,1,,MGutiérrez,1.0,,2.0,2.0,,,,1.0,,,1.0,,,0.0219,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11369358,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178,895,M,973699,EUR,918950400,F,23,23,False,62.0,58.0,,,20.0,21.0,38.0,41.0,3.0,,,86.0,74.0,7.8,9.0,0.267593,1,,,,,3.0,3.0,,3.0,2.0,,,1.0,,,,0.4796,1.0,,1.0,4.0,,2.0,4.0,,,,,,1.0,,0.8127,,,1.0,,,
11369358,home,Girona FC,Savinho,savio,Savinho,M,26,176,52457,M,1046795,EUR,1081555200,F,16,16,False,24.0,19.0,1.0,,3.0,3.0,16.0,25.0,1.0,,,80.0,41.0,7.5,12.0,0.0223108,1,,Savinho,4.0,,1.0,6.0,,1.0,1.0,,,,4.0,3.0,1.0,0.0443,,1.0,,2.0,1.0,,,,,,,,1.0,,0.028,,,1.0,,,
