match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_challengeLost,captain,stat_accurateCross,stat_totalContest,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11352311,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,28.0,20.0,10.0,2.0,18.0,20.0,2.0,8.0,7.0,1.0,2.0,5.0,90.0,40.0,7.6,8.0,0.00047596,0,0.6204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352311,home,Arsenal,Ben White,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,53.0,43.0,6.0,1.0,26.0,30.0,17.0,26.0,4.0,,,,90.0,73.0,7.5,17.0,0.154486,1,,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0377,1.0,,,,,,,,,,,,,,,,,,,,,,
11352311,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,58.0,53.0,3.0,,46.0,50.0,7.0,8.0,4.0,,,,90.0,65.0,7.0,5.0,0.00162707,0,,,2.0,2.0,3.0,,2.0,,3.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11352311,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,50.0,44.0,7.0,5.0,26.0,30.0,18.0,20.0,5.0,,,,81.0,68.0,9.3,8.0,0.00632846,3,,,5.0,5.0,8.0,,5.0,1.0,,,,1.0,0.971,,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.1777,,,,,,,,,,,,,,
11352311,home,Arsenal,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,OZinchenko,287643,EUR,850608000,D,35,35,False,88.0,79.0,4.0,3.0,39.0,40.0,40.0,49.0,3.0,,,,90.0,104.0,8.2,13.0,0.08903,2,,1.0,4.0,4.0,9.0,,2.0,,1.0,5.0,3.0,,0.0565,1.0,1.0,,,1.0,1.0,,1.0,0.0293,3.0,,,,,,,,,,,,,
11352311,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,51.0,45.0,1.0,,23.0,24.0,23.0,30.0,3.0,,,,90.0,67.0,6.9,15.0,0.0651868,1,,3.0,,9.0,3.0,1.0,,,1.0,,,1.0,0.0612,3.0,1.0,2.0,3.0,,,,3.0,,4.0,True,1.0,1.0,1.0,,,,,,,,,
11352311,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,59.0,54.0,3.0,,35.0,37.0,20.0,23.0,3.0,,,,73.0,67.0,7.3,7.0,0.125743,1,,1.0,1.0,3.0,2.0,,,,1.0,1.0,1.0,2.0,0.0367,1.0,,,,,1.0,,1.0,0.1233,1.0,,1.0,,,1.0,1.0,,,,,,,
11352311,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,M,29,29,False,27.0,25.0,1.0,1.0,13.0,14.0,12.0,13.0,5.0,,,,69.0,42.0,6.7,7.0,0.117328,0,,,2.0,5.0,4.0,,3.0,,,,,1.0,,,3.0,2.0,2.0,,,,3.0,,,,,,,,,,,,,,,
11352311,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,32.0,25.0,4.0,,8.0,10.0,20.0,28.0,8.0,,,,90.0,54.0,7.7,14.0,0.409559,2,,6.0,1.0,5.0,5.0,1.0,1.0,,1.0,2.0,1.0,,0.0789,4.0,2.0,2.0,,1.0,,,3.0,,2.0,,3.0,1.0,,1.0,1.0,,,,,,,
11352311,home,Arsenal,Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,175,74471,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,23.0,16.0,1.0,1.0,5.0,5.0,11.0,18.0,1.0,,,,81.0,38.0,8.5,11.0,0.419633,3,,,1.0,5.0,8.0,2.0,,,,1.0,1.0,1.0,0.1366,4.0,4.0,2.0,,1.0,,,2.0,,,,,4.0,4.0,1.0,2.0,3.0,,,,,,
11352311,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,19,19,False,21.0,18.0,1.0,1.0,9.0,12.0,10.0,11.0,3.0,,,,69.0,36.0,7.0,8.0,0.0226005,5,,2.0,,4.0,1.0,2.0,1.0,,,,,1.0,1.0903,,,,2.0,2.0,1.0,1.0,1.0,0.9797,1.0,,1.0,1.0,1.0,,,2.0,1.0,,,,,
11352311,home,Arsenal,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,esr,867445,EUR,964742400,M,10,10,True,16.0,15.0,,,5.0,5.0,10.0,11.0,2.0,,,,21.0,18.0,6.4,3.0,0.0314537,0,,,,3.0,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,
11352311,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,True,14.0,12.0,,,2.0,2.0,10.0,12.0,2.0,,,,21.0,24.0,8.9,5.0,0.0334111,2,,,,1.0,3.0,,,,,3.0,3.0,,0.7389,,,,,,2.0,2.0,2.0,1.7886,,,,1.0,,,,,,,,,,
11352311,home,Arsenal,Jorginho,jorginho,Jorginho,M,21,180,32466,M,jorginhofrello,132874,EUR,693187200,M,20,20,True,29.0,26.0,3.0,3.0,6.0,7.0,20.0,22.0,4.0,,,,17.0,33.0,7.8,3.0,0.207455,1,,,,1.0,2.0,,,,,2.0,1.0,,0.0051,1.0,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,
11352311,home,Arsenal,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,15,15,True,10.0,10.0,,,4.0,4.0,6.0,6.0,1.0,,,,9.0,10.0,6.6,,0.00433319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
